#Myf6_5d Enhancers
#Created from DYSE_OUT_1906232345_1/ROSE_OUTPUT/Myf6_5d/Myf6_5d_12KB_STITCHED_TSS_DISTAL_ENHANCER_REGION_MAP.txt
#Ranked by X4d_myotH3K27ac.bam
#Using cutoff of 1882.7487 for Super-Enhancers
#Created on Jun 24 2019 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X4d_myotH3K27ac.bam	Input_MT_5d.bam	enhancerRank	isSuper
3_Myf6_5d.nodup_peak_7681_lociStitched	chr2	156724033	156737222	3	907	15228.0194	1806.893	49	1
3_Myf6_5d.nodup_peak_4608_lociStitched	chr15	83469506	83474417	3	993	14193.7722	1012.6482	50	1
4_Myf6_5d.nodup_peak_5566_lociStitched	chr17	32012383	32023440	4	914	14793.1603	1768.0143	51	1
3_Myf6_5d.nodup_peak_10240_lociStitched	chr5	136290014	136312379	3	711	15311.079	2352.798	52	1
4_Myf6_5d.nodup_peak_2449_lociStitched	chr11	102985268	103003583	4	901	14913.9045	2278.386	53	1
3_Myf6_5d.nodup_peak_2351_lociStitched	chr11	94133325	94145499	3	482	13862.5338	1305.0528	54	1
5_Myf6_5d.nodup_peak_8751_lociStitched	chr4	46085407	46100202	5	1292	14337.8345	1822.744	55	1
3_Myf6_5d.nodup_peak_9486_lociStitched	chr4	155163380	155178630	3	487	14327.375	1891	56	1
5_Myf6_5d.nodup_peak_7347_lociStitched	chr2	102112075	102128258	5	863	14338.138	1909.594	57	1
3_Myf6_5d.nodup_peak_8398_lociStitched	chr3	121474796	121481937	3	982	13435.7915	1021.163	58	1
3_Myf6_5d.nodup_peak_3060_lociStitched	chr12	86816341	86827271	3	460	13790.381	1413.249	59	1
4_Myf6_5d.nodup_peak_10980_lociStitched	chr6	127989123	128008264	4	1038	14604.583	2229.9265	60	1
3_Myf6_5d.nodup_peak_5358_lociStitched	chr17	9748050	9768874	3	524	15228.5912	2857.0528	61	1
5_Myf6_5d.nodup_peak_12775_lociStitched	chr9	35323119	35344579	5	848	14571.34	2221.11	62	1
4_Myf6_5d.nodup_peak_4390_lociStitched	chr15	59054933	59071634	4	922	15248.013	2905.974	63	1
4_Myf6_5d.nodup_peak_6278_lociStitched	chr18	75654873	75676164	4	902	14452.3308	2169.5529	64	1
7_Myf6_5d.nodup_peak_12537_lociStitched	chr8	122019189	122039809	7	1641	14726.804	2472.338	65	1
2_Myf6_5d.nodup_peak_1993_lociStitched	chr11	54062838	54075593	2	355	13512.647	1698.966	66	1
4_Myf6_5d.nodup_peak_5471_lociStitched	chr17	26582294	26599014	4	572	13887.632	2146.848	67	1
3_Myf6_5d.nodup_peak_13042_lociStitched	chr9	66237911	66249685	3	819	13071.4948	1412.88	68	1
3_Myf6_5d.nodup_peak_6166_lociStitched	chr18	61609812	61622335	3	530	13109.0764	1452.668	69	1
4_Myf6_5d.nodup_peak_11957_lociStitched	chr8	13209056	13226689	4	1206	13552.7238	1939.63	70	1
6_Myf6_5d.nodup_peak_1841_lociStitched	chr11	11823996	11857284	6	1627	15219.2736	3744.9	71	1
2_Myf6_5d.nodup_peak_4260_lociStitched	chr15	36873199	36885211	2	568	13604.7912	2162.16	72	1
3_Myf6_5d.nodup_peak_2355_lociStitched	chr11	94221434	94239931	3	563	13682.2309	2256.634	73	1
4_Myf6_5d.nodup_peak_6387_lociStitched	chr19	5928197	5944505	4	842	13250.25	1829.7576	74	1
8_Myf6_5d.nodup_peak_9261_lociStitched	chr4	134591549	134631627	8	1676	15361.8974	3995.7766	75	1
4_Myf6_5d.nodup_peak_11303_lociStitched	chr7	49359272	49378924	4	752	13033.2064	1819.7752	76	1
3_Myf6_5d.nodup_peak_2458_lociStitched	chr11	103234569	103246650	3	744	12529.2051	1473.882	77	1
4_Myf6_5d.nodup_peak_6129_lociStitched	chr18	57245466	57267357	4	930	13458.5868	2414.5773	78	1
4_Myf6_5d.nodup_peak_4721_lociStitched	chr15	99796809	99814800	4	840	13327.7328	2304.6471	79	1
5_Myf6_5d.nodup_peak_3495_lociStitched	chr13	46611187	46629774	5	1321	13206.0635	2209.9943	80	1
5_Myf6_5d.nodup_peak_4983_lociStitched	chr16	30512618	30533246	5	910	13420.5768	2467.1088	81	1
3_Myf6_5d.nodup_peak_2288_lociStitched	chr11	86568573	86578326	3	502	11713.353	1082.583	82	1
2_Myf6_5d.nodup_peak_6425_lociStitched	chr19	9061585	9073917	2	303	12208.68	1585.8952	83	1
5_Myf6_5d.nodup_peak_12329_lociStitched	chr8	95149582	95168090	5	846	12898.2252	2302.3952	84	1
4_Myf6_5d.nodup_peak_5555_lociStitched	chr17	31767479	31791208	4	1016	13596.717	3037.312	85	1
4_Myf6_5d.nodup_peak_10867_lociStitched	chr6	112861716	112879513	4	838	12765.7881	2206.828	86	1
2_Myf6_5d.nodup_peak_8425_lociStitched	chr3	123138316	123148824	2	437	12067.3872	1541.5236	87	1
3_Myf6_5d.nodup_peak_12432_lociStitched	chr8	111711133	111726833	3	741	12121.97	1711.3	88	1
3_Myf6_5d.nodup_peak_2476_lociStitched	chr11	104561073	104576961	3	571	12406.9392	2001.888	89	1
2_Myf6_5d.nodup_peak_7301_lociStitched	chr2	91947717	91959161	2	615	11603.0716	1261.1288	90	1
3_Myf6_5d.nodup_peak_3151_lociStitched	chr12	102289652	102303213	3	807	11994.7045	1754.7934	91	1
3_Myf6_5d.nodup_peak_11424_lociStitched	chr7	74445271	74458648	3	597	11564.4165	1344.3885	92	1
2_Myf6_5d.nodup_peak_2563_lociStitched	chr11	115945383	115955078	2	389	11349.9365	1207.997	93	1
4_Myf6_5d.nodup_peak_7700_lociStitched	chr2	160603194	160621484	4	1248	12342.092	2200.287	94	1
3_Myf6_5d.nodup_peak_517_lociStitched	chr1	92699075	92708781	3	568	11416.1972	1339.428	95	1
5_Myf6_5d.nodup_peak_11632_lociStitched	chr7	110287753	110301114	5	782	11264.6591	1274.6394	96	1
4_Myf6_5d.nodup_peak_10946_lociStitched	chr6	120981523	120991257	4	807	11433.5564	1450.366	97	1
5_Myf6_5d.nodup_peak_9417_lociStitched	chr4	148900039	148915185	5	1223	11183.8064	1407.0634	98	1
2_Myf6_5d.nodup_peak_9631_lociStitched	chr5	31602408	31610571	2	422	10873.9323	1098.7398	99	1
7_Myf6_5d.nodup_peak_9482_lociStitched	chr4	155120641	155149087	7	1259	12854.7474	3097.7694	100	1
3_Myf6_5d.nodup_peak_10667_lociStitched	chr6	84232090	84243739	3	742	11199.3486	1445.6409	101	1
3_Myf6_5d.nodup_peak_3051_lociStitched	chr12	86036300	86050140	3	885	11251.92	1604.056	102	1
5_Myf6_5d.nodup_peak_8006_lociStitched	chr3	41181049	41194680	5	926	11166.5152	1611.1842	103	1
5_Myf6_5d.nodup_peak_6176_lociStitched	chr18	61805302	61833819	5	1074	12319.344	2777.5558	104	1
5_Myf6_5d.nodup_peak_6443_lociStitched	chr19	10691568	10721218	5	730	12684.27	3184.41	105	1
4_Myf6_5d.nodup_peak_3254_lociStitched	chr13	9319823	9350977	4	805	13137.6418	3638.7872	106	1
5_Myf6_5d.nodup_peak_308_lociStitched	chr1	66940149	66965124	5	988	11948.04	2567.43	107	1
3_Myf6_5d.nodup_peak_7519_lociStitched	chr2	130488778	130497248	3	687	10667.118	1334.025	108	1
3_Myf6_5d.nodup_peak_6000_lociStitched	chr18	35362601	35383750	3	803	11488.1368	2169.8874	109	1
3_Myf6_5d.nodup_peak_9188_lociStitched	chr4	126259188	126269576	3	706	10577.0616	1264.2196	110	1
5_Myf6_5d.nodup_peak_8215_lociStitched	chr3	89578868	89601276	5	1322	12015.1696	2727.0536	111	1
4_Myf6_5d.nodup_peak_7538_lociStitched	chr2	132278521	132293930	4	682	10958.8808	1676.4992	112	1
2_Myf6_5d.nodup_peak_8248_lociStitched	chr3	95989075	96000561	2	405	10580.9032	1304.8096	113	1
3_Myf6_5d.nodup_peak_218_lociStitched	chr1	53845986	53867141	3	716	11927.189	2657.068	114	1
4_Myf6_5d.nodup_peak_7398_lociStitched	chr2	114130806	114144163	4	749	10807.1487	1557.4262	115	1
4_Myf6_5d.nodup_peak_3423_lociStitched	chr13	37908669	37926718	4	741	11535.1159	2304.8573	116	1
3_Myf6_5d.nodup_peak_2134_lociStitched	chr11	69357823	69372283	3	652	10657.02	1460.46	117	1
2_Myf6_5d.nodup_peak_6968_lociStitched	chr2	32167969	32174570	2	661	10009.7564	825.7851	118	1
2_Myf6_5d.nodup_peak_9470_lociStitched	chr4	152072225	152080216	2	403	9816.1444	818.2784	119	1
2_Myf6_5d.nodup_peak_6605_lociStitched	chr19	40429241	40437864	2	363	10327.7671	1346.0503	120	1
4_Myf6_5d.nodup_peak_13081_lociStitched	chr9	70201840	70223430	4	1041	10956.925	1986.28	121	1
3_Myf6_5d.nodup_peak_4613_lociStitched	chr15	83571766	83583204	3	666	10724.2688	1795.766	122	1
4_Myf6_5d.nodup_peak_370_lociStitched	chr1	75549243	75561935	4	743	10200.5604	1279.3536	123	1
3_Myf6_5d.nodup_peak_5950_lociStitched	chr18	20802001	20812417	3	507	10249.344	1403.0352	124	1
3_Myf6_5d.nodup_peak_10960_lociStitched	chr6	125149133	125157437	3	1044	9775.4688	935.0304	125	1
5_Myf6_5d.nodup_peak_570_lociStitched	chr1	120025056	120055336	5	1164	12036.3	3224.82	126	1
4_Myf6_5d.nodup_peak_6963_lociStitched	chr2	32051863	32065235	4	1123	10170.7432	1363.944	127	1
3_Myf6_5d.nodup_peak_59_lociStitched	chr1	20655126	20670047	3	776	10183.5825	1399.5898	128	1
3_Myf6_5d.nodup_peak_8743_lociStitched	chr4	45459438	45473490	3	648	10523.5428	1757.9052	129	1
2_Myf6_5d.nodup_peak_7839_lociStitched	chr2	173257678	173265087	2	526	9888.7923	1129.8725	130	1
3_Myf6_5d.nodup_peak_10554_lociStitched	chr6	54253802	54264804	3	521	10061.329	1302.6368	131	1
3_Myf6_5d.nodup_peak_3265_lociStitched	chr13	12357771	12377052	3	713	10889.9088	2134.4067	132	1
3_Myf6_5d.nodup_peak_10951_lociStitched	chr6	121037225	121051703	3	608	10437.1902	1702.6128	133	1
2_Myf6_5d.nodup_peak_4529_lociStitched	chr15	78504072	78511051	2	449	9905.2947	1227.6061	134	1
4_Myf6_5d.nodup_peak_10643_lociStitched	chr6	72976959	72993589	4	868	10530.116	1852.582	135	1
5_Myf6_5d.nodup_peak_6616_lociStitched	chr19	41606147	41619906	5	1270	10350.8957	1678.598	136	1
5_Myf6_5d.nodup_peak_9300_lociStitched	chr4	136165071	136180815	5	1222	10298.1504	1640.5248	137	1
3_Myf6_5d.nodup_peak_10271_lociStitched	chr5	139208274	139224824	3	1120	10689.645	2096.885	138	1
2_Myf6_5d.nodup_peak_6523_lociStitched	chr19	25426491	25433500	2	433	9395.5645	884.5358	139	1
4_Myf6_5d.nodup_peak_8196_lociStitched	chr3	87978409	87984406	4	943	9205.9947	701.0493	140	1
2_Myf6_5d.nodup_peak_2303_lociStitched	chr11	88105609	88117575	2	296	9870.7534	1444.2962	141	1
3_Myf6_5d.nodup_peak_3560_lociStitched	chr13	55169113	55174680	3	806	9117.0759	720.9265	142	1
5_Myf6_5d.nodup_peak_10905_lociStitched	chr6	116385279	116408286	5	864	10127.6814	1750.8327	143	1
3_Myf6_5d.nodup_peak_513_lociStitched	chr1	92676449	92683433	3	580	9368.3376	1002.204	144	1
3_Myf6_5d.nodup_peak_11183_lociStitched	chr7	28557134	28570510	3	668	9435.4304	1107.5328	145	1
2_Myf6_5d.nodup_peak_4517_lociStitched	chr15	77788372	77798452	2	396	10124.352	1809.36	146	1
5_Myf6_5d.nodup_peak_2122_lociStitched	chr11	68033949	68049603	5	804	10400.5176	2091.3744	147	1
3_Myf6_5d.nodup_peak_1220_lociStitched	chr10	39308674	39321576	3	669	10342.2432	2037.2258	148	1
3_Myf6_5d.nodup_peak_2682_lociStitched	chr12	3316150	3329970	3	492	10282.08	1998.372	149	1
3_Myf6_5d.nodup_peak_2171_lociStitched	chr11	74438371	74448232	3	501	9682.5159	1449.567	150	1
3_Myf6_5d.nodup_peak_12871_lociStitched	chr9	49912385	49926143	3	648	9783.3138	1572.5394	151	1
11_Myf6_5d.nodup_peak_12550_lociStitched	chr8	122636123	122672218	11	2774	12250.643	4100.392	152	1
3_Myf6_5d.nodup_peak_13046_lociStitched	chr9	66267537	66277410	3	503	9160.1694	1024.8174	153	1
3_Myf6_5d.nodup_peak_10927_lociStitched	chr6	120170112	120184111	3	801	9767.1023	1706.4781	154	1
3_Myf6_5d.nodup_peak_13334_lociStitched	chr9	116368985	116383680	3	430	9778.053	1728.132	155	1
3_Myf6_5d.nodup_peak_12578_lociStitched	chr8	123877966	123884990	3	660	8856.5616	843.5824	156	1
3_Myf6_5d.nodup_peak_3760_lociStitched	chr13	99071465	99084060	3	951	9480.2565	1588.2295	157	1
2_Myf6_5d.nodup_peak_162_lociStitched	chr1	39449318	39458215	2	539	8897.8897	1036.5005	158	1
4_Myf6_5d.nodup_peak_2601_lociStitched	chr11	117923357	117936498	4	601	9189.5013	1365.3499	159	1
3_Myf6_5d.nodup_peak_2926_lociStitched	chr12	73402941	73412759	3	582	9052.196	1248.8496	160	1
2_Myf6_5d.nodup_peak_5368_lociStitched	chr17	10378514	10391153	2	378	9567.723	1775.7795	161	1
2_Myf6_5d.nodup_peak_12335_lociStitched	chr8	95376286	95386305	2	496	9244.5313	1456.7626	162	1
3_Myf6_5d.nodup_peak_9323_lociStitched	chr4	137476941	137487908	3	513	8775.7934	988.1267	163	1
3_Myf6_5d.nodup_peak_8787_lociStitched	chr4	53755940	53761354	3	682	8694.884	927.4182	164	1
4_Myf6_5d.nodup_peak_6957_lociStitched	chr2	31952873	31963257	4	966	8984.2368	1272.04	165	1
2_Myf6_5d.nodup_peak_6847_lociStitched	chr2	25533785	25542269	2	363	8741.9136	1035.048	166	1
3_Myf6_5d.nodup_peak_9175_lociStitched	chr4	124686359	124703774	3	602	9416.2905	1778.0715	167	1
3_Myf6_5d.nodup_peak_11479_lociStitched	chr7	84015173	84029593	3	881	9042.782	1429.022	168	1
2_Myf6_5d.nodup_peak_12201_lociStitched	chr8	75038499	75046578	2	452	8759.2518	1161.7602	169	1
2_Myf6_5d.nodup_peak_6473_lociStitched	chr19	16950169	16959890	2	387	8816.947	1222.9018	170	1
3_Myf6_5d.nodup_peak_3623_lociStitched	chr13	63108736	63112803	3	720	8055.5069	524.2363	171	1
3_Myf6_5d.nodup_peak_6183_lociStitched	chr18	62036567	62050239	3	571	9141.0992	1651.5776	172	1
3_Myf6_5d.nodup_peak_9059_lociStitched	chr4	109433691	109440152	3	751	8386.378	920.6925	173	1
3_Myf6_5d.nodup_peak_6022_lociStitched	chr18	37842846	37850000	3	572	8177.7374	728.9926	174	1
4_Myf6_5d.nodup_peak_9134_lociStitched	chr4	120270597	120283045	4	1076	9047.2064	1634.4224	175	1
4_Myf6_5d.nodup_peak_6951_lociStitched	chr2	31256101	31263314	4	739	8362.0309	952.116	176	1
3_Myf6_5d.nodup_peak_5641_lociStitched	chr17	47511336	47522161	3	615	8602.6275	1216.73	177	1
3_Myf6_5d.nodup_peak_1922_lociStitched	chr11	32539152	32550498	3	663	8609.3448	1240.1178	178	1
5_Myf6_5d.nodup_peak_9358_lociStitched	chr4	140610840	140628797	5	778	9030.5753	1666.4096	179	1
2_Myf6_5d.nodup_peak_1026_lociStitched	chr1	192799362	192807053	2	351	8320.1238	997.5227	180	1
5_Myf6_5d.nodup_peak_11420_lociStitched	chr7	74391479	74415526	5	848	9582.7295	2296.4885	181	1
3_Myf6_5d.nodup_peak_8110_lociStitched	chr3	65469268	65480940	3	591	8697.9744	1421.6496	182	1
2_Myf6_5d.nodup_peak_1627_lociStitched	chr10	95465701	95472325	2	402	8287.9488	1020.096	183	1
2_Myf6_5d.nodup_peak_13041_lociStitched	chr9	66205789	66218273	2	381	8356.7896	1104.834	184	1
3_Myf6_5d.nodup_peak_9015_lociStitched	chr4	105273157	105291105	3	514	9334.7548	2159.1444	185	1
3_Myf6_5d.nodup_peak_9168_lociStitched	chr4	123617849	123625835	3	584	8103.3942	1049.3604	186	1
3_Myf6_5d.nodup_peak_6663_lociStitched	chr19	46927081	46944650	3	457	9041.0074	2001.1091	187	1
4_Myf6_5d.nodup_peak_7865_lociStitched	chr2	180198802	180217805	4	922	9047.3283	2037.1216	188	1
2_Myf6_5d.nodup_peak_4578_lociStitched	chr15	81120292	81128534	2	273	8557.6686	1565.1558	189	1
2_Myf6_5d.nodup_peak_2672_lociStitched	chr11	121407450	121416319	2	367	8009.5939	1046.542	190	1
2_Myf6_5d.nodup_peak_12156_lociStitched	chr8	69936198	69939913	2	393	7395.079	445.8	191	1
2_Myf6_5d.nodup_peak_3906_lociStitched	chr14	22643619	22651533	2	492	7864.9332	918.024	192	1
4_Myf6_5d.nodup_peak_2919_lociStitched	chr12	73197388	73210727	4	751	8508.9481	1610.0173	193	1
3_Myf6_5d.nodup_peak_1326_lociStitched	chr10	59623588	59634965	3	583	8703.405	1812.3561	194	1
2_Myf6_5d.nodup_peak_2247_lociStitched	chr11	79718936	79730786	2	541	8235.75	1352.085	195	1
3_Myf6_5d.nodup_peak_12147_lociStitched	chr8	69132243	69135722	3	474	7362.6077	498.1928	196	1
2_Myf6_5d.nodup_peak_2320_lociStitched	chr11	88599640	88605591	2	559	7523.8493	687.3405	197	1
2_Myf6_5d.nodup_peak_4514_lociStitched	chr15	77156650	77163842	2	824	7985.9968	1159.3504	198	1
2_Myf6_5d.nodup_peak_5363_lociStitched	chr17	10025159	10038151	2	711	8340.864	1529.1584	199	1
3_Myf6_5d.nodup_peak_12311_lociStitched	chr8	94572093	94584647	3	677	8791.5662	2004.8738	200	1
2_Myf6_5d.nodup_peak_1243_lociStitched	chr10	41544573	41553285	2	720	8092.5768	1308.5424	201	1
2_Myf6_5d.nodup_peak_4967_lociStitched	chr16	30172931	30185219	2	444	8363.2128	1593.7536	202	1
2_Myf6_5d.nodup_peak_6913_lociStitched	chr2	29624953	29633328	2	373	7941.175	1192.6	203	1
2_Myf6_5d.nodup_peak_12494_lociStitched	chr8	119428923	119440294	2	518	8058.6277	1311.0763	204	1
2_Myf6_5d.nodup_peak_9994_lociStitched	chr5	108699291	108709320	2	390	7812.591	1090.1523	205	1
2_Myf6_5d.nodup_peak_8798_lociStitched	chr4	55169988	55182057	2	357	8253.9891	1552.0734	206	1
3_Myf6_5d.nodup_peak_12378_lociStitched	chr8	106043152	106051368	3	784	7704.1432	1003.9952	207	1
3_Myf6_5d.nodup_peak_961_lociStitched	chr1	184663504	184679754	3	548	8583.25	1883.375	208	1
3_Myf6_5d.nodup_peak_9292_lociStitched	chr4	135765913	135774828	3	618	7786.361	1092.0875	209	1
3_Myf6_5d.nodup_peak_5305_lociStitched	chr17	4494544	4501434	3	798	7437.066	764.79	210	1
4_Myf6_5d.nodup_peak_10657_lociStitched	chr6	82862522	82885836	4	574	8936.2562	2266.1208	211	1
2_Myf6_5d.nodup_peak_1349_lociStitched	chr10	61277951	61285503	2	490	7757.4144	1185.664	212	1
2_Myf6_5d.nodup_peak_1779_lociStitched	chr11	4292658	4297051	2	540	7258.9932	715.6197	213	1
2_Myf6_5d.nodup_peak_890_lociStitched	chr1	177640368	177646473	2	907	7258.2345	778.998	214	1
2_Myf6_5d.nodup_peak_8641_lociStitched	chr4	12000772	12009435	2	396	7680.6158	1232.7449	215	1
4_Myf6_5d.nodup_peak_10303_lociStitched	chr5	142412823	142434994	4	713	8965.9524	2527.494	216	1
2_Myf6_5d.nodup_peak_2841_lociStitched	chr12	52848056	52857617	2	370	7491.0435	1056.4905	217	1
4_Myf6_5d.nodup_peak_11639_lociStitched	chr7	110619067	110649464	4	664	8878.9637	2465.1967	218	1
2_Myf6_5d.nodup_peak_9642_lociStitched	chr5	32071497	32081032	2	361	7632.7675	1251.9455	219	1
4_Myf6_5d.nodup_peak_12988_lociStitched	chr9	61645707	61658283	4	853	7734.24	1365.7536	220	1
4_Myf6_5d.nodup_peak_4801_lociStitched	chr16	10351116	10366900	4	588	8303.9624	1938.2752	221	1
3_Myf6_5d.nodup_peak_9792_lociStitched	chr5	64196908	64207190	3	549	7718.6974	1354.1394	222	1
4_Myf6_5d.nodup_peak_13332_lociStitched	chr9	116136270	116150841	4	649	7741.5723	1398.816	223	1
2_Myf6_5d.nodup_peak_10799_lociStitched	chr6	97223314	97227388	2	436	6852.8754	519.0276	224	1
4_Myf6_5d.nodup_peak_4780_lociStitched	chr16	4896845	4905829	4	795	7295.008	1000.8176	225	1
2_Myf6_5d.nodup_peak_5207_lociStitched	chr16	87567586	87579778	2	547	7749.2352	1477.6704	226	1
2_Myf6_5d.nodup_peak_3262_lociStitched	chr13	12312151	12323363	2	437	7454.8588	1191.8356	227	1
2_Myf6_5d.nodup_peak_2628_lociStitched	chr11	119817023	119824482	2	443	7247.1644	989.0634	228	1
4_Myf6_5d.nodup_peak_9991_lociStitched	chr5	108442792	108452742	4	762	7266.485	1012.91	229	1
2_Myf6_5d.nodup_peak_4162_lociStitched	chr15	10928740	10940511	2	522	8169.074	1917.4959	230	1
2_Myf6_5d.nodup_peak_8749_lociStitched	chr4	45641343	45647788	2	376	7194.5535	962.2385	231	1
4_Myf6_5d.nodup_peak_9143_lociStitched	chr4	120702226	120719387	4	709	8263.0215	2035.2946	232	1
4_Myf6_5d.nodup_peak_5647_lociStitched	chr17	47748827	47769319	4	779	8307.4568	2086.0856	233	1
2_Myf6_5d.nodup_peak_251_lociStitched	chr1	59409725	59418382	2	460	7361.0471	1140.9926	234	1
4_Myf6_5d.nodup_peak_7080_lociStitched	chr2	52351133	52372893	4	913	8941.184	2728.704	235	1
