#TAP_Pax7_MB_peaks Enhancers
#Created from DYSE_OUT_1906232345_1/ROSE_OUTPUT/TAP_Pax7_MB_peaks/TAP_Pax7_MB_peaks_12KB_STITCHED_TSS_DISTAL_ENHANCER_REGION_MAP.txt
#Ranked by myobH3K27ac.bam
#Using cutoff of 162.5472 for Super-Enhancers
#Created on Jun 24 2019 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	myobH3K27ac.bam	Input_MB.bam	enhancerRank	isSuper
2_TAP_Pax7_MB_peak_19996_lociStitched	chr2	23035176	23045926	2	229	5351.35	1139.5	34	1
2_TAP_Pax7_MB_peak_28060_lociStitched	chr5	64156045	64167642	2	459	5379.8483	1173.6164	35	1
2_TAP_Pax7_MB_peak_31327_lociStitched	chr6	146908940	146918709	2	301	5570.2838	1466.3269	36	1
2_TAP_Pax7_MB_peak_36382_lociStitched	chr9	96787890	96800457	2	382	5525.7099	1573.3884	37	1
4_TAP_Pax7_MB_peak_18136_lociStitched	chr18	57259075	57271174	4	858	5157.8037	1284.9138	38	1
2_TAP_Pax7_MB_peak_35370_lociStitched	chr9	37232622	37236279	2	289	4329.5223	470.6559	39	1
2_TAP_Pax7_MB_peak_34293_lociStitched	chr8	79561654	79566274	2	249	4804.8	1011.318	40	1
4_TAP_Pax7_MB_peak_16527_lociStitched	chr17	45232069	45248072	4	726	5637.8569	1845.1459	41	1
5_TAP_Pax7_MB_peak_18071_lociStitched	chr18	54969659	54993554	5	1001	6107.562	2336.931	42	1
3_TAP_Pax7_MB_peak_19830_lociStitched	chr2	13370064	13386186	3	584	5676.5562	2007.189	43	1
3_TAP_Pax7_MB_peak_24438_lociStitched	chr3	135670974	135675285	3	418	4321.7775	706.1418	44	1
2_TAP_Pax7_MB_peak_27500_lociStitched	chr5	20947182	20956860	2	276	4576.7262	971.6712	45	1
2_TAP_Pax7_MB_peak_20587_lociStitched	chr2	60807488	60813487	2	342	4592.2345	991.6347	46	1
2_TAP_Pax7_MB_peak_11379_lociStitched	chr14	46965378	46973581	2	238	4721.6468	1158.2636	47	1
2_TAP_Pax7_MB_peak_22158_lociStitched	chr2	154788588	154794162	2	366	4090.7586	550.7112	48	1
2_TAP_Pax7_MB_peak_14315_lociStitched	chr16	4467431	4478111	2	288	4654.344	1274.124	49	1
9_TAP_Pax7_MB_peak_1321_lociStitched	chr1	81731933	81760146	9	1648	6968.611	3650.7622	50	1
2_TAP_Pax7_MB_peak_7791_lociStitched	chr12	70883335	70891064	2	243	4220.034	907.3846	51	1
3_TAP_Pax7_MB_peak_7836_lociStitched	chr12	73346533	73367864	3	383	5514.0635	2222.6902	52	1
2_TAP_Pax7_MB_peak_31016_lociStitched	chr6	119898187	119907967	2	279	4332.54	1053.306	53	1
2_TAP_Pax7_MB_peak_516_lociStitched	chr1	39272985	39282068	2	284	4272.6432	1035.462	54	1
2_TAP_Pax7_MB_peak_3510_lociStitched	chr10	25263071	25273986	2	233	5007.802	1782.4195	55	1
2_TAP_Pax7_MB_peak_14898_lociStitched	chr16	43500142	43504888	2	343	3718.0164	529.6536	56	1
4_TAP_Pax7_MB_peak_30713_lociStitched	chr6	98938059	98956351	4	514	5182.1236	2008.4616	57	1
2_TAP_Pax7_MB_peak_4148_lociStitched	chr10	59813008	59821213	2	242	4604.646	1453.926	58	1
2_TAP_Pax7_MB_peak_24173_lociStitched	chr3	122613180	122622180	2	224	4166.1	1022.4	59	1
2_TAP_Pax7_MB_peak_11757_lociStitched	chr14	73504463	73513886	2	365	4122.5625	980.9343	60	1
2_TAP_Pax7_MB_peak_17025_lociStitched	chr17	79540153	79548060	2	366	4559.1762	1424.0507	61	1
3_TAP_Pax7_MB_peak_5308_lociStitched	chr11	3846652	3859676	3	594	4764.1792	1631.9072	62	1
2_TAP_Pax7_MB_peak_23787_lociStitched	chr3	98355938	98368553	2	344	4527.5235	1422.972	63	1
2_TAP_Pax7_MB_peak_14231_lociStitched	chr15	95370654	95380297	2	264	4240.9914	1160.0529	64	1
2_TAP_Pax7_MB_peak_25021_lociStitched	chr4	5793150	5795448	2	409	3297.8598	309.081	65	1
4_TAP_Pax7_MB_peak_24033_lociStitched	chr3	116114113	116133889	4	624	5274.2592	2290.0608	66	1
3_TAP_Pax7_MB_peak_22941_lociStitched	chr3	41173113	41187683	3	344	4746.906	1824.164	67	1
2_TAP_Pax7_MB_peak_18351_lociStitched	chr18	70633771	70645173	2	305	3929.1292	1022.7594	68	1
3_TAP_Pax7_MB_peak_21282_lociStitched	chr2	102954662	102958868	3	423	3701.28	814.7022	69	1
2_TAP_Pax7_MB_peak_28210_lociStitched	chr5	74973243	74983948	2	325	3929.8055	1071.5705	70	1
3_TAP_Pax7_MB_peak_29250_lociStitched	chr6	4413304	4432530	3	631	5302.5308	2460.928	71	1
3_TAP_Pax7_MB_peak_23385_lociStitched	chr3	68597093	68610180	3	577	4441.7278	1639.8011	72	1
3_TAP_Pax7_MB_peak_20104_lociStitched	chr2	35889848	35906605	3	492	5147.7504	2352.6828	73	1
2_TAP_Pax7_MB_peak_1487_lociStitched	chr1	92376437	92387716	2	340	4010.8124	1229.411	74	1
8_TAP_Pax7_MB_peak_31784_lociStitched	chr7	51717877	51757571	8	1532	6549.51	3794.7464	75	1
2_TAP_Pax7_MB_peak_28075_lociStitched	chr5	64872690	64878764	2	306	3540.5346	914.137	76	1
2_TAP_Pax7_MB_peak_20079_lociStitched	chr2	34363819	34374619	2	355	3445.2	912.6	77	1
2_TAP_Pax7_MB_peak_35457_lociStitched	chr9	43799673	43808780	2	380	3121.8796	613.8118	78	1
2_TAP_Pax7_MB_peak_14902_lociStitched	chr16	43572844	43576644	2	264	2938.92	439.66	79	1
5_TAP_Pax7_MB_peak_1794_lociStitched	chr1	121367317	121402636	5	932	6735.3333	4255.9395	80	1
4_TAP_Pax7_MB_peak_22657_lociStitched	chr3	21942609	21964098	4	701	5327.1231	2851.5903	81	1
2_TAP_Pax7_MB_peak_1479_lociStitched	chr1	91808923	91815283	2	275	3248.688	859.872	82	1
4_TAP_Pax7_MB_peak_19615_lociStitched	chr2	3158261	3184817	4	682	5568.7932	3181.4088	83	1
2_TAP_Pax7_MB_peak_10852_lociStitched	chr14	23045544	23058137	2	298	3868.5696	1487.2333	84	1
3_TAP_Pax7_MB_peak_7570_lociStitched	chr12	54191927	54198581	3	425	3176.6196	851.712	85	1
2_TAP_Pax7_MB_peak_14482_lociStitched	chr16	18459994	18462264	2	395	2609.365	291.695	86	1
2_TAP_Pax7_MB_peak_7502_lociStitched	chr12	51875131	51885423	2	269	3503.3968	1189.7552	87	1
2_TAP_Pax7_MB_peak_32121_lociStitched	chr7	74448907	74459483	2	270	3288.0784	1029.0448	88	1
3_TAP_Pax7_MB_peak_32931_lociStitched	chr7	134082936	134098618	3	455	3594.3144	1378.4478	89	1
2_TAP_Pax7_MB_peak_6604_lociStitched	chr11	103386208	103387543	2	266	2460.5385	246.174	90	1
2_TAP_Pax7_MB_peak_32534_lociStitched	chr7	101752697	101762322	2	297	3261.9125	1062.6	91	1
3_TAP_Pax7_MB_peak_26992_lociStitched	chr4	144991213	145011534	3	535	4643.3485	2464.9373	92	1
2_TAP_Pax7_MB_peak_7202_lociStitched	chr12	33243766	33254755	2	326	3115.3815	941.7573	93	1
2_TAP_Pax7_MB_peak_26198_lociStitched	chr4	82510685	82514088	2	372	2489.6348	355.6135	94	1
3_TAP_Pax7_MB_peak_29063_lociStitched	chr5	136514229	136529247	3	396	3886.6584	1764.615	95	1
2_TAP_Pax7_MB_peak_15944_lociStitched	chr16	91752711	91765117	2	337	3379.3944	1277.818	96	1
2_TAP_Pax7_MB_peak_23784_lociStitched	chr3	98017017	98024506	2	274	3100.446	1022.9974	97	1
2_TAP_Pax7_MB_peak_5514_lociStitched	chr11	17254963	17265210	2	354	2978.8029	907.8842	98	1
2_TAP_Pax7_MB_peak_17880_lociStitched	chr18	46855154	46863538	2	543	3101.2416	1044.6464	99	1
2_TAP_Pax7_MB_peak_33788_lociStitched	chr8	47974289	47986162	2	278	3248.4528	1245.4777	100	1
2_TAP_Pax7_MB_peak_13269_lociStitched	chr15	38288960	38297954	2	289	3208.1598	1218.687	101	1
2_TAP_Pax7_MB_peak_3237_lociStitched	chr10	12920078	12931858	2	455	3250.102	1262.816	102	1
2_TAP_Pax7_MB_peak_19364_lociStitched	chr19	47396178	47404455	2	384	2799.2814	826.8723	103	1
2_TAP_Pax7_MB_peak_20575_lociStitched	chr2	60205875	60212852	2	318	2626.8405	680.2575	104	1
2_TAP_Pax7_MB_peak_28097_lociStitched	chr5	66539635	66543943	2	288	2423.25	482.0652	105	1
4_TAP_Pax7_MB_peak_2722_lociStitched	chr1	176818044	176823670	4	526	2694.854	771.8872	106	1
2_TAP_Pax7_MB_peak_10691_lociStitched	chr14	14629261	14633172	2	279	2364.9817	450.9383	107	1
3_TAP_Pax7_MB_peak_11414_lociStitched	chr14	48246380	48256624	3	457	2984.0772	1070.498	108	1
2_TAP_Pax7_MB_peak_2045_lociStitched	chr1	138507296	138515765	2	507	2955.681	1056.0843	109	1
2_TAP_Pax7_MB_peak_31568_lociStitched	chr7	29900681	29911643	2	328	2846.8314	956.9826	110	1
6_TAP_Pax7_MB_peak_9553_lociStitched	chr13	63113142	63136280	6	1257	4935.3354	3047.2746	111	1
2_TAP_Pax7_MB_peak_6668_lociStitched	chr11	108216442	108227728	2	268	3043.8342	1166.9724	112	1
2_TAP_Pax7_MB_peak_1622_lociStitched	chr1	106168352	106180723	2	279	3122.4404	1250.7081	113	1
2_TAP_Pax7_MB_peak_26324_lociStitched	chr4	88928599	88931650	2	332	2409.0696	569.0115	114	1
2_TAP_Pax7_MB_peak_29111_lociStitched	chr5	142414133	142423590	2	329	2616.7519	788.7138	115	1
2_TAP_Pax7_MB_peak_21034_lociStitched	chr2	80576131	80583878	2	244	2566.5811	757.6566	116	1
3_TAP_Pax7_MB_peak_14892_lociStitched	chr16	43351284	43365649	3	518	3255.109	1466.6665	117	1
2_TAP_Pax7_MB_peak_22944_lociStitched	chr3	41201210	41213801	2	391	3068.4267	1288.0593	118	1
2_TAP_Pax7_MB_peak_35804_lociStitched	chr9	65196423	65201885	2	437	2251.4364	536.9146	119	1
2_TAP_Pax7_MB_peak_34301_lociStitched	chr8	80030067	80040294	2	311	3338.0928	1643.4789	120	1
3_TAP_Pax7_MB_peak_29297_lociStitched	chr6	5432003	5444778	3	616	3312.5575	1622.425	121	1
2_TAP_Pax7_MB_peak_31165_lociStitched	chr6	135039713	135043641	2	231	2179.6472	500.0344	122	1
5_TAP_Pax7_MB_peak_24746_lociStitched	chr3	148612642	148650543	5	678	5321.3004	3657.4465	123	1
6_TAP_Pax7_MB_peak_11004_lociStitched	chr14	32523601	32546999	6	873	4492.416	2835.8376	124	1
4_TAP_Pax7_MB_peak_18264_lociStitched	chr18	66463772	66487193	4	592	3740.3337	2084.469	125	1
3_TAP_Pax7_MB_peak_14553_lociStitched	chr16	24232864	24253040	3	444	3902.0384	2251.6416	126	1
2_TAP_Pax7_MB_peak_2980_lociStitched	chr1	189861319	189873436	2	323	2778.4281	1143.8448	127	1
2_TAP_Pax7_MB_peak_21713_lociStitched	chr2	126322741	126323399	2	346	1715.9982	103.1744	128	1
2_TAP_Pax7_MB_peak_2878_lociStitched	chr1	184663583	184668353	2	385	2202.309	614.376	129	1
2_TAP_Pax7_MB_peak_10095_lociStitched	chr13	99373061	99384574	2	297	2945.0254	1361.9879	130	1
2_TAP_Pax7_MB_peak_16127_lociStitched	chr17	10040586	10047264	2	229	2663.8542	1085.175	131	1
2_TAP_Pax7_MB_peak_10561_lociStitched	chr14	7898604	7908829	2	349	2759.7275	1182.01	132	1
2_TAP_Pax7_MB_peak_19465_lociStitched	chr19	53794569	53800838	2	257	2419.2071	873.8986	133	1
2_TAP_Pax7_MB_peak_14284_lociStitched	chr15	102730315	102735233	2	307	2352.7712	818.847	134	1
2_TAP_Pax7_MB_peak_26964_lociStitched	chr4	141345370	141356750	2	251	2633.332	1100.446	135	1
2_TAP_Pax7_MB_peak_31620_lociStitched	chr7	37320249	37323777	2	296	1685.3256	186.6312	136	1
2_TAP_Pax7_MB_peak_25661_lociStitched	chr4	46085456	46088208	2	312	1884.5696	386.656	137	1
2_TAP_Pax7_MB_peak_28751_lociStitched	chr5	104403336	104408103	2	315	2214.2715	728.3976	138	1
2_TAP_Pax7_MB_peak_33145_lociStitched	chr8	8686688	8695972	2	392	2398.9856	921.9012	139	1
2_TAP_Pax7_MB_peak_23109_lociStitched	chr3	52391325	52401152	2	358	2544.2103	1069.1776	140	1
2_TAP_Pax7_MB_peak_4456_lociStitched	chr10	82350823	82355920	2	233	2113.7259	659.5518	141	1
2_TAP_Pax7_MB_peak_25075_lociStitched	chr4	9011264	9022999	2	233	3069.876	1625.2975	142	1
2_TAP_Pax7_MB_peak_12230_lociStitched	chr14	99624972	99632584	2	354	2453.3476	1012.396	143	1
3_TAP_Pax7_MB_peak_777_lociStitched	chr1	53834268	53846805	3	608	3022.6707	1598.4675	144	1
3_TAP_Pax7_MB_peak_32904_lociStitched	chr7	132344781	132359113	3	424	2857.8008	1436.0664	145	1
2_TAP_Pax7_MB_peak_38330_lociStitched	chrX	143338253	143346835	2	419	2233.8946	822.1556	146	1
2_TAP_Pax7_MB_peak_17466_lociStitched	chr18	16734758	16741126	2	387	2299.4848	892.7936	147	1
2_TAP_Pax7_MB_peak_10069_lociStitched	chr13	97533500	97543342	2	462	2804.97	1400.5166	148	1
5_TAP_Pax7_MB_peak_17693_lociStitched	chr18	35185023	35198965	5	630	2849.7448	1480.6404	149	1
2_TAP_Pax7_MB_peak_35749_lociStitched	chr9	61376535	61378021	2	282	1534.5922	167.7694	150	1
6_TAP_Pax7_MB_peak_1446_lociStitched	chr1	89680664	89714445	6	1009	4448.9577	3101.0958	151	1
2_TAP_Pax7_MB_peak_21268_lociStitched	chr2	102003424	102011830	2	441	2270.4606	929.7036	152	1
2_TAP_Pax7_MB_peak_21321_lociStitched	chr2	104855775	104864607	2	450	2268.9408	977.7024	153	1
2_TAP_Pax7_MB_peak_14041_lociStitched	chr15	77089370	77098231	2	269	2699.9467	1416.8739	154	1
2_TAP_Pax7_MB_peak_21163_lociStitched	chr2	92719285	92731901	2	275	2661.976	1386.4984	155	1
2_TAP_Pax7_MB_peak_36448_lociStitched	chr9	102645558	102650287	2	301	1757.7693	502.6927	156	1
2_TAP_Pax7_MB_peak_23638_lociStitched	chr3	85952743	85956219	2	284	1769.284	530.7852	157	1
2_TAP_Pax7_MB_peak_34466_lociStitched	chr8	91376561	91382055	2	284	2137.166	899.3678	158	1
3_TAP_Pax7_MB_peak_30568_lociStitched	chr6	88942426	88953501	3	453	2598.195	1364.44	159	1
4_TAP_Pax7_MB_peak_30724_lociStitched	chr6	99160148	99190376	4	755	4244.0112	3013.7316	160	1
3_TAP_Pax7_MB_peak_13719_lociStitched	chr15	58256939	58261247	3	575	2284.5324	1055.0292	161	1
3_TAP_Pax7_MB_peak_12563_lociStitched	chr14	120339816	120355776	3	595	3239.88	2031.708	162	1
2_TAP_Pax7_MB_peak_14729_lociStitched	chr16	34090827	34100920	2	269	2239.6367	1038.5697	163	1
2_TAP_Pax7_MB_peak_13642_lociStitched	chr15	55186591	55196655	2	566	3138.9616	1938.3264	164	1
2_TAP_Pax7_MB_peak_29879_lociStitched	chr6	37397002	37408167	2	283	2493.1445	1302.9555	165	1
4_TAP_Pax7_MB_peak_14124_lociStitched	chr15	88928011	88951583	4	635	4143.9576	2955.9288	166	1
4_TAP_Pax7_MB_peak_9154_lociStitched	chr13	35501340	35512625	4	857	2952.156	1768.3595	167	1
2_TAP_Pax7_MB_peak_17302_lociStitched	chr18	6024599	6034783	2	306	2342.32	1186.436	168	1
1_TAP_Pax7_MB_peak_27131_lociStitched	chr4_GL456216_random	49087	49497	1	411	4052.891	2900.504	169	1
2_TAP_Pax7_MB_peak_33502_lociStitched	chr8	31991303	32001884	2	228	2332.0524	1179.7815	170	1
2_TAP_Pax7_MB_peak_35160_lociStitched	chr9	23475373	23487555	2	281	2498.5282	1350.9838	171	1
4_TAP_Pax7_MB_peak_12595_lociStitched	chr14	121586159	121591943	4	652	1858.3992	721.8432	172	1
5_TAP_Pax7_MB_peak_2467_lociStitched	chr1	163206044	163228816	5	846	3791.538	2659.7696	173	1
3_TAP_Pax7_MB_peak_35975_lociStitched	chr9	75179395	75196512	3	480	2637.7297	1508.0077	174	1
2_TAP_Pax7_MB_peak_25689_lociStitched	chr4	48467049	48478612	2	252	2207.3767	1078.8279	175	1
3_TAP_Pax7_MB_peak_35146_lociStitched	chr9	23154121	23168151	3	341	2474.892	1349.686	176	1
3_TAP_Pax7_MB_peak_13788_lociStitched	chr15	62314790	62327570	3	472	3547.728	2430.756	177	1
4_TAP_Pax7_MB_peak_35508_lociStitched	chr9	47635194	47650486	4	514	2293.8	1195.8344	178	1
2_TAP_Pax7_MB_peak_16766_lociStitched	chr17	63799085	63806439	2	293	1939.2498	849.387	179	1
4_TAP_Pax7_MB_peak_6160_lociStitched	chr11	63782350	63790007	4	509	2026.8079	944.8738	180	1
2_TAP_Pax7_MB_peak_21302_lociStitched	chr2	104147754	104155439	2	249	1969.6655	889.1545	181	1
2_TAP_Pax7_MB_peak_18131_lociStitched	chr18	57162845	57167585	2	269	1602.12	528.036	182	1
2_TAP_Pax7_MB_peak_36047_lociStitched	chr9	78295162	78301891	2	267	1923.1482	853.9101	183	1
3_TAP_Pax7_MB_peak_2354_lociStitched	chr1	156995493	157003742	3	661	2124.1175	1063.2961	184	1
2_TAP_Pax7_MB_peak_18134_lociStitched	chr18	57199018	57208813	2	359	1979.5695	925.6275	185	1
3_TAP_Pax7_MB_peak_30347_lociStitched	chr6	72706155	72714336	3	534	2203.9614	1154.3391	186	1
3_TAP_Pax7_MB_peak_23230_lociStitched	chr3	58569702	58592977	3	545	3298.0675	2253.02	187	1
2_TAP_Pax7_MB_peak_11498_lociStitched	chr14	57417431	57430293	2	364	2167.247	1126.7112	188	1
3_TAP_Pax7_MB_peak_14366_lociStitched	chr16	8852042	8862598	3	411	2355.0436	1317.3888	189	1
6_TAP_Pax7_MB_peak_14710_lociStitched	chr16	32924140	32957923	6	785	4209.3618	3175.602	190	1
2_TAP_Pax7_MB_peak_5101_lociStitched	chr10	116998214	117010394	2	304	2321.508	1294.734	191	1
2_TAP_Pax7_MB_peak_11346_lociStitched	chr14	45506321	45515646	2	313	2104.6525	1084.4975	192	1
5_TAP_Pax7_MB_peak_10831_lociStitched	chr14	22622260	22651450	5	1132	4296.768	3301.389	193	1
2_TAP_Pax7_MB_peak_27928_lociStitched	chr5	53455033	53462549	2	231	1934.6184	944.7612	194	1
2_TAP_Pax7_MB_peak_19503_lociStitched	chr19	55747422	55749859	2	380	1316.7111	327.0454	195	1
4_TAP_Pax7_MB_peak_13068_lociStitched	chr15	25449112	25462498	4	761	3120.2766	2131.0512	196	1
4_TAP_Pax7_MB_peak_13594_lociStitched	chr15	52705654	52726560	4	584	3480.849	2494.0858	197	1
1_TAP_Pax7_MB_peak_7726_lociStitched	chr12	67059122	67059884	1	763	12659.1822	11676.8118	198	1
3_TAP_Pax7_MB_peak_7906_lociStitched	chr12	76015042	76026147	3	456	2096.624	1133.8205	199	1
3_TAP_Pax7_MB_peak_17697_lociStitched	chr18	35299354	35313012	3	530	2242.6436	1305.7048	200	1
3_TAP_Pax7_MB_peak_4281_lociStitched	chr10	68242067	68261731	3	363	3187.5344	2259.3936	201	1
2_TAP_Pax7_MB_peak_6647_lociStitched	chr11	106574596	106583316	2	216	1887.008	959.2	202	1
2_TAP_Pax7_MB_peak_34818_lociStitched	chr8	118349208	118350139	2	346	1090.0148	162.3664	203	1
2_TAP_Pax7_MB_peak_32329_lociStitched	chr7	90231375	90234245	2	212	1222.046	294.462	204	1
3_TAP_Pax7_MB_peak_14940_lociStitched	chr16	45330513	45344097	3	523	2333.7312	1407.3024	205	1
2_TAP_Pax7_MB_peak_29467_lociStitched	chr6	15789332	15797631	2	338	1983.461	1065.5916	206	1
2_TAP_Pax7_MB_peak_35565_lociStitched	chr9	50442266	50447814	2	338	1445.254	550.3616	207	1
3_TAP_Pax7_MB_peak_9441_lociStitched	chr13	52902409	52910371	3	544	1582.0494	687.9168	208	1
2_TAP_Pax7_MB_peak_14500_lociStitched	chr16	20137425	20149647	2	286	2031.2964	1139.0904	209	1
2_TAP_Pax7_MB_peak_3920_lociStitched	chr10	44079284	44082674	2	400	1413.291	521.721	210	1
2_TAP_Pax7_MB_peak_19501_lociStitched	chr19	55635463	55647955	2	405	2024.9532	1140.5196	211	1
2_TAP_Pax7_MB_peak_3026_lociStitched	chr1	193519615	193528675	2	309	2222.418	1342.692	212	1
2_TAP_Pax7_MB_peak_16943_lociStitched	chr17	75269934	75273615	2	388	1434.8538	562.0887	213	1
2_TAP_Pax7_MB_peak_8288_lociStitched	chr12	98994371	98996712	2	361	1310.7259	441.7467	214	1
3_TAP_Pax7_MB_peak_38287_lociStitched	chrX	140660886	140666773	3	371	1348.123	495.0967	215	1
2_TAP_Pax7_MB_peak_25126_lociStitched	chr4	12006826	12017422	2	250	2391.5172	1543.8372	216	1
4_TAP_Pax7_MB_peak_36737_lociStitched	chrUn_GL456367	1026	13309	4	470	3280.7893	2438.1755	217	1
3_TAP_Pax7_MB_peak_31329_lociStitched	chr6	146950222	146959985	3	385	2170.3149	1327.768	218	1
2_TAP_Pax7_MB_peak_9268_lociStitched	chr13	41364315	41375971	2	310	2445.4288	1603.8656	219	1
3_TAP_Pax7_MB_peak_4278_lociStitched	chr10	68143933	68158294	3	441	2824.8087	1988.9985	220	1
3_TAP_Pax7_MB_peak_32218_lociStitched	chr7	82405539	82413414	3	908	1660.8375	826.875	221	1
3_TAP_Pax7_MB_peak_18917_lociStitched	chr19	23357382	23374426	3	509	5849.5008	5021.1624	222	1
2_TAP_Pax7_MB_peak_20567_lociStitched	chr2	59874721	59886344	2	314	2050.2972	1230.8757	223	1
2_TAP_Pax7_MB_peak_12516_lociStitched	chr14	118568023	118576206	2	386	1733.9777	914.8594	224	1
4_TAP_Pax7_MB_peak_11506_lociStitched	chr14	57972715	57982103	4	520	1889.8044	1073.0484	225	1
2_TAP_Pax7_MB_peak_18664_lociStitched	chr19	7083416	7090723	2	284	1443.1325	627.6713	226	1
3_TAP_Pax7_MB_peak_35511_lociStitched	chr9	47684296	47699119	3	498	2041.1271	1225.8621	227	1
3_TAP_Pax7_MB_peak_26235_lociStitched	chr4	84728702	84741389	3	450	2197.3884	1385.4204	228	1
2_TAP_Pax7_MB_peak_1240_lociStitched	chr1	78526612	78532672	2	305	1500.456	695.082	229	1
2_TAP_Pax7_MB_peak_15980_lociStitched	chr16	94446325	94453043	2	254	1416.8262	616.0406	230	1
2_TAP_Pax7_MB_peak_6602_lociStitched	chr11	103300937	103306857	2	313	1478.224	679.024	231	1
3_TAP_Pax7_MB_peak_16094_lociStitched	chr17	7650338	7656283	3	513	1746.0465	958.9285	232	1
2_TAP_Pax7_MB_peak_2604_lociStitched	chr1	170051660	170061379	2	342	2069.1751	1294.5708	233	1
1_TAP_Pax7_MB_peak_23103_lociStitched	chr3	52070100	52070237	1	138	817.4379	43.1824	234	1
3_TAP_Pax7_MB_peak_6176_lociStitched	chr11	65055673	65066830	3	407	1796.277	1023.0969	235	1
2_TAP_Pax7_MB_peak_13296_lociStitched	chr15	39925965	39929494	2	416	1238.679	488.7665	236	1
