GENE_NAME	REFSEQ_ID	PROXIMAL_ENHANCERS	ENHANCER_RANKS
Pga5	NM_021453	chr19:10691568-10721218	105
Svil	NM_153153	chr18:4987557-5002704	107
Sypl	NM_013635	chr12:32989948-33008562	110
4933406C10Rik	NR_044986	chr12:32989948-33008562	110
Daam2	NM_001008231	chr17:49472666-49489488	111
Mocs1	NM_028464	chr17:49472666-49489488	111
Kcnn3	NM_080466	chr3:89578868-89598586	111
Trio	NM_001081302	chr15:27907701-27919048,chr15:28021847-28031509	882,112
Cds2	NM_138651	chr2:132278521-132292371	112
Tmem230	NM_001141971	chr2:132278521-132292371	112
Pcna	NM_011045	chr2:132278521-132292371	112
Rreb1	NR_033615	chr13:37908669-37926666	116
2900026A02Rik	NM_172884	chr5:113106667-113114695	117
Crybb3	NM_001159650	chr5:113106667-113114695	117
Crybb2	NM_007773	chr5:113106667-113114695	117
Espnl	NM_001033292	chr1:91347522-91356372	120
Klhl30	NM_027551	chr1:91347522-91356372	120
Scly	NM_016717	chr1:91347522-91356372	120
Fam132b	NM_173395	chr1:91347522-91356372	120
1700020N18Rik	NR_026924	chr1:91347522-91356372	120
Ilkap	NM_023343	chr1:91347522-91356372	120
2310065F04Rik	NR_038055	chr11:67104820-67107259	121
Myh3	NM_001099635	chr11:67104820-67107259	121
Sctr	NM_001012322	chr1:120025056-120038907	126
Tmem37	NM_019432	chr1:120025056-120038907	126
Gm101	NM_001115074	chr1:120025056-120038907	126
Nup214	NM_172268	chr2:32051863-32065235	127
Fam78a	NM_175511	chr2:32051863-32065235	127
Ppapdc3	NM_145521	chr2:32051863-32065235	127
Jdp2	NM_001205052	chr12:85570123-85575777	129
Actn2	NM_033268	chr13:12312151-12323337,chr13:12357771-12377052	227,132
Heatr1	NM_144835	chr13:12357771-12377052	132
Actn4	NM_021895	chr7:28919963-28931239	133
Capn12	NM_001110807	chr7:28919963-28931239	133
Slit1	NM_015748	chr19:41606147-41621044	136
Prkar1a	NM_021880	chr11:109615458-109623039	145
Wipi1	NM_145940	chr11:109615458-109623039	145
Pak4	NM_027470	chr7:28557134-28570510	145
Sycn	NM_026716	chr7:28557134-28570510	145
Ifnl2	NM_001024673	chr7:28557134-28570510	145
Nccrp1	NM_001081115	chr7:28557134-28570510	145
Ifnl3	NM_177396	chr7:28557134-28570510	145
Rap1gap2	NM_001015046	chr11:74438371-74448890	150
Cbfa2t3	NM_009824	chr8:122636123-122646651	152
Trappc2l	NM_021502	chr8:122636123-122646651	152
Galns	NM_001193645	chr8:122636123-122646651	152
Pabpn1l	NM_001007462	chr8:122636123-122646651	152
Zfp106	NM_011743	chr2:120518706-120552364	153
Capn3	NM_001109761	chr2:120518706-120552364	153
Snap23	NM_001177792	chr2:120518706-120552364	153
4931402G19Rik	NR_040608	chr2:120518706-120552364	153
Tbc1d8	NM_018775	chr1:39449318-39461552	158
Osbpl3	NM_001163645	chr6:50394513-50405033	160
Arid1b	NM_001085355	chr17:5118384-5139170	161
LOC101243624	NR_102297	chr3:132870196-132874228	165
Samd4	NM_028966	chr14:46941935-46951197,chr14:47022251-47028418	596,169
Tom1	NM_001136259	chr8:75038499-75046578	169
Hmgxb4	NM_178017	chr8:75038499-75046578	169
Hmox1	NM_010442	chr8:75038499-75046578	169
Nsmce2	NM_026746	chr15:59587998-59599117	170
Trib1	NM_144549	chr15:59587998-59599117	170
Prkca	NM_011101	chr11:108101637-108104506,chr11:108148589-108166119	514,172
Fzd7	NM_008057	chr1:59475736-59489277	177
Gm973	NM_001013771	chr1:59475736-59489277	177
Stk10	NM_009288	chr11:32539152-32550498	178
Efcab9	NM_027031	chr11:32539152-32550498	178
Bhlhe40	NM_011498	chr6:108663285-108668672	178
0610040F04Rik	NR_040758	chr6:108663285-108668672	178
Usp2	NM_198091	chr9:44076733-44088494	181
Mcam	NM_023061	chr9:44076733-44088494	181
C1qtnf5	NM_001040632	chr9:44076733-44088494	181
Thy1	NM_009382	chr9:44076733-44088494	181
Rnf26	NM_153762	chr9:44076733-44088494	181
Tacc2	NM_001004468	chr7:130671478-130681960	187
Il12a	NM_001159424	chr3:68656984-68669820	188
Fn3krp	NM_181420	chr11:121407450-121416588	190
Fn3k	NM_001038699	chr11:121407450-121416588	190
Tbcd	NM_029878	chr11:121407450-121416588	190
Rab40b	NM_139147	chr11:121407450-121416588	190
Gnpat	NM_010322	chr8:124860274-124869953	192
2810004N23Rik	NM_025615	chr8:124860274-124869953	192
Sprtn	NM_001111141	chr8:124860274-124869953	192
Exoc8	NM_198103	chr8:124860274-124869953	192
Ptpn3	NM_011207	chr4:57232616-57249310	193
Pitpnm2	NM_011256	chr5:124166370-124175389	195
Lzts1	NM_199364	chr8:69132243-69135722,chr8:69176430-69184446	196,726
Slc18a1	NM_153054	chr8:69132243-69135722	196
Atp6v1b2	NM_007509	chr8:69132243-69135722	196
Kalrn	NM_177357	chr16:34066897-34082399,chr16:34328003-34342769	200,780
Cpne2	NM_153507	chr8:94569457-94572082,chr8:94572093-94584647	294,200
Rspry1	NM_026274	chr8:94569457-94572082,chr8:94572093-94584647	294,200
Fam192a	NM_028221	chr8:94572093-94584647,chr8:94569457-94572082	294,200
Fgfrl1	NM_054071	chr5:108699291-108709320	205
Idua	NM_008325	chr5:108699291-108709320	205
Dgkq	NM_199011	chr5:108699291-108709320	205
Slc26a1	NM_174870	chr5:108699291-108709320	205
C130080G10Rik	NR_028422	chr2:114057498-114060460,chr2:114087470-114091865	561,207
Actc1	NM_009608	chr2:114057498-114060460,chr2:114087470-114091865	561,207
Dus2l	NM_025518	chr8:106043152-106051368	207
Ddx28	NM_028038	chr8:106043152-106051368	207
Nfatc3	NM_010901	chr8:106043152-106051368	207
Dpep2	NM_176913	chr8:106043152-106051368	207
Myom3	NM_001085509	chr4:135765913-135774828	209
Il22ra1	NM_178257	chr4:135765913-135774828	209
Rbm38	NM_019547	chr2:173025037-173029489,chr2:173046680-173065053	371,215
Rae1	NM_175112	chr2:173025037-173029489,chr2:173046680-173065053	371,215
Dot1l	NM_199322	chr10:80751436-80759030	216
Plekhj1	NM_023900	chr10:80751436-80759030,chr10:80836913-80849032	216,573
Ap3d1	NM_007460	chr10:80751436-80759030	216
Izumo4	NM_027829	chr10:80751436-80759030	216
Mob3a	NM_172457	chr10:80751436-80759030	216
Sf3a2	NM_013651	chr10:80751436-80759030,chr10:80836913-80849032	216,573
Amh	NM_007445	chr10:80751436-80759030,chr10:80836913-80849032	216,573
Jph2	NM_001205076	chr2:163386971-163392741	223
Gdap1l1	NM_144891	chr2:163386971-163392741	223
3230401D17Rik	NM_025699	chr2:163386971-163392741	223
Tgfbr2	NM_029575	chr9:116136270-116150841	223
Mgrn1	NM_029657	chr16:4896845-4905829	225
Gm16861	NR_037666	chr16:4896845-4905829	225
Nudt16l1	NM_025839	chr16:4896845-4905829	225
Ubald1	NM_145359	chr16:4896845-4905829	225
Fam105b	NM_001013792	chr15:27619223-27625321	228
Mfsd7a	NM_172883	chr5:108442792-108452742	229
Atp5k	NM_007507	chr5:108442792-108452742	229
Pcgf3	NM_172716	chr5:108442792-108452742	229
Klhl31	NM_172925	chr9:77615880-77620349	229
Gm829	NM_001033412	chr4:45641343-45647788	231
Amotl1	NM_001081395	chr9:14585811-14597011	231
Kcnq4	NM_001081142	chr4:120702226-120719387	232
Cited4	NM_019563	chr4:120702226-120719387	232
Tfeb	NM_001161723	chr17:47748827-47769319	233
Gm14873	NR_045913	chr17:47748827-47769319	233
Pgc	NM_025973	chr17:47748827-47769319	233
1700065J18Rik	NR_040468	chr1:192822551-192829230	235
Sertad4	NM_198247	chr1:192822551-192829230	235
Neb	NM_010889	chr2:52351133-52372843	235
Lrch1	NM_001252132	chr14:74820295-74832070	237
Ccdc91	NM_025911	chr6:147490276-147506816	238
Fmnl1	NM_019679	chr11:103174435-103177522	242
Spata32	NM_177801	chr11:103174435-103177522	242
1700023F06Rik	NM_001254724	chr11:103174435-103177522	242
Hexim2	NM_027658	chr11:103174435-103177522	242
P4ha2	NM_001136076	chr11:54116594-54126900	244
Pdlim4	NM_019417	chr11:54116594-54126900	244
Clic4	NM_013885	chr4:135247235-135255058	248
Tmem109	NM_134142	chr19:10878507-10888689	249
Tmem132a	NM_133804	chr19:10878507-10888689	249
Prpf19	NM_001253844	chr19:10878507-10888689	249
Gpr44	NM_009962	chr19:10878507-10888689,chr19:10952741-10959733	249,788
Zp1	NM_009580	chr19:10878507-10888689,chr19:10952741-10959733	249,788
Cd6	NM_001037801	chr19:10878507-10888689	249
Slc15a3	NM_023044	chr19:10878507-10888689	249
Pldi	NR_033616	chr10:60928191-60933102	250
Ago2	NM_153178	chr15:73119461-73132221	251
Chrac1	NM_053068	chr15:73119461-73132221	251
Hdac5	NM_010412	chr11:102207918-102219005	252
Lsm12	NM_172947	chr11:102207918-102219005	252
G6pc3	NM_175935	chr11:102207918-102219005	252
BC030867	NM_153544	chr11:102207918-102219005	252
Asb16	NM_148953	chr11:102207918-102219005	252
Nedd4l	NM_031881	chr18:65083314-65101848,chr18:65133118-65137991	254,672
Myof	NM_001099634	chr19:37896299-37908126,chr19:37910030-37914645	254,603
Ap4s1	NM_021710	chr12:51703968-51729308	259
Strn3	NM_052973	chr12:51703968-51729308	259
Cblb	NM_001033238	chr16:52067763-52083763	261
Ksr1	NM_013571	chr11:79047478-79060074	262
Gm11201	NR_045873	chr11:79047478-79060074	262
Tead1	NM_009346	chr7:112776067-112790610	263
Rfx1	NM_009055	chr8:84060802-84070928	264
Mir1199	NR_035431	chr8:84060802-84070928	264
Mir709	NR_030490	chr8:84060802-84070928	264
Rln3	NM_173184	chr8:84060802-84070928	264
Palm3	NM_028877	chr8:84060802-84070928	264
Dcaf15	NM_172502	chr8:84060802-84070928	264
Il27ra	NM_016671	chr8:84060802-84070928	264
1500015A07Rik	NR_029432	chr18:61774485-61790238	265
Grpel2	NM_021296	chr18:61774485-61790238	265
Cdc42	NM_001243769	chr4:137367522-137376389	265
Gm13011	NM_001126318	chr4:137367522-137376389	265
Plekhh2	NM_177606	chr17:84603228-84616073	267
Dync2li1	NM_172256	chr17:84603228-84616073	267
Dnajc18	NM_029669	chr18:35675490-35684631	268
Ecscr	NM_001033141	chr18:35675490-35684631	268
Mzb1	NM_027222	chr18:35675490-35684631	268
Spata24	NM_029485	chr18:35675490-35684631	268
Slc23a1	NM_011397	chr18:35675490-35684631	268
1700066B19Rik	NM_001033168	chr18:35675490-35684631	268
Prob1	NM_001270646	chr18:35675490-35684631	268
Ddx60	NM_001081215	chr8:61908413-61921971	272
Palld	NM_001081390	chr8:61908413-61921971	272
Zfp706	NM_026521	chr15:36987279-36999945	273
Ttc7	NM_028639	chr17:87309143-87317712	277
4833418N02Rik	NR_015506	chr17:87309143-87317712	277
Mcfd2	NM_139295	chr17:87309143-87317712	277
Ncs1	NM_019681	chr2:31256095-31263314	278
Cdkal1	NM_144536	chr13:29637842-29660969	279
Gpt2	NM_173866	chr8:85501187-85505100	280
Ywhag	NM_018871	chr5:135907357-135914469	281
Hspb1	NM_013560	chr5:135907357-135914469	281
Igf2bp2	NM_183029	chr16:22108262-22119131	284
Wdr1	NM_011715	chr5:38541737-38549941	285
Slc2a9	NM_145559	chr5:38541737-38549941	285
Fam49b	NM_144846	chr15:63957553-63960898,chr15:64105901-64123221	429,288
Asap1	NM_001276463	chr15:64105901-64123221	288
Mdga1	NM_001081160	chr17:29819108-29829282	288
Sesn1	NM_001162908	chr10:41817059-41830740	289
Cep57l1	NM_026643	chr10:41817059-41830740	289
Otud4	NM_001256033	chr8:79600521-79613194	290
Smad3	NM_016769	chr9:63726738-63737734	290
Fos	NM_010234	chr12:85436183-85455680	291
Arid5b	NM_023598	chr10:68090292-68103054	293
Tmigd1	NM_025655	chr11:76849887-76857328	294
Cpd	NM_007754	chr11:76849887-76857328	294
Ppp2r4	NM_138748	chr2:30447707-30464093	295
Crat	NM_007760	chr2:30447707-30464093	295
Ier5l	NM_030244	chr2:30447707-30464093	295
Sspn	NM_010656	chr6:145968954-145978050	297
Ccdc121	NM_207280	chr1:181550035-181559877	299
Nfkb1	NM_008689	chr3:135629105-135646863	299
Ranbp9	NM_019930	chr13:43524068-43531587	300
Mcur1	NM_001081059	chr13:43524068-43531587	300
Dhcr24	NM_053272	chr4:106571258-106581685	302
Ttc22	NM_177667	chr4:106571258-106581685	302
BC055111	NM_183182	chr4:106571258-106581685	302
Cap2	NM_026056	chr13:46488501-46497564	304
Unc5cl	NM_152823	chr17:48436510-48445650	306
Nfya	NM_001110832	chr17:48436510-48445650	306
Tspo2	NM_027292	chr17:48436510-48445650	306
Apobec2	NM_009694	chr17:48436510-48445650	306
Oard1	NM_207219	chr17:48436510-48445650	306
Fgfr1	NM_010206	chr8:25543292-25555032	307
Whsc1l1	NM_001001735	chr8:25543292-25555032	307
Letm2	NM_173012	chr8:25543292-25555032	307
Mir1195	NR_035427	chr16:30397111-30400872,chr16:30416506-30427248,chr16:31198434-31210341,chr16:31287833-31291155	434,310,687,555
Atp13a3	NM_001128094	chr16:30397111-30400872,chr16:30416506-30427248	434,310
Xpo6	NM_028816	chr7:126236314-126251997	310
Sbk1	NM_145587	chr7:126236314-126251997	310
Mreg	NM_001005423	chr1:72197133-72215001	312
Osbpl2	NM_144500	chr2:180115448-180126500	312
Gtpbp5	NM_028422	chr2:180115448-180126500	312
Adrm1	NM_019822	chr2:180115448-180126500	312
Hrh3	NR_102309	chr2:180115448-180126500	312
Atg7	NM_001253718	chr6:114833151-114839146	313
1700122O11Rik	NM_029689	chr17:48001290-48024401	314
Reep5	NM_007874	chr18:34368666-34383086	316
Srp19	NM_025527	chr18:34368666-34383086	316
Pkd2l2	NM_001163004	chr18:34368666-34383086	316
Mms19	NM_028152	chr19:41935990-41948119	317
Zdhhc16	NM_023740	chr19:41935990-41948119	317
Exosc1	NM_025644	chr19:41935990-41948119	317
Rrp12	NM_199447	chr19:41935990-41948119	317
Ubtd1	NM_145500	chr19:41935990-41948119	317
Pgam1	NM_023418	chr19:41935990-41948119	317
Cxcr6	NM_030712	chr9:123809766-123818895,chr9:123754440-123763170	614,318
Ccr9	NM_001166625	chr9:123754440-123763170,chr9:123809766-123818895	614,318
Fyco1	NM_001110253	chr9:123809766-123818895	318
Xcr1	NM_011798	chr9:123809766-123818895	318
Klhdc10	NM_029742	chr6:30355745-30360399	320
Zc3hc1	NM_172735	chr6:30355745-30360399	320
Tanc1	NM_198294	chr2:59769139-59783649,chr2:59826823-59831157	322,690
Magi1	NM_010367	chr6:94236769-94241568	324
Pde5a	NM_153422	chr3:122695973-122704971	325
Sh3tc2	NM_172628	chr18:62009099-62017611	326
Mapk15	NM_177922	chr15:76021119-76030256	327
Fam83h	NM_134087	chr15:76021119-76030256	327
Ccdc166	NM_146059	chr15:76021119-76030256	327
Scrib	NM_134089	chr15:76021119-76030256	327
Zcchc10	NM_026479	chr11:53306896-53309231	328
Aff4	NM_033565	chr11:53306896-53309231	328
Hspa4	NM_008300	chr11:53306896-53309231	328
Brf1	NM_028193	chr12:112981915-112985283	332
Btbd6	NM_201646	chr12:112981915-112985283	332
Nudt14	NM_025399	chr12:112981915-112985283	332
Pacs2	NM_001081170	chr12:112981915-112985283	332
Msn	NM_010833	chrX:96122024-96127002	334
Plac1	NM_019538	chrX:53162735-53180181	337
Reep1	NM_178608	chr6:71753393-71757890	339
Tbx15	NM_009323	chr3:99290345-99297465	341
2010111I01Rik	NM_028079	chr13:63153171-63156534	343
Trim63	NM_001039048	chr4:134307572-134319987,chr4:134351986-134356503	345,879
Slc30a2	NM_001039677	chr4:134351986-134356503,chr4:134307572-134319987	345,879
Pdik1l	NM_146156	chr4:134307572-134319987	345
Dgkd	NM_177646	chr1:87856842-87866941	347
Celf6	NM_175235	chr9:59528011-59534343	355
Hexa	NM_010421	chr9:59528011-59534343	355
Gm20199	NR_045640	chr9:59528011-59534343	355
Arih1	NM_019927	chr9:59528011-59534343	355
Tmem202	NM_178388	chr9:59528011-59534343	355
Csnk1e	NM_013767	chr15:79406637-79418996	356
Tmem184b	NM_001253817	chr15:79406637-79418996	356
Mir1943	NR_035464	chr15:79406637-79418996	356
Ssr3	NM_026155	chr3:65435208-65443936	356
Fam220a	NM_133703	chr5:143553989-143562129	357
Rac1	NM_009007	chr5:143553989-143562129	357
Clmn	NM_001040682	chr12:104904154-104917618	358
Vmp1	NM_029478	chr11:86603743-86612225	359
Mir21	NR_029738	chr11:86603743-86612225	359
Baalc	NM_080640	chr15:38907386-38920056	360
Ctbp1	NM_001198861	chr5:33237695-33245987	361
Spon2	NM_133903	chr5:33237695-33245987	361
Acsl6	NM_001033599	chr11:54331858-54336508,chr11:54351832-54353395	362,619
4930404A10Rik	NM_029105	chr11:54331858-54336508,chr11:54351832-54353395	362,619
Arhgef7	NM_001113517	chr8:11749639-11771853	363
Fhod3	NM_175276	chr18:24807100-24819635	366
Ptprm	NM_008984	chr17:67150559-67171643	370
Spo11	NM_001083960	chr2:173025037-173029489	371
Apbb2	NM_001201415	chr5:66547026-66550608,chr5:66583105-66594651	371,768
Smyd4	NM_001102611	chr11:75395665-75402499	372
Serpinf2	NM_008878	chr11:75395665-75402499	372
Rpa1	NM_026653	chr11:75395665-75402499	372
Serpinf1	NM_011340	chr11:75395665-75402499	372
Wwtr1	NM_001168281	chr3:57527311-57536053	372
Pitpna	NM_008850	chr11:75620497-75624519	374
Myo1c	NM_008659	chr11:75620497-75624519	374
Inpp5k	NM_008916	chr11:75620497-75624519	374
Zdhhc19	NM_199309	chr16:32520525-32527275	375
Slc51a	NM_145932	chr16:32520525-32527275	375
Abra	NM_175456	chr15:41908751-41917074	376
Ttc9	NM_001033149	chr12:81668618-81680409	377
Mtmr7	NM_001040699	chr8:40647559-40655661	380
Adam24	NM_010086	chr8:40647559-40655661	380
Cdh13	NM_019707	chr8:118286665-118290613,chr8:118378941-118389775	381,824
Specc1l	NM_153406	chr10:75303314-75314510	386
Adora2a	NM_009630	chr10:75303314-75314510	386
Gm5779	NR_033602	chr10:75303314-75314510	386
Ces5a	NM_001003951	chr8:93569397-93570475	386
Ank3	NM_170689	chr10:69611441-69629071,chr10:69914005-69917329	627,387
Plek2	NM_013738	chr12:78952085-78959173	388
Tmem229b	NM_178745	chr12:78952085-78959173,chr12:79044695-79055497	388,579
Ptprs	NM_011218	chr17:56459065-56469153	390
Znrf4	NM_011483	chr17:56459065-56469153	390
4930481A15Rik	NR_015545	chr19:5412033-5430687	393
AI837181	NM_001256515	chr19:5412033-5430687	393
Drap1	NM_024176	chr19:5412033-5430687	393
Fosl1	NM_010235	chr19:5412033-5430687	393
Ctsw	NM_009985	chr19:5412033-5430687	393
Banf1	NM_001038231	chr19:5412033-5430687	393
Fibp	NM_001253832	chr19:5412033-5430687	393
Efemp2	NM_021474	chr19:5412033-5430687	393
D330050I16Rik	NR_033224	chr19:5412033-5430687	393
Ccdc85b	NM_001243307	chr19:5412033-5430687	393
Eif1ad	NM_027236	chr19:5412033-5430687	393
Sart1	NM_016882	chr19:5412033-5430687	393
Mboat1	NM_153546	chr13:30230055-30242656	394
Ttc3	NM_009441	chr16:94467888-94472758	394
Wwp2	NM_025830	chr8:107499073-107503544	395
Mir140	NR_029553	chr8:107499073-107503544	395
Pkm	NM_011099	chr9:59660486-59673682	397
Parp6	NR_038074	chr9:59660486-59673682	397
Gramd2	NM_001033498	chr9:59660486-59673682	397
Tmem212	NM_001164437	chr3:27899376-27906953	402
Pld1	NM_001164056	chr3:27899376-27906953	402
Glipr1	NM_028608	chr10:111929000-111949262	403
Krr1	NM_178610	chr10:111929000-111949262	403
D930015E06Rik	NM_172681	chr3:83954027-83970881	403
Brd3	NM_023336	chr2:27436433-27446079,chr2:27459865-27471564	405,427
Vav2	NM_009500	chr2:27436433-27446079,chr2:27459865-27471564	405,427
Dnahc5	NM_133365	chr15:28158741-28162820	407
Rab33b	NM_016858	chr3:51481191-51493806	409
Zfp532	NM_207255	chr18:65565708-65572470	410
Grip2	NM_001159507	chr6:91785060-91797006	410
Mir343	NR_030759	chr7:19332049-19342426	411
Ercc2	NM_007949	chr7:19332049-19342426	411
Ppp1r13l	NM_001010836	chr7:19332049-19342426	411
Cd3eap	NM_145822	chr7:19332049-19342426	411
Rtn2	NM_001025364	chr7:19332049-19342426	411
Fosb	NM_008036	chr7:19332049-19342426	411
Ercc1	NM_001127324	chr7:19332049-19342426	411
Snx29	NM_028964	chr16:11461747-11469154,chr16:11507328-11527244,chr16:11612700-11629396	524,412,418
Atp8b1	NM_001001488	chr18:64699879-64721510	413
Gpr107	NM_178760	chr2:31189690-31191941	414
Fnbp1	NM_001177648	chr2:31189690-31191941	414
D330023K18Rik	NR_040334	chr2:31189690-31191941	414
Eif4g3	NM_001256198	chr4:138063512-138078274	415
Kidins220	NM_001081378	chr12:24963367-24971156	416
A530058N18Rik	NR_028423	chr2:113971623-113985250,chr2:114057498-114060460	418,561
Gjd2	NM_010290	chr2:113971623-113985250,chr2:114057498-114060460	418,561
Best1	NM_011913	chr19:9987369-9998043	422
Rab3il1	NM_144538	chr19:9987369-9998043	422
Fth1	NM_010239	chr19:9987369-9998043	422
Fads3	NM_021890	chr19:9987369-9998043	422
Cdc45	NM_009862	chr16:18751367-18774235	424
Ufd1l	NM_011672	chr16:18751367-18774235	424
Cldn5	NM_013805	chr16:18751367-18774235	424
Gm4262	NR_040518	chr16:11012755-11025175	425
Litaf	NM_019980	chr16:11012755-11025175	425
Snn	NM_009223	chr16:11012755-11025175	425
Mical3	NM_001270475	chr6:120955454-120964491	425
Bid	NM_007544	chr6:120955454-120964491	425
Lrrfip1	NM_008515	chr1:91095395-91099134	426
Rbm44	NM_001033408	chr1:91095395-91099134	426
Agmat	NM_001081408	chr4:141738133-141751613	426
Dnajc16	NM_172338	chr4:141738133-141751613	426
Casp9	NM_015733	chr4:141738133-141751613	426
Ddi2	NM_001017966	chr4:141738133-141751613	426
Dtna	NM_207650	chr18:23511692-23517191	427
Wdr5	NM_080848	chr2:27459865-27471564	427
Phf17	NM_001130185	chr3:41574856-41589895	428
Gsdmcl-ps	NR_029414	chr15:63957553-63960898	429
Gsdmc4	NM_028992	chr15:63957553-63960898	429
Pdlim3	NM_016798	chr8:45915031-45917821,chr8:45872131-45878032	429,505
Fmn1	NM_010230	chr2:113618428-113623363	431
Wbp2	NM_016852	chr11:116100422-116104367	435
Trim65	NM_178802	chr11:116100422-116104367	435
Unc13d	NM_001009573	chr11:116100422-116104367	435
Mrpl38	NM_024177	chr11:116100422-116104367	435
Trim47	NM_001205081	chr11:116100422-116104367	435
Fam211a	NM_198861	chr11:62637001-62642229	436
Snord65	NR_028541	chr11:62637001-62642229	436
Snord49a	NR_028550	chr11:62637001-62642229	436
Mmgt2	NM_175002	chr11:62637001-62642229	436
2410006H16Rik	NR_030738	chr11:62637001-62642229	436
Snord49b	NR_028526	chr11:62637001-62642229	436
Rheb	NM_053075	chr5:24817181-24825666	438
Dok7	NM_172708	chr5:35060261-35074231	439
Mir3097	NR_037280	chr5:35060261-35074231	439
Hgfac	NM_019447	chr5:35060261-35074231	439
Lrpap1	NM_013587	chr5:35060261-35074231	439
Rnf122	NM_175136	chr8:31117508-31121574	439
Mak16	NM_026453	chr8:31117508-31121574	439
Dusp26	NM_025869	chr8:31117508-31121574	439
Mir1186	NR_035414	chr8:31117508-31121574	439
Tti2	NM_001199988	chr8:31117508-31121574	439
Gfra2	NM_008115	chr14:70930733-70934837	440
Mir208b	NR_030607	chr14:54997415-55005760	441
D830015G02Rik	NR_033497	chr14:54997415-55005760	441
Myh7	NM_080728	chr14:54997415-55005760	441
Mir208a	NR_029724	chr14:54997415-55005760	441
Ngdn	NM_026890	chr14:54997415-55005760	441
Gm10364	NR_073535	chr14:54997415-55005760	441
Myh6	NM_010856	chr14:54997415-55005760	441
Lpp	NM_001145952	chr16:24561584-24569937	443
A730098P11Rik	NR_038091	chr16:24561584-24569937	443
Sgms1	NM_001168525	chr19:32169689-32179745,chr19:32326723-32341373	444,587
Abtb2	NM_178890	chr2:103662203-103670496	445
Gng12	NM_001177558	chr6:66977417-66987933,chr6:67014751-67019320	495,445
E230016M11Rik	NR_040278	chr6:66977417-66987933,chr6:67014751-67019320	495,445
Gadd45a	NM_007836	chr6:66977417-66987933,chr6:67014751-67019320	495,445
Azin1	NM_001102458	chr15:38542772-38544396	446
Popdc3	NM_024286	chr10:45262378-45276741	447
Bbs9	NM_178415	chr9:22765683-22786712	447
4921531C22Rik	NR_033782	chr2:179972952-179985000	448
Taf4a	NM_001081092	chr2:179972952-179985000	448
Lsm14b	NM_177727	chr2:179972952-179985000	448
Guk1	NM_008193	chr11:59138672-59149659	449
Iba57	NM_001270791	chr11:59138672-59149659	449
Obscn	NM_001171512	chr11:59138672-59149659	449
Gjc2	NM_175452	chr11:59138672-59149659	449
Stmnd1	NM_001005422	chr13:46282700-46286124	450
Lox	NM_010728	chr18:52558755-52571226	451
Zfp474	NM_025749	chr18:52558755-52571226	451
Nfe2l1	NM_008686	chr11:96837278-96840660	452
