GENE_NAME	REFSEQ_ID	PROXIMAL_ENHANCERS	ENHANCER_RANKS
Mylk2	NM_001081044	chr2:152903634-152927791	29
Ttll9	NM_001083618	chr2:152903634-152927791	29
Foxs1	NM_010226	chr2:152903634-152927791	29
Dusp15	NM_145744	chr2:152903634-152927791	29
Msi2	NM_054043	chr11:88551112-88559770,chr11:88599490-88605537	30,46
Gsto2	NM_030051	chr19:47882628-47892260	30
Itprip	NM_001001738	chr19:47882628-47892260	30
Wdr96	NM_027559	chr19:47882628-47892260	30
Gsto1	NM_010362	chr19:47882628-47892260	30
Ccdc147	NM_001163267	chr19:47882628-47892260	30
Sept11	NM_001009818	chr5:93126914-93133980	30
Plxna1	NM_008881	chr6:89345075-89348110	31
Prrc2b	NM_172661	chr2:32167996-32174532	35
Ppfibp1	NM_001170433	chr6:146908940-146918709,chr6:146950222-146959985	36,218
1700034J05Rik	NM_001164236	chr6:146950222-146959985,chr6:146908940-146918709	36,218
Lmnb2	NM_010722	chr10:80914252-80922239	37
Timm13	NM_013895	chr10:80914252-80922239	37
Gadd45b	NM_008655	chr10:80914252-80922239	37
Tmprss9	NM_001081688	chr10:80914252-80922239	37
Megf10	NM_001001979	chr18:57199018-57208813,chr18:57259075-57271174	185,38
Kcnc1	NM_001112739	chr7:46341525-46353415	38
Myod1	NM_010866	chr7:46341525-46353415	38
Coro1c	NM_011779	chr5:113872998-113874299	41
Selplg	NM_009151	chr5:113872998-113874299	41
Smad3	NM_016769	chr9:63657181-63665588	42
Pacsin2	NM_011862	chr15:83469574-83481548	43
Bik	NM_007546	chr15:83469574-83481548,chr15:83567837-83575488	43,198
Ttll1	NM_178869	chr15:83469574-83481548	43
Tjap1	NM_001252473	chr17:46266324-46278232,chr17:46266324-46278232	44,44
Lrrc73	NM_001111142	chr17:46266324-46278232,chr17:46266324-46278232	44,44
Abcc10	NM_145140	chr17:46266324-46278232,chr17:46266324-46278232	44,44
Mir693	NR_030466	chr17:46266324-46278232,chr17:46266324-46278232	44,44
Dlk2	NM_207666	chr17:46266324-46278232,chr17:46266324-46278232	44,44
Polr1c	NM_009085	chr17:46266324-46278232,chr17:46266324-46278232	44,44
Yipf3	NM_145353	chr17:46266324-46278232,chr17:46266324-46278232	44,44
Rapgef1	NM_054050	chr2:29691716-29717098	45
Gm13547	NM_001177392	chr2:29691716-29717098	45
Mir1195	NR_035427	chr16:30500321-30518192	46
Tmem44	NM_172614	chr16:30500321-30518192	46
Fmnl3	NM_011711	chr15:99327069-99352632	47
Prpf40b	NM_018786	chr15:99327069-99352632	47
Tmbim6	NM_026669	chr15:99327069-99352632	47
Fam186b	NM_001081254	chr15:99327069-99352632	47
Jph2	NM_001205076	chr2:163345051-163347723	49
Rasa4	NM_133914	chr5:136092074-136095345	51
Alkbh4	NM_028070	chr5:136092074-136095345	51
Lrwd1	NM_027891	chr5:136092074-136095345	51
Polr2j	NM_011293	chr5:136092074-136095345	51
Upk3bl	NM_027158	chr5:136092074-136095345	51
Pdgfb	NM_011057	chr15:80024326-80037852	52
Snord43	NR_028281	chr15:80024326-80037852	52
Rpl3	NM_013762	chr15:80024326-80037852	52
Snord83b	NR_028282	chr15:80024326-80037852	52
Npas2	NM_008719	chr1:39272985-39282068	54
Rin3	NM_001161365	chr12:102286755-102295578	54
Synpo	NM_001109975	chr18:60604534-60618766	55
Myoz3	NM_133363	chr18:60604534-60618766	55
Rbm22	NM_025776	chr18:60604534-60618766	55
G630071F17Rik	NR_045401	chr18:60604534-60618766	55
Rbm20	NM_001170847	chr19:53731774-53738976	56
Micu1	NM_144822	chr10:59813008-59821434,chr10:59813008-59821434	58,58
March8	NM_027920	chr6:116406271-116408261	60
Bc1	NR_038088	chr10:80159876-80161822	61
Cirbp	NM_007705	chr10:80159876-80161822	61
Midn	NM_021565	chr10:80159876-80161822	61
Dos	NR_036582	chr10:80159876-80161822	61
Efna2	NM_007909	chr10:80159876-80161822	61
Atp5d	NM_025313	chr10:80159876-80161822	61
Stk11	NM_011492	chr10:80159876-80161822	61
1600002K03Rik	NM_027207	chr10:80159876-80161822	61
Popdc2	NM_022318	chr16:38368424-38370972,chr16:38389424-38392139	65,336
Maats1	NM_001081025	chr16:38368424-38370972,chr16:38389424-38392139	65,336
Cox17	NM_001017429	chr16:38368424-38370972,chr16:38389424-38392139	65,336
Lman1l	NM_199222	chr9:57610504-57626515	67
Csk	NM_007783	chr9:57610504-57626515	67
Cplx3	NM_146223	chr9:57610504-57626515	67
Scamp2	NM_022813	chr9:57610504-57626515	67
Ulk3	NM_027895	chr9:57610504-57626515	67
Sdccag8	NM_029756	chr1:177011801-177014680	69
Slc25a51	NM_001009949	chr4:45455057-45475209	69
Sorcs2	NM_030889	chr5:36069638-36070276,chr5:36367420-36378273	76,71
Itgb6	NM_001159564	chr2:60688948-60694901	72
Schip1	NM_013928	chr3:68597093-68610180	72
Gm21949	NM_001113419	chr3:68597093-68610180	72
Fgfr4	NM_008011	chr13:55169209-55171819,chr13:55174634-55174790	73,478
Nsd1	NM_008739	chr13:55169209-55171819,chr13:55174634-55174790	73,478
Cyb5r3	NM_029787	chr15:83156894-83167112	73
Rnu12	NR_004432	chr15:83156894-83167112	73
Poldip3	NM_178627	chr15:83156894-83167112	73
Rrp7a	NM_029101	chr15:83156894-83167112	73
Ttll11	NM_029774	chr2:35889848-35906605	73
Phlda3	NM_013750	chr1:135759845-135771892	80
Csrp1	NM_007791	chr1:135759845-135771892	80
Lad1	NM_133664	chr1:135759845-135771892	80
Tnni1	NM_001112702	chr1:135759845-135771892	80
Ap1b1	NM_007454	chr11:5009854-5016542	82
Rasl10a	NM_145216	chr11:5009854-5016542	82
Gas2l1	NM_144560	chr11:5009854-5016542	82
Slco3a1	NM_001038643	chr7:74448907-74459483	88
Osgin1	NM_027950	chr8:119422161-119429024	94
Necab2	NM_054095	chr8:119422161-119429024	94
Mlycd	NM_019966	chr8:119422161-119429024	94
Iqca	NM_029122	chr1:90162529-90164684	95
Cxcr7	NM_007722	chr1:90162529-90164684	95
Cux1	NM_009986	chr5:136514229-136529247	95
Notch2	NM_010928	chr3:98017017-98024506	97
Ppp1r13b	NM_011625	chr12:111851768-111864717	98
Zfyve21	NM_026752	chr12:111851768-111864717	98
Xrcc3	NM_028875	chr12:111851768-111864717	98
Col4a2	NM_009932	chr8:11363361-11387442	99
1700027A15Rik	NR_038001	chr1:72966431-72969679	101
Tnp1	NM_009407	chr1:72966431-72969679	101
Sh3pxd2a	NM_001164717	chr19:47396178-47404455,chr19:47442100-47442217	103,403
Gm4285	NR_045294	chr14:75829970-75835293	106
Slc25a30	NM_026232	chr14:75829970-75835293	106
Snora31	NR_028481	chr14:75829970-75835293	106
Tpt1	NM_009429	chr14:75829970-75835293	106
Ankrd33b	NM_026153	chr15:31337261-31352030	109
2010111I01Rik	NM_028079	chr13:63113142-63136280,chr13:63113142-63136280	111,111
Tab1	NM_025609	chr15:80159204-80160509	112
Mgat3	NM_010795	chr15:80159204-80160509	112
Rgs12	NM_173402	chr5:34988856-34989631	112
Mir3097	NR_037280	chr5:34988856-34989631	112
Foxk1	NM_199068	chr5:142414133-142423590	115
Ap5z1	NM_172725	chr5:142414133-142423590	115
Snai1	NM_011427	chr2:167543384-167553100	126
4930488B22Rik	NR_040627	chr1:184663583-184668353	129
Mrps27	NM_173757	chr13:99373061-99399134,chr13:99373061-99399134	130,130
Ptcd2	NM_026873	chr13:99373061-99399134,chr13:99373061-99399134	130,130
6430562O15Rik	NR_015515	chr13:99373061-99399134,chr13:99373061-99399134	130,130
Exog	NM_001172136	chr9:119473653-119479655	134
Chit1	NM_027979	chr1:134091815-134099639	136
Btg2	NM_007570	chr1:134091815-134099639	136
Tmod1	NM_021883	chr4:46085456-46088208	137
Man1c1	NM_207237	chr4:134624160-134639673	137
D5Ertd579e	NM_001081232	chr5:36713031-36724704	143
Bloc1s4	NM_133724	chr5:36713031-36724704	143
Hecw2	NM_001001883	chr1:53834268-53846805	144
Stk17b	NM_133810	chr1:53834268-53846805	144
Cdh2	NM_007664	chr18:16734758-16741126	147
Prss48	NM_001001650	chr3:85952743-85956219	157
Capzb	NM_001271405	chr4:139203273-139218846	160
Gm16287	NR_033543	chr4:139203273-139218846	160
Arhgef10	NM_172751	chr8:14991766-14996384	164
Kbtbd11	NM_029116	chr8:14991766-14996384	164
BB014433	NR_037972	chr8:14991766-14996384	164
Gsn	NM_001206368	chr2:35269162-35278054	168
4933422A05Rik	NR_040715	chr9:35324668-35341118	169
Traf2	NM_009422	chr2:25534181-25551403	171
Lcn12	NM_029958	chr2:25534181-25551403	171
Gm996	NM_001005424	chr2:25534181-25551403	171
Mamdc4	NM_001081199	chr2:25534181-25551403	171
C8g	NM_001271777	chr2:25534181-25551403	171
Fbxw5	NM_013908	chr2:25534181-25551403	171
Phpt1	NM_029293	chr2:25534181-25551403	171
Edf1	NM_021519	chr2:25534181-25551403	171
1700112E06Rik	NM_028275	chr14:22622260-22651450	193
Tcf7l2	NM_009333	chr19:55747422-55749859	195
4930552P12Rik	NR_045318	chr19:55747422-55749859	195
Gm5468	NR_027376	chr15:25449112-25462498	196
Basp1	NM_027395	chr15:25449112-25462498	196
Ttll12	NM_183017	chr15:83567837-83575488	198
Tspo	NM_009775	chr15:83567837-83575488	198
Mcat	NM_001030014	chr15:83567837-83575488	198
Sil1	NM_030749	chr18:35299354-35313012	200
Nuak1	NM_001004363	chr10:84392199-84409738	204
Mtss1	NM_001146180	chr15:58975835-58982168,chr15:59066148-59076125	309,206
1600029D21Rik	NM_029639	chr9:50442266-50447814	207
Camk2g	NM_178597	chr14:20780204-20791553	214
Plau	NM_008873	chr14:20780204-20791553	214
Ndst2	NM_010811	chr14:20780204-20791553	214
Ier5	NM_010500	chr1:155049062-155056469	215
1700123M08Rik	NR_040577	chr4:12006826-12017422	216
Pdp1	NM_001098230	chr4:12006826-12017422	216
Arid5b	NM_023598	chr10:68143933-68158294	220
Slc6a6	NM_009320	chr6:91638484-91647826	220
Tmem230	NM_001141971	chr2:132206398-132212683	222
Pcna	NM_011045	chr2:132206398-132212683	222
Capn8	NM_001145806	chr1:182520357-182520670	224
Capn2	NM_009794	chr1:182520357-182520670	224
Micu2	NM_028643	chr14:57972715-57982103	225
Popdc3	NM_024286	chr10:45299556-45315141	235
Bves	NM_024285	chr10:45299556-45315141	235
4933440J02Rik	NR_045344	chr10:111568271-111571196	237
1700029F12Rik	NM_001080777	chr13:96996958-97010604	244
Parvb	NM_133167	chr15:84269053-84281322	248
Parvg	NM_001162500	chr15:84269053-84281322	248
Bicd2	NM_001039179	chr13:49316619-49322572	249
Fgd3	NM_015759	chr13:49316619-49322572	249
Ptpn3	NM_011207	chr4:57275268-57308829	261
Rbfox2	NM_001110828	chr15:77149654-77161756	265
Zc3h3	NM_172121	chr15:75829675-75835680	266
Gsdmd	NM_026960	chr15:75829675-75835680	266
Arhgef10l	NM_172415	chr4:140634975-140636980	266
Ezr	NM_009510	chr17:6827330-6835666	267
Tns1	NM_027884	chr1:73956444-73963382	284
Dnajb12	NM_019965	chr10:59907882-59909815	297
Ddit4	NM_029083	chr10:59907882-59909815	297
Ano6	NM_001253813	chr15:95909040-95920442	299
Syn3	NM_001164495	chr10:86296325-86303017	306
Timp3	NM_011595	chr10:86296325-86303017	306
Ndufb9	NM_023172	chr15:58975835-58982168	309
Tatdn1	NM_175151	chr15:58975835-58982168	309
Rabgap1l	NM_013862	chr1:160518723-160521414	315
C1ql1	NM_011795	chr11:102984726-102988634	319
2310069B03Rik	NR_040520	chr6:82862235-82872630	322
Pla1a	NM_134102	chr16:38389424-38392139	336
Azin1	NM_001102458	chr15:38471290-38473541	339
Mcl1	NM_008562	chr3:95696150-95707948	353
Ecm1	NM_007899	chr3:95696150-95707948	353
Adamtsl4	NM_144899	chr3:95696150-95707948	353
Tars2	NM_027931	chr3:95696150-95707948	353
Amotl2	NM_019764	chr9:102726314-102731412	355
Gm5627	NR_033301	chr9:102726314-102731412	355
Ahnak	NM_001039959	chr19:9053011-9066171	356
Scgb1a1	NM_011681	chr19:9053011-9066171	356
Cpne2	NM_153507	chr8:94541292-94552071	363
Rspry1	NM_026274	chr8:94541292-94552071	363
Fam192a	NM_028221	chr8:94541292-94552071	363
Ggta1	NM_010283	chr2:35495577-35502849	369
Nt5c2	NM_001164363	chr19:46927520-46943307	373
Tspan9	NM_175414	chr6:128006615-128006752	380
Lrch1	NM_001252132	chr14:74882241-74884463	422
Ttc7b	NM_001033213	chr12:100420988-100425082	518
Fam134b	NM_001034851	chr15:25956637-25957019	526
Zfp622	NM_144523	chr15:25956637-25957019	526
Foxo6	NM_194060	chr4:120249129-120249288	533
