#MyoD_MB_peaks Enhancers
#Created from ROSE_MyoD_1906250715/MyoD_MB_peaks_12KB_STITCHED_TSS_DISTAL_ENHANCER_REGION_MAP.txt
#Ranked by myobH3K27ac.bam
#Using cutoff of 1246.5214 for Super-Enhancers
#Created on Jun 25 2019 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	myobH3K27ac.bam	Input_MB.bam	enhancerRank	isSuper
2_MyoD_MB_peak_56_lociStitched	chr1	72966431	72969679	2	408	2356.424	530.0736	101	1
2_MyoD_MB_peak_92_lociStitched	chr1	91947576	91956649	2	391	3144.7018	1399.9639	102	1
1_MyoD_MB_peak_2312_lociStitched	chr8	84981172	84981355	1	184	1768.9878	44.1762	103	1
2_MyoD_MB_peak_550_lociStitched	chr12	55466492	55467104	2	281	1702.0332	141.6168	104	1
2_MyoD_MB_peak_1451_lociStitched	chr2	92004759	92007267	2	237	1848.8976	308.2332	105	1
1_MyoD_MB_peak_269_lociStitched	chr10	80161573	80161822	1	250	1505.6034	53.6595	106	1
2_MyoD_MB_peak_1595_lociStitched	chr3	58312745	58321050	2	268	2694.9725	1244.9195	107	1
2_MyoD_MB_peak_1777_lociStitched	chr4	117317844	117318809	2	360	1551.334	118.4055	108	1
2_MyoD_MB_peak_2664_lociStitched	chrX	103509610	103519841	2	297	2468.7403	1046.6313	109	1
2_MyoD_MB_peak_1234_lociStitched	chr18	47166372	47170218	2	329	1848.7722	510.3642	110	1
2_MyoD_MB_peak_835_lociStitched	chr14	74882852	74884463	2	392	1611.9666	273.87	111	1
2_MyoD_MB_peak_1884_lociStitched	chr5	34988856	34989631	2	348	1491.1	154.07	112	1
1_MyoD_MB_peak_503_lociStitched	chr11	117317920	117318109	1	190	1326.7422	40.068	113	1
2_MyoD_MB_peak_1373_lociStitched	chr2	13410245	13413659	2	224	1765.038	488.202	114	1
1_MyoD_MB_peak_2071_lociStitched	chr6	91620505	91620707	1	203	1317.444	43.834	115	1
