#Pbx1mb_peaks Enhancers
#Created from DYSE_OUT_1906180740_1/ROSE_OUTPUT/Pbx1mb_peaks/Pbx1mb_peaks_12KB_STITCHED_TSS_DISTAL_ENHANCER_REGION_MAP.txt
#Ranked by myobH3K27ac.bam
#Using cutoff of 5910.7248 for Super-Enhancers
#Created on Jun 18 2019 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	myobH3K27ac.bam	Input_MB.bam	enhancerRank	isSuper
4_Pbx1mb_peak_17262_lociStitched	chr8	84778538	84786832	4	1363	38293.398	1479.6496	18	1
10_Pbx1mb_peak_8196_lociStitched	chr17	70706928	70756040	10	3416	43493.5872	6865.8576	19	1
4_Pbx1mb_peak_6363_lociStitched	chr15	77876081	77888628	4	1151	38677.3822	2513.1641	20	1
9_Pbx1mb_peak_8974_lociStitched	chr18	75363079	75392754	9	3163	39316.4075	3264.25	21	1
4_Pbx1mb_peak_6390_lociStitched	chr15	78834252	78852085	4	1347	38463.9977	2548.3357	22	1
4_Pbx1mb_peak_13314_lociStitched	chr4	137485622	137501243	4	1358	37543.5114	1829.2191	23	1
5_Pbx1mb_peak_3415_lociStitched	chr12	104992336	105026676	5	1364	40174.366	5075.452	24	1
7_Pbx1mb_peak_12526_lociStitched	chr4	45489372	45514303	7	2705	37693.1789	2949.3373	25	1
4_Pbx1mb_peak_6713_lociStitched	chr15	99584861	99596259	4	1552	36376.717	2053.9196	26	1
4_Pbx1mb_peak_1973_lociStitched	chr10	60813597	60822911	4	1045	34920.0488	1548.9182	27	1
5_Pbx1mb_peak_4894_lociStitched	chr14	31659682	31669527	5	1847	35048.2	1713.03	28	1
6_Pbx1mb_peak_10855_lociStitched	chr2	152903634	152927791	6	1805	36211.343	2951.9854	29	1
4_Pbx1mb_peak_9518_lociStitched	chr19	47882628	47902720	4	1614	34291.0164	2857.0824	30	1
5_Pbx1mb_peak_9815_lociStitched	chr2	27772089	27786392	5	1244	33191.5418	2311.3648	31	1
6_Pbx1mb_peak_12024_lociStitched	chr3	122497945	122521542	6	1176	33189.1805	3374.371	32	1
5_Pbx1mb_peak_4070_lociStitched	chr13	51962729	51975536	5	1625	31716.5355	2088.8217	33	1
5_Pbx1mb_peak_7424_lociStitched	chr16	92608289	92631893	5	1619	32741.1084	3391.8948	34	1
7_Pbx1mb_peak_14313_lociStitched	chr5	125244834	125274117	7	2105	32770.6053	3929.7786	35	1
5_Pbx1mb_peak_836_lociStitched	chr1	132335436	132356145	5	1049	32175.5733	3350.7162	36	1
5_Pbx1mb_peak_8358_lociStitched	chr17	84070528	84086093	5	2335	31133.113	2558.886	37	1
3_Pbx1mb_peak_3232_lociStitched	chr12	84784587	84794932	3	878	29614.6315	1759.6845	38	1
6_Pbx1mb_peak_12676_lociStitched	chr4	59314965	59332015	6	2222	30645.67	2920.665	39	1
8_Pbx1mb_peak_9964_lociStitched	chr2	36222422	36279328	8	2567	35964.592	8279.823	40	1
14_Pbx1mb_peak_4169_lociStitched	chr13	60409587	60468489	14	4602	35494.3452	7922.319	41	1
4_Pbx1mb_peak_13492_lociStitched	chr4	155114066	155134380	4	988	29847.3602	2415.3346	42	1
4_Pbx1mb_peak_6501_lociStitched	chr15	83469574	83481548	4	948	28687.3092	2518.1322	43	1
3_Pbx1mb_peak_7995_lociStitched	chr17	46266324	46278232	3	636	27206.2076	2071.992	44	1
4_Pbx1mb_peak_9844_lociStitched	chr2	29691716	29717098	4	1338	27666.38	3271.7398	45	1
4_Pbx1mb_peak_7067_lociStitched	chr16	30500321	30518962	4	960	26688.3197	2432.6505	46	1
5_Pbx1mb_peak_6696_lociStitched	chr15	99327069	99352632	5	1293	28686.7986	4683.1416	47	1
4_Pbx1mb_peak_17276_lociStitched	chr8	84981087	84985757	4	991	24911.181	967.624	48	1
4_Pbx1mb_peak_14464_lociStitched	chr5	142819895	142823965	4	2725	24345.519	475.376	49	1
2_Pbx1mb_peak_16792_lociStitched	chr8	34804252	34815418	2	534	24756.1386	1124.4162	50	1
5_Pbx1mb_peak_5779_lociStitched	chr15	36865335	36894853	5	1172	28788.9054	5552.3358	51	1
3_Pbx1mb_peak_6428_lociStitched	chr15	80024326	80037852	3	1616	24932.4758	2092.4722	52	1
3_Pbx1mb_peak_17717_lociStitched	chr8	121124923	121142668	3	935	24880.2645	2317.497	53	1
3_Pbx1mb_peak_3499_lociStitched	chr12	112796982	112806406	3	845	23130.2656	1174.2304	54	1
4_Pbx1mb_peak_8774_lociStitched	chr18	60604534	60618766	4	1799	23721.8976	1844.4672	55	1
7_Pbx1mb_peak_8010_lociStitched	chr17	46835479	46880274	7	1769	27074.098	5267.892	56	1
4_Pbx1mb_peak_133_lociStitched	chr1	39676435	39699741	4	1079	24695.0376	2908.5888	57	1
4_Pbx1mb_peak_3185_lociStitched	chr12	80208214	80232340	4	1244	24912.5076	3293.199	58	1
10_Pbx1mb_peak_14850_lociStitched	chr6	47650467	47686310	10	5466	37140.5166	15570.1992	59	1
6_Pbx1mb_peak_7079_lociStitched	chr16	31584463	31609410	6	1766	24655.1201	3173.2584	60	1
4_Pbx1mb_peak_2189_lociStitched	chr10	80159876	80165176	4	793	22493.2	1039.33	61	1
2_Pbx1mb_peak_14468_lociStitched	chr5	142902073	142909970	2	865	22566.4672	1193.2367	62	1
6_Pbx1mb_peak_3282_lociStitched	chr12	86787271	86801891	6	1369	23533.814	2239.784	63	1
7_Pbx1mb_peak_10301_lociStitched	chr2	92938036	92958639	7	1807	24008.6759	2736.0784	64	1
3_Pbx1mb_peak_13354_lociStitched	chr4	139598723	139611930	3	1066	22400.3927	1250.7029	65	1
6_Pbx1mb_peak_7544_lociStitched	chr17	5994675	6016590	6	1230	24014.457	3083.4405	66	1
4_Pbx1mb_peak_18257_lociStitched	chr9	57610504	57626515	4	1729	22657.1661	1903.7079	67	1
3_Pbx1mb_peak_14455_lociStitched	chr5	140600022	140611361	3	765	22132.5941	1386.7597	68	1
3_Pbx1mb_peak_12521_lociStitched	chr4	45455057	45475209	3	634	22894.6872	2339.6472	69	1
4_Pbx1mb_peak_14151_lociStitched	chr5	111790675	111810808	4	1242	23372.3997	2836.7397	70	1
5_Pbx1mb_peak_13765_lociStitched	chr5	36367420	36380190	5	1100	22553.097	2075.125	71	1
5_Pbx1mb_peak_2833_lociStitched	chr12	17729696	17757228	5	1119	24112.5256	3672.7688	72	1
2_Pbx1mb_peak_6488_lociStitched	chr15	83156894	83167112	2	682	21862.4328	1560.2886	73	1
3_Pbx1mb_peak_3289_lociStitched	chr12	86826780	86834798	3	833	21632.564	1350.2312	74	1
2_Pbx1mb_peak_8360_lociStitched	chr17	84110128	84116514	2	369	21486.3356	1312.9616	75	1
4_Pbx1mb_peak_13760_lociStitched	chr5	36069638	36085976	4	1473	22487.6232	2471.9394	76	1
5_Pbx1mb_peak_14403_lociStitched	chr5	137061879	137080290	5	1567	21995.6217	2542.5591	77	1
4_Pbx1mb_peak_14497_lociStitched	chr5	144898691	144919380	4	1115	22337.9133	3020.594	78	1
3_Pbx1mb_peak_6761_lociStitched	chr15	101973848	101988437	3	908	21547.953	2335.6989	79	1
2_Pbx1mb_peak_912_lociStitched	chr1	135759845	135771892	2	346	20478.6953	1670.9189	80	1
2_Pbx1mb_peak_7793_lociStitched	chr17	27549398	27562361	2	498	19955.2422	1230.1887	81	1
4_Pbx1mb_peak_5685_lociStitched	chr15	27506436	27537110	4	1225	24275.4036	5555.0614	82	1
4_Pbx1mb_peak_8349_lociStitched	chr17	83983001	83993367	4	1780	20236.5052	1553.8634	83	1
3_Pbx1mb_peak_13268_lociStitched	chr4	135286897	135301609	3	911	20577.6744	1939.0416	84	1
6_Pbx1mb_peak_2621_lociStitched	chr10	120616624	120652978	6	2780	24288.1074	5725.755	85	1
10_Pbx1mb_peak_14858_lociStitched	chr6	47739709	47778233	10	3854	32572.042	14192.2416	86	1
3_Pbx1mb_peak_15778_lociStitched	chr7	24449307	24470685	3	890	20146.6272	1859.886	87	1
3_Pbx1mb_peak_17019_lociStitched	chr8	70447793	70462221	3	863	19897.6548	1666.434	88	1
4_Pbx1mb_peak_831_lociStitched	chr1	132288023	132293128	4	1108	19053.902	867.85	89	1
11_Pbx1mb_peak_11990_lociStitched	chr3	121573824	121617911	11	4353	24530.0068	6370.5715	90	1
3_Pbx1mb_peak_15183_lociStitched	chr6	88961020	88972030	3	911	19837.818	1687.833	91	1
2_Pbx1mb_peak_17191_lociStitched	chr8	83737778	83744330	2	1169	19457.4744	1332.6768	92	1
2_Pbx1mb_peak_2675_lociStitched	chr10	127607021	127616510	2	564	18788.22	1309.482	93	1
2_Pbx1mb_peak_17692_lociStitched	chr8	119422161	119429024	2	506	18158.8117	930.6228	94	1
3_Pbx1mb_peak_668_lociStitched	chr1	92699044	92712796	3	762	19329.8112	2157.6888	95	1
4_Pbx1mb_peak_17779_lociStitched	chr8	124278626	124295668	4	1144	19438.1052	2316.0078	96	1
6_Pbx1mb_peak_6806_lociStitched	chr15	102997956	103003043	6	1862	17739.8951	783.9067	97	1
2_Pbx1mb_peak_6551_lociStitched	chr15	86054797	86067922	2	980	18590.25	1945.125	98	1
6_Pbx1mb_peak_16573_lociStitched	chr8	11363361	11393839	6	1530	20810.3784	4294.3502	99	1
7_Pbx1mb_peak_9415_lociStitched	chr19	38004432	38038626	7	1939	20352.2688	3891.2772	100	1
6_Pbx1mb_peak_18360_lociStitched	chr9	63702428	63725519	6	1632	19040.8386	2971.8117	101	1
6_Pbx1mb_peak_17796_lociStitched	chr8	126523067	126551527	6	2028	19648.784	3591.652	102	1
5_Pbx1mb_peak_3236_lociStitched	chr12	84846478	84865149	5	2164	18896.9191	2886.5366	103	1
3_Pbx1mb_peak_10294_lociStitched	chr2	92740558	92751703	3	1594	17435.238	1459.995	104	1
3_Pbx1mb_peak_6555_lociStitched	chr15	86085936	86096084	3	1450	17615.9132	1669.346	105	1
2_Pbx1mb_peak_5278_lociStitched	chr14	75829970	75836819	2	548	16908.8112	979.407	106	1
2_Pbx1mb_peak_9137_lociStitched	chr19	5848259	5851659	2	530	16363.86	573.58	107	1
8_Pbx1mb_peak_3109_lociStitched	chr12	73367341	73394029	8	2739	19415.52	3661.5936	108	1
5_Pbx1mb_peak_5726_lociStitched	chr15	31337261	31352030	5	1831	18546.9102	2819.4021	109	1
3_Pbx1mb_peak_7787_lociStitched	chr17	27131328	27146778	3	1141	17582.1	1974.51	110	1
2_Pbx1mb_peak_17907_lociStitched	chr9	21792739	21804644	2	567	16880.0995	1389.3135	111	1
2_Pbx1mb_peak_6431_lociStitched	chr15	80159204	80160509	2	646	15709.1985	295.8435	112	1
3_Pbx1mb_peak_9823_lociStitched	chr2	27835771	27845165	3	554	16882.8968	1506.7976	113	1
5_Pbx1mb_peak_15178_lociStitched	chr6	88928679	88940877	5	1148	16890.5706	1584.5202	114	1
5_Pbx1mb_peak_16593_lociStitched	chr8	13640612	13655223	5	1355	16967.7543	1804.4585	115	1
3_Pbx1mb_peak_11007_lociStitched	chr2	167940160	167959084	3	727	17902.104	2804.5368	116	1
2_Pbx1mb_peak_4849_lociStitched	chr14	25519774	25527655	2	437	16189.1502	1177.4214	117	1
4_Pbx1mb_peak_11681_lociStitched	chr3	90574521	90587924	4	2133	17033.8727	2050.659	118	1
5_Pbx1mb_peak_9538_lociStitched	chr19	53404351	53421310	5	1079	16979.3508	2118.1791	119	1
6_Pbx1mb_peak_678_lociStitched	chr1	92799760	92816258	6	1654	17265.157	2458.202	120	1
3_Pbx1mb_peak_10287_lociStitched	chr2	92009136	92021218	3	941	16409.7724	1722.8932	121	1
5_Pbx1mb_peak_18321_lociStitched	chr9	61368542	61378793	5	2240	15567.1686	886.7115	122	1
4_Pbx1mb_peak_15204_lociStitched	chr6	91192937	91207878	4	951	16754.8374	2127.5984	123	1
3_Pbx1mb_peak_7949_lociStitched	chr17	44491515	44505231	3	993	16523.6652	2027.2248	124	1
5_Pbx1mb_peak_6423_lociStitched	chr15	79935469	79952817	5	1647	16711.3284	2229.218	125	1
2_Pbx1mb_peak_10991_lociStitched	chr2	167543384	167553100	2	502	15639.8452	1163.9768	126	1
3_Pbx1mb_peak_11650_lociStitched	chr3	88513109	88526481	3	1040	16214.8872	1795.8596	127	1
4_Pbx1mb_peak_13393_lociStitched	chr4	141559262	141573267	4	949	15905.4785	1497.1345	128	1
7_Pbx1mb_peak_13894_lociStitched	chr5	66524090	66550719	7	2766	17644.3754	3254.0638	129	1
4_Pbx1mb_peak_11914_lociStitched	chr3	107814419	107828870	4	1224	16693.7952	2419.0974	130	1
5_Pbx1mb_peak_3292_lociStitched	chr12	86888338	86894709	5	1740	14880.1076	761.3345	131	1
4_Pbx1mb_peak_683_lociStitched	chr1	93165455	93184584	4	1608	16424.1594	2417.9056	132	1
3_Pbx1mb_peak_18766_lociStitched	chr9	106338805	106354065	3	678	15232.532	1373.4	133	1
4_Pbx1mb_peak_18862_lociStitched	chr9	119473653	119479655	4	964	14640.0784	853.4844	134	1
3_Pbx1mb_peak_7983_lociStitched	chr17	45746862	45753045	3	804	14747.0733	1109.2302	135	1
2_Pbx1mb_peak_875_lociStitched	chr1	134091815	134099639	2	769	14695.8192	1097.7072	136	1
5_Pbx1mb_peak_13247_lociStitched	chr4	134624160	134639673	5	1714	15463.3584	1946.8815	137	1
4_Pbx1mb_peak_16718_lociStitched	chr8	26972957	26981986	4	1210	14403.9637	951.6566	138	1
7_Pbx1mb_peak_15082_lociStitched	chr6	82996722	83024709	7	2079	17752.1541	4385.5629	139	1
4_Pbx1mb_peak_5712_lociStitched	chr15	31184578	31189097	4	1838	14295.4046	1003.218	140	1
6_Pbx1mb_peak_900_lociStitched	chr1	135619129	135637864	6	2776	15422.652	2137.6635	141	1
6_Pbx1mb_peak_16360_lociStitched	chr7	125556246	125581366	6	1407	15752.752	2522.048	142	1
4_Pbx1mb_peak_13777_lociStitched	chr5	36713031	36724704	4	1060	14857.3944	1670.4063	143	1
5_Pbx1mb_peak_17473_lociStitched	chr8	93840784	93871565	5	3042	18394.7256	5337.4254	144	1
4_Pbx1mb_peak_17529_lociStitched	chr8	94899466	94914965	4	1382	15108.4252	2083.0656	145	1
3_Pbx1mb_peak_828_lociStitched	chr1	132145243	132152378	3	883	14041.68	1040.9965	146	1
4_Pbx1mb_peak_302_lociStitched	chr1	62713075	62725385	4	1994	14503.642	1647.078	147	1
4_Pbx1mb_peak_8513_lociStitched	chr18	25510964	25525906	4	1128	14744.7656	1934.989	148	1
3_Pbx1mb_peak_14394_lociStitched	chr5	136559185	136578616	3	768	14792.8203	2098.548	149	1
6_Pbx1mb_peak_6754_lociStitched	chr15	101374965	101396751	6	1156	16398.3222	3725.406	150	1
3_Pbx1mb_peak_4913_lociStitched	chr14	33243260	33250600	3	793	13848.378	1203.026	151	1
3_Pbx1mb_peak_6490_lociStitched	chr15	83215591	83224520	3	1072	14306.0438	1667.0443	152	1
4_Pbx1mb_peak_2160_lociStitched	chr10	77225474	77238300	4	1013	14697.3134	2109.877	153	1
3_Pbx1mb_peak_9898_lociStitched	chr2	32581558	32591245	3	906	13881.471	1306.7763	154	1
2_Pbx1mb_peak_6323_lociStitched	chr15	76472662	76484729	2	309	14354.9032	1814.8768	155	1
4_Pbx1mb_peak_3083_lociStitched	chr12	71885172	71899928	4	1313	14722.0612	2270.9484	156	1
6_Pbx1mb_peak_15106_lociStitched	chr6	84266518	84273304	6	2993	13542.8202	1148.1912	157	1
3_Pbx1mb_peak_15387_lociStitched	chr6	114888940	114901701	3	769	13757.6341	1459.8584	158	1
3_Pbx1mb_peak_15489_lociStitched	chr6	124474475	124487822	3	1026	14087.7585	1855.233	159	1
3_Pbx1mb_peak_13342_lociStitched	chr4	139203273	139218849	3	739	14301.8832	2108.9904	160	1
3_Pbx1mb_peak_13636_lociStitched	chr5	21486807	21503445	3	663	14754.5784	2620.485	161	1
3_Pbx1mb_peak_16675_lociStitched	chr8	25068073	25075060	3	812	12680.7063	784.6401	162	1
4_Pbx1mb_peak_17721_lociStitched	chr8	121187662	121197283	4	1323	13310.6535	1443.15	163	1
3_Pbx1mb_peak_16624_lociStitched	chr8	14991766	15002803	3	565	13081.0524	1240.5588	164	1
4_Pbx1mb_peak_19301_lociStitched	chrX	170844937	170862739	4	1146	21595.6062	9796.4406	165	1
2_Pbx1mb_peak_8391_lociStitched	chr17	87202556	87207359	2	803	12316.8132	602.2962	166	1
3_Pbx1mb_peak_6059_lociStitched	chr15	59151671	59159189	3	1065	13290.3204	1609.6038	167	1
4_Pbx1mb_peak_9943_lociStitched	chr2	35269162	35278054	4	1074	12953.8656	1348.9164	168	1
5_Pbx1mb_peak_18045_lociStitched	chr9	35324668	35342853	5	1363	13809.689	2265.851	169	1
2_Pbx1mb_peak_7770_lociStitched	chr17	26503020	26514979	2	481	13189.5811	1686.219	170	1
3_Pbx1mb_peak_9792_lociStitched	chr2	25534181	25551403	3	1234	13582.9914	2173.4164	171	1
2_Pbx1mb_peak_4123_lociStitched	chr13	55470460	55482831	2	450	12482.339	1204.9354	172	1
2_Pbx1mb_peak_11496_lociStitched	chr3	61355528	61367199	2	461	12347.918	1083.0688	173	1
4_Pbx1mb_peak_8402_lociStitched	chr17	87849067	87863015	4	1226	12674.5476	1451.9868	174	1
7_Pbx1mb_peak_17356_lociStitched	chr8	87489948	87511547	7	3233	15171.1376	3969.8962	175	1
4_Pbx1mb_peak_6537_lociStitched	chr15	85598993	85603620	4	1003	12037.6032	878.6673	176	1
3_Pbx1mb_peak_448_lociStitched	chr1	75338105	75347759	3	914	12360.0162	1302.3246	177	1
2_Pbx1mb_peak_17039_lociStitched	chr8	71579129	71580649	2	805	11264.872	238.488	178	1
2_Pbx1mb_peak_8995_lociStitched	chr18	76057091	76062180	2	447	11498.0866	582.6905	179	1
3_Pbx1mb_peak_4826_lociStitched	chr14	24199744	24213822	3	863	12771.5616	1861.1116	180	1
2_Pbx1mb_peak_17391_lociStitched	chr8	88650221	88653541	2	512	11515.088	611.212	181	1
5_Pbx1mb_peak_7814_lociStitched	chr17	29428417	29445351	5	1369	13071.3546	2184.486	182	1
4_Pbx1mb_peak_18049_lociStitched	chr9	35360851	35372688	4	1043	12422.9315	1603.9135	183	1
2_Pbx1mb_peak_7774_lociStitched	chr17	26605647	26615028	2	472	12256.2765	1491.579	184	1
5_Pbx1mb_peak_14817_lociStitched	chr6	42375627	42397407	5	1375	13854.258	3094.938	185	1
3_Pbx1mb_peak_15038_lociStitched	chr6	71989585	71992361	3	1399	11147.028	498.8472	186	1
2_Pbx1mb_peak_13464_lociStitched	chr4	150799536	150808884	2	735	11963.5704	1386.3084	187	1
3_Pbx1mb_peak_4089_lociStitched	chr13	52651870	52659776	3	1134	11639.2132	1162.9726	188	1
5_Pbx1mb_peak_8798_lociStitched	chr18	61047698	61058709	5	1037	11682.671	1271.7705	189	1
2_Pbx1mb_peak_13482_lociStitched	chr4	152260423	152268378	2	739	11323.147	915.6205	190	1
3_Pbx1mb_peak_2565_lociStitched	chr10	117021105	117034064	3	747	12257.9181	2025.4917	191	1
3_Pbx1mb_peak_105_lociStitched	chr1	36303529	36326257	3	630	12750.408	2631.9024	192	1
3_Pbx1mb_peak_1614_lociStitched	chr10	12858196	12878894	3	620	12760.317	2653.4836	193	1
4_Pbx1mb_peak_11736_lociStitched	chr3	95663975	95675698	4	837	11449.8541	1421.9999	194	1
5_Pbx1mb_peak_19297_lociStitched	chrX	170731658	170745360	5	1048	18712.8214	8766.5396	195	1
2_Pbx1mb_peak_11908_lociStitched	chr3	107737772	107743399	2	632	10629.403	756.2688	196	1
4_Pbx1mb_peak_14026_lociStitched	chr5	93085079	93105808	4	1456	12157.5585	2365.1789	197	1
3_Pbx1mb_peak_6508_lociStitched	chr15	83567837	83575488	3	856	11048.8091	1311.3814	198	1
3_Pbx1mb_peak_14229_lociStitched	chr5	118449332	118465573	3	834	11506.7485	1775.1413	199	1
3_Pbx1mb_peak_7493_lociStitched	chr16	95814667	95827748	3	1183	11294.1354	1611.5792	200	1
4_Pbx1mb_peak_15774_lociStitched	chr7	24387358	24395117	4	939	10476.2018	796.8493	201	1
4_Pbx1mb_peak_8389_lociStitched	chr17	87170335	87176355	4	2447	10622.892	987.28	202	1
3_Pbx1mb_peak_7404_lociStitched	chr16	90882411	90893313	3	1099	11021.922	1386.7344	203	1
4_Pbx1mb_peak_2271_lociStitched	chr10	84392199	84409738	4	1165	12119.449	2492.2919	204	1
3_Pbx1mb_peak_17749_lociStitched	chr8	122139916	122157738	3	754	11828.4614	2304.3846	205	1
3_Pbx1mb_peak_6053_lociStitched	chr15	59066148	59076125	3	921	11227.1181	1705.0693	206	1
2_Pbx1mb_peak_826_lociStitched	chr1	132122072	132131206	2	316	10610.0544	1101.5604	207	1
6_Pbx1mb_peak_14728_lociStitched	chr6	34598044	34624925	6	2274	12781.9155	3279.482	208	1
4_Pbx1mb_peak_9810_lociStitched	chr2	27316486	27328889	4	1200	11072.1581	1596.2661	209	1
4_Pbx1mb_peak_3242_lociStitched	chr12	84879671	84885358	4	724	10440.7633	973.0457	210	1
4_Pbx1mb_peak_17991_lociStitched	chr9	32700463	32716724	4	748	11480.266	2042.3816	211	1
7_Pbx1mb_peak_7968_lociStitched	chr17	45209001	45248039	7	1846	13772.6064	4341.0256	212	1
6_Pbx1mb_peak_16873_lociStitched	chr8	45579920	45607349	6	1464	12688.6554	3423.1392	213	1
3_Pbx1mb_peak_4750_lociStitched	chr14	20780204	20791553	3	1199	10975.6179	1786.3326	214	1
4_Pbx1mb_peak_1058_lociStitched	chr1	155049062	155056469	4	870	10197.2169	1030.3137	215	1
3_Pbx1mb_peak_5658_lociStitched	chr15	25637845	25653183	3	671	11744.3066	2730.164	216	1
2_Pbx1mb_peak_17234_lociStitched	chr8	84501295	84502352	2	902	9280.0372	273.8687	217	1
2_Pbx1mb_peak_16490_lociStitched	chr7	143798618	143801700	2	865	9388.3884	392.955	218	1
2_Pbx1mb_peak_6307_lociStitched	chr15	76190118	76193037	2	504	9545.13	603.3573	219	1
2_Pbx1mb_peak_15218_lociStitched	chr6	91638484	91647826	2	936	10312.6338	1433.0628	220	1
4_Pbx1mb_peak_2427_lociStitched	chr10	96621661	96633256	4	1352	10953.7965	2135.799	221	1
2_Pbx1mb_peak_10724_lociStitched	chr2	132206398	132212683	2	912	9723.5235	910.6965	222	1
4_Pbx1mb_peak_15587_lociStitched	chr6	135319391	135332170	4	1537	10388.0491	1580.7623	223	1
4_Pbx1mb_peak_1408_lociStitched	chr1	182520357	182543507	4	1041	12000.96	3197.015	224	1
7_Pbx1mb_peak_1028_lociStitched	chr1	151662895	151693241	7	2049	12645.1782	3932.8416	225	1
2_Pbx1mb_peak_5219_lociStitched	chr14	70095978	70107267	2	497	10239.123	1574.8155	226	1
2_Pbx1mb_peak_7728_lociStitched	chr17	23993588	24000808	2	1074	9558.558	894.558	227	1
2_Pbx1mb_peak_5223_lociStitched	chr14	70170222	70173809	2	796	9084.7949	444.0706	228	1
3_Pbx1mb_peak_8362_lociStitched	chr17	84148590	84153418	3	900	9246.1028	705.3708	229	1
2_Pbx1mb_peak_11883_lociStitched	chr3	104992807	105001702	2	404	9772.9365	1246.1895	230	1
4_Pbx1mb_peak_2819_lociStitched	chr12	16866385	16879758	4	1223	10322.6187	1820.0653	231	1
3_Pbx1mb_peak_9915_lociStitched	chr2	33306702	33319493	3	734	10257.1029	1767.7162	232	1
3_Pbx1mb_peak_4487_lociStitched	chr13	102894245	102901029	3	1062	9431.1168	989.7856	233	1
4_Pbx1mb_peak_13320_lociStitched	chr4	137890700	137908470	4	1236	9917.437	1492.68	234	1
4_Pbx1mb_peak_1904_lociStitched	chr10	45299556	45315141	4	1029	11135.4825	2736.726	235	1
3_Pbx1mb_peak_16283_lociStitched	chr7	112202207	112213984	3	850	9653.6069	1290.7592	236	1
2_Pbx1mb_peak_13444_lociStitched	chr4	150050359	150060427	2	570	9790.1232	1450.7988	237	1
4_Pbx1mb_peak_5689_lociStitched	chr15	27777583	27784582	4	1729	9456.3489	1146.4362	238	1
6_Pbx1mb_peak_12008_lociStitched	chr3	122317346	122349030	6	1863	12458.1488	4163.2776	239	1
2_Pbx1mb_peak_7784_lociStitched	chr17	27071987	27083970	2	376	9578.0119	1309.7419	240	1
3_Pbx1mb_peak_18345_lociStitched	chr9	62621214	62632579	3	1001	9521.597	1261.515	241	1
3_Pbx1mb_peak_14172_lociStitched	chr5	113629281	113634713	3	1386	8832.9752	577.9648	242	1
4_Pbx1mb_peak_15400_lociStitched	chr6	115513178	115539194	4	1087	11181.6768	2963.2224	243	1
4_Pbx1mb_peak_17607_lociStitched	chr8	107198566	107209515	4	1287	9630.7404	1415.7057	244	1
5_Pbx1mb_peak_5282_lociStitched	chr14	75855284	75876620	5	1379	10473.8424	2351.2272	245	1
7_Pbx1mb_peak_1360_lociStitched	chr1	179041960	179060364	7	1547	10709.2876	2596.8044	246	1
5_Pbx1mb_peak_6337_lociStitched	chr15	77069036	77089630	5	1693	11260.7992	3152.9414	247	1
3_Pbx1mb_peak_6514_lociStitched	chr15	84269053	84281322	3	1289	9813.9731	1713.9793	248	1
2_Pbx1mb_peak_4033_lociStitched	chr13	49316619	49322572	2	446	9139.6409	1039.9891	249	1
4_Pbx1mb_peak_858_lociStitched	chr1	133771968	133793569	4	968	10917.1454	2877.2532	250	1
