#Myog_60hr_MT_peaks Enhancers
#Created from DYSE_OUT_1906232025_2/ROSE_OUTPUT/Myog_60hr_MT_peaks/Myog_60hr_MT_peaks_12KB_STITCHED_TSS_DISTAL_ENHANCER_REGION_MAP.txt
#Ranked by X2d_myotH3K27ac.bam
#Using cutoff of 5524.7346 for Super-Enhancers
#Created on Jun 23 2019 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X2d_myotH3K27ac.bam	Input_MT_2d.bam	enhancerRank	isSuper
15_Myog_60hr_MT_peak_682_lociStitched	chr1	72944432	72989461	15	3248	36095.2464	4867.6349	35	1
6_Myog_60hr_MT_peak_25832_lociStitched	chr3	88488451	88510356	6	2988	33549.698	2797.2685	36	1
13_Myog_60hr_MT_peak_40534_lociStitched	chr9	58275189	58317049	13	2702	34283.34	3750.656	37	1
9_Myog_60hr_MT_peak_14764_lociStitched	chr15	81031748	81079541	9	1787	36910.5339	6557.1996	38	1
11_Myog_60hr_MT_peak_40933_lociStitched	chr9	70198119	70255336	11	3070	35405.8796	5195.3036	39	1
3_Myog_60hr_MT_peak_3413_lociStitched	chr10	45299631	45315134	3	880	32560.9509	2362.6572	40	1
8_Myog_60hr_MT_peak_29582_lociStitched	chr4	150772335	150809620	8	1549	33403.6315	3333.279	41	1
7_Myog_60hr_MT_peak_13461_lociStitched	chr15	25761735	25780131	7	1828	32220.594	2680.2972	42	1
9_Myog_60hr_MT_peak_35434_lociStitched	chr7	65388230	65439855	9	1944	34046.6875	4749.5	43	1
3_Myog_60hr_MT_peak_6797_lociStitched	chr11	86570276	86580620	3	783	30537.5568	1312.6536	44	1
4_Myog_60hr_MT_peak_26789_lociStitched	chr3	144664987	144680114	4	1247	30728.9878	1653.3811	45	1
8_Myog_60hr_MT_peak_19179_lociStitched	chr18	5809347	5836140	8	2097	32403.4542	3456.297	46	1
12_Myog_60hr_MT_peak_9796_lociStitched	chr12	104969611	105005810	12	4566	33187.2432	4275.1019	47	1
13_Myog_60hr_MT_peak_24441_lociStitched	chr2	163344958	163387187	13	3855	33386.2474	4636.7442	48	1
8_Myog_60hr_MT_peak_173_lociStitched	chr1	34095212	34128104	8	1920	31757.226	3581.9388	49	1
12_Myog_60hr_MT_peak_17671_lociStitched	chr17	27118821	27161230	12	3023	32328.3807	4190.0092	50	1
16_Myog_60hr_MT_peak_1669_lociStitched	chr1	134060825	134100518	16	5037	32540.3214	4501.1862	51	1
8_Myog_60hr_MT_peak_15381_lociStitched	chr15	99332917	99359221	8	2193	31996.1856	3974.5344	52	1
27_Myog_60hr_MT_peak_17950_lociStitched	chr17	31728990	31805557	27	8064	35358.6406	7342.7753	53	1
13_Myog_60hr_MT_peak_30313_lociStitched	chr5	36356646	36392903	13	4210	31753.8806	3897.6275	54	1
7_Myog_60hr_MT_peak_31083_lociStitched	chr5	111877278	111893252	7	2780	29831.445	2043.0746	55	1
3_Myog_60hr_MT_peak_29922_lociStitched	chr5	21487878	21505410	3	430	29590.5096	2182.734	56	1
28_Myog_60hr_MT_peak_12138_lociStitched	chr14	25470527	25525296	28	7928	32943.5535	5652.1608	57	1
23_Myog_60hr_MT_peak_39315_lociStitched	chr8	121990936	122055861	23	6250	32637.7975	5427.73	58	1
23_Myog_60hr_MT_peak_24667_lociStitched	chr2	167232189	167336911	23	6626	37438.115	10283.7004	59	1
10_Myog_60hr_MT_peak_17125_lociStitched	chr17	7642562	7664763	10	2016	29906.9671	2897.2305	60	1
12_Myog_60hr_MT_peak_12184_lociStitched	chr14	25734732	25774382	12	4440	30831.84	3913.455	61	1
11_Myog_60hr_MT_peak_28241_lociStitched	chr4	118030065	118103692	11	3153	33728.5287	7127.0936	62	1
4_Myog_60hr_MT_peak_30090_lociStitched	chr5	31627637	31638111	4	881	27902.736	1308.2026	63	1
15_Myog_60hr_MT_peak_10591_lociStitched	chr13	37605437	37692410	15	3557	34789.2	8332.0134	64	1
12_Myog_60hr_MT_peak_1163_lociStitched	chr1	91022595	91065534	12	3198	31173.714	4980.924	65	1
9_Myog_60hr_MT_peak_30541_lociStitched	chr5	64360468	64398407	9	2446	30138.7416	3964.6255	66	1
9_Myog_60hr_MT_peak_11635_lociStitched	chr13	99433705	99474309	9	1962	30493.604	4421.7756	67	1
3_Myog_60hr_MT_peak_11302_lociStitched	chr13	70676284	70685473	3	593	27064.3617	1069.5996	68	1
9_Myog_60hr_MT_peak_19879_lociStitched	chr18	61360666	61398046	9	2615	29358.252	3483.816	69	1
7_Myog_60hr_MT_peak_28909_lociStitched	chr4	135276827	135318245	7	1548	29659.4298	3934.71	70	1
9_Myog_60hr_MT_peak_34245_lociStitched	chr6	145992394	146010803	9	2280	27475.4325	1848.2636	71	1
6_Myog_60hr_MT_peak_5230_lociStitched	chr11	8429432	8446313	6	1210	27619.0041	2007.1509	72	1
11_Myog_60hr_MT_peak_5081_lociStitched	chr11	4271023	4303234	11	2253	29009.2266	3398.2605	73	1
8_Myog_60hr_MT_peak_22889_lociStitched	chr2	60600970	60646906	8	2315	30786.3072	5622.5664	74	1
7_Myog_60hr_MT_peak_38429_lociStitched	chr8	84976074	84998338	7	3108	29023.3504	3860.5776	75	1
6_Myog_60hr_MT_peak_41676_lociStitched	chr9	116366299	116383968	6	1042	26994.6982	1865.8464	76	1
12_Myog_60hr_MT_peak_21552_lociStitched	chr19	53731727	53760314	12	2969	28295.4126	3230.331	77	1
15_Myog_60hr_MT_peak_24934_lociStitched	chr2	180185323	180235417	15	4796	29941.1838	4964.3154	78	1
9_Myog_60hr_MT_peak_24134_lociStitched	chr2	152781101	152820583	9	2111	29303.5404	4710.2026	79	1
16_Myog_60hr_MT_peak_8072_lociStitched	chr11	117289788	117327961	16	4862	28618.2981	4031.0688	80	1
35_Myog_60hr_MT_peak_29732_lociStitched	chr4	155118397	155189929	35	10298	30830.292	6366.348	81	1
22_Myog_60hr_MT_peak_8369_lociStitched	chr11	120206990	120273931	22	5121	31576.0697	7149.2988	82	1
5_Myog_60hr_MT_peak_11559_lociStitched	chr13	97757218	97784305	5	1234	27222.435	3041.8701	83	1
9_Myog_60hr_MT_peak_2809_lociStitched	chr1	192778304	192807163	9	2310	27730.6131	3627.5763	84	1
9_Myog_60hr_MT_peak_8010_lociStitched	chr11	116808088	116839265	9	1988	27747.53	3650.8267	85	1
14_Myog_60hr_MT_peak_4557_lociStitched	chr10	94520403	94568367	14	3190	29871.9792	5832.4224	86	1
15_Myog_60hr_MT_peak_23335_lociStitched	chr2	93426004	93477792	15	7208	29695.2392	5660.4284	87	1
9_Myog_60hr_MT_peak_9137_lociStitched	chr12	73774914	73802934	9	2308	26854.368	3163.458	88	1
27_Myog_60hr_MT_peak_31576_lociStitched	chr5	125106270	125189929	27	6424	32049.7629	8483.0226	89	1
11_Myog_60hr_MT_peak_39723_lociStitched	chr8	126666384	126736477	11	2898	29432.0507	5992.9515	90	1
3_Myog_60hr_MT_peak_11227_lociStitched	chr13	63108533	63118917	3	916	24583.0816	1249.1952	91	1
11_Myog_60hr_MT_peak_4083_lociStitched	chr10	80144990	80165282	11	5656	26107.6872	2802.3252	92	1
11_Myog_60hr_MT_peak_10126_lociStitched	chr12	113018853	113041774	11	3325	25570.6676	2395.2445	93	1
12_Myog_60hr_MT_peak_8301_lociStitched	chr11	119796290	119826133	12	3599	26279.7458	3351.3689	94	1
9_Myog_60hr_MT_peak_2921_lociStitched	chr10	7111676	7150137	9	2028	27980.3775	5092.2364	95	1
4_Myog_60hr_MT_peak_30111_lociStitched	chr5	32132984	32141359	4	1564	23770.7625	969.825	96	1
13_Myog_60hr_MT_peak_40734_lociStitched	chr9	63701417	63755265	13	3339	27128.6224	4361.688	97	1
6_Myog_60hr_MT_peak_16593_lociStitched	chr16	57412849	57429257	6	1192	24410.1816	1663.7712	98	1
14_Myog_60hr_MT_peak_31140_lociStitched	chr5	113845709	113883571	14	3354	26624.5584	4191.3234	99	1
9_Myog_60hr_MT_peak_25796_lociStitched	chr3	87973666	87987100	9	2955	24010.5882	1675.2198	100	1
9_Myog_60hr_MT_peak_17194_lociStitched	chr17	10024375	10042317	9	2317	24219.9058	1928.765	101	1
11_Myog_60hr_MT_peak_38365_lociStitched	chr8	84192088	84203790	11	2754	24173.9916	1986.9996	102	1
12_Myog_60hr_MT_peak_36366_lociStitched	chr7	112264985	112336624	12	2385	28089.6519	5931.7092	103	1
6_Myog_60hr_MT_peak_7222_lociStitched	chr11	98766921	98786816	6	2149	24158.4985	2266.0405	104	1
11_Myog_60hr_MT_peak_29236_lociStitched	chr4	141236966	141287966	11	3001	26137.5	4294.2	105	1
12_Myog_60hr_MT_peak_33336_lociStitched	chr6	91153292	91202859	12	4125	26533.2151	4723.7351	106	1
6_Myog_60hr_MT_peak_6659_lociStitched	chr11	79716284	79741048	6	2057	24625.3216	2818.1432	107	1
12_Myog_60hr_MT_peak_15388_lociStitched	chr15	99420485	99455108	12	2943	26434.6605	4660.2558	108	1
16_Myog_60hr_MT_peak_40824_lociStitched	chr9	66211082	66251370	16	3630	25848.7808	4109.376	109	1
9_Myog_60hr_MT_peak_13587_lociStitched	chr15	31302311	31338855	9	1582	26684.4288	4988.256	110	1
22_Myog_60hr_MT_peak_28348_lociStitched	chr4	120223152	120291382	22	7301	27912.893	6345.39	111	1
10_Myog_60hr_MT_peak_1794_lociStitched	chr1	135659850	135703061	10	2291	25939.5633	4377.2743	112	1
14_Myog_60hr_MT_peak_34605_lociStitched	chr7	19777072	19840770	14	3300	26046.1122	4573.5164	113	1
4_Myog_60hr_MT_peak_17991_lociStitched	chr17	31970995	31992299	4	1077	23430.1392	2283.7888	114	1
11_Myog_60hr_MT_peak_13690_lociStitched	chr15	36854901	36893895	11	3209	26375.5416	5232.9948	115	1
6_Myog_60hr_MT_peak_31471_lociStitched	chr5	123135530	123155699	6	2365	23117.7078	2059.2549	116	1
6_Myog_60hr_MT_peak_3202_lociStitched	chr10	31573337	31604178	6	1561	25147.7514	4185.1237	117	1
11_Myog_60hr_MT_peak_36272_lociStitched	chr7	110273747	110301063	11	3625	23013.73	2179.8168	118	1
9_Myog_60hr_MT_peak_24473_lociStitched	chr2	163674452	163722825	9	3836	25376.4758	4585.7604	119	1
6_Myog_60hr_MT_peak_31100_lociStitched	chr5	112260304	112288052	6	2061	23241.7248	2655.4836	120	1
8_Myog_60hr_MT_peak_21477_lociStitched	chr19	47486062	47509130	8	2321	22948.0464	2498.2644	121	1
14_Myog_60hr_MT_peak_31348_lociStitched	chr5	120560974	120585275	14	3800	22463.8444	2259.993	122	1
4_Myog_60hr_MT_peak_13047_lociStitched	chr14	76775509	76797353	4	703	22684.994	2557.9324	123	1
10_Myog_60hr_MT_peak_32085_lociStitched	chr5	144258876	144296224	10	2625	23955.0072	3962.6228	124	1
3_Myog_60hr_MT_peak_41935_lociStitched	chrX	7276598	7292517	3	898	21729.435	1762.2333	125	1
3_Myog_60hr_MT_peak_14876_lociStitched	chr15	83213323	83233630	3	433	22810.8531	3015.5895	126	1
4_Myog_60hr_MT_peak_33011_lociStitched	chr6	72976912	72993595	4	1503	21652.8657	1870.1643	127	1
14_Myog_60hr_MT_peak_17806_lociStitched	chr17	29049127	29073218	14	4642	22190.2201	2425.9637	128	1
7_Myog_60hr_MT_peak_21229_lociStitched	chr19	41999779	42018172	7	1830	21883.9914	2131.7487	129	1
8_Myog_60hr_MT_peak_24298_lociStitched	chr2	156716846	156737263	8	3580	21733.8965	1998.8243	130	1
13_Myog_60hr_MT_peak_14447_lociStitched	chr15	77008918	77038084	13	4258	23364.8826	3642.8334	131	1
4_Myog_60hr_MT_peak_26491_lociStitched	chr3	122088274	122099983	4	913	21268.2276	1593.5949	132	1
11_Myog_60hr_MT_peak_23207_lociStitched	chr2	91041899	91084492	11	3380	24175.7868	4519.1173	133	1
17_Myog_60hr_MT_peak_36764_lociStitched	chr7	130596576	130682003	17	3573	26268.8025	6671.8487	134	1
10_Myog_60hr_MT_peak_29060_lociStitched	chr4	137474110	137502195	10	2611	21984.938	2451.8205	135	1
3_Myog_60hr_MT_peak_27585_lociStitched	chr4	59218250	59231541	3	515	21217.7524	1705.2353	136	1
17_Myog_60hr_MT_peak_6692_lociStitched	chr11	80479448	80521447	17	5071	23805.0332	4309.0974	137	1
4_Myog_60hr_MT_peak_377_lociStitched	chr1	43237171	43260214	4	842	21932.3274	2599.2504	138	1
15_Myog_60hr_MT_peak_6859_lociStitched	chr11	88132194	88187880	15	3970	24095.3322	4827.9762	139	1
12_Myog_60hr_MT_peak_10862_lociStitched	chr13	49344583	49381487	12	3582	23098.2136	3863.8488	140	1
18_Myog_60hr_MT_peak_19536_lociStitched	chr18	35814846	35859129	18	5680	23230.8618	4038.6096	141	1
6_Myog_60hr_MT_peak_5699_lociStitched	chr11	52071806	52089330	6	1136	21240.8404	2062.5748	142	1
15_Myog_60hr_MT_peak_38394_lociStitched	chr8	84722871	84760003	15	4005	24948.9908	5781.4524	143	1
7_Myog_60hr_MT_peak_33440_lociStitched	chr6	97216268	97240467	7	1645	21612.1269	2458.6184	144	1
9_Myog_60hr_MT_peak_24729_lociStitched	chr2	167755046	167777564	9	1985	21326.7978	2195.505	145	1
15_Myog_60hr_MT_peak_28735_lociStitched	chr4	133070796	133117044	15	3847	23142.4992	4305.6888	146	1
11_Myog_60hr_MT_peak_1085_lociStitched	chr1	89536057	89581621	11	2785	23255.8656	4465.272	147	1
6_Myog_60hr_MT_peak_2602_lociStitched	chr1	184037072	184067212	6	1185	21990.144	3399.792	148	1
8_Myog_60hr_MT_peak_21071_lociStitched	chr19	32291952	32341339	8	1516	24061.3464	5521.4666	149	1
13_Myog_60hr_MT_peak_39299_lociStitched	chr8	121872090	121922327	13	4034	22164.5644	3627.1114	150	1
8_Myog_60hr_MT_peak_19583_lociStitched	chr18	37826306	37850028	8	1769	20585.9516	2163.4464	151	1
3_Myog_60hr_MT_peak_23822_lociStitched	chr2	128454605	128470690	3	503	20236.5385	1875.511	152	1
15_Myog_60hr_MT_peak_33254_lociStitched	chr6	89308303	89355002	15	5440	22499.5782	4212.2498	153	1
6_Myog_60hr_MT_peak_35777_lociStitched	chr7	80767126	80799504	6	875	20867.621	2606.429	154	1
3_Myog_60hr_MT_peak_10493_lociStitched	chr13	32925118	32934885	3	382	19505.6757	1270.6867	155	1
7_Myog_60hr_MT_peak_41048_lociStitched	chr9	75422388	75436244	7	1342	19542.5024	1352.3456	156	1
5_Myog_60hr_MT_peak_11602_lociStitched	chr13	99058599	99091827	5	1630	21658.0104	3485.6172	157	1
6_Myog_60hr_MT_peak_30279_lociStitched	chr5	36067339	36085863	6	1399	20035.5584	1939.4628	158	1
14_Myog_60hr_MT_peak_22451_lociStitched	chr2	32162277	32188069	14	3992	20592.3328	2574.0416	159	1
16_Myog_60hr_MT_peak_27324_lociStitched	chr4	45423811	45475173	16	4238	22953.6778	4976.9778	160	1
6_Myog_60hr_MT_peak_35446_lociStitched	chr7	65452366	65482492	6	1270	20639.3226	2708.3274	161	1
6_Myog_60hr_MT_peak_30787_lociStitched	chr5	93106079	93139668	6	1961	21453.2943	3553.7162	162	1
8_Myog_60hr_MT_peak_22318_lociStitched	chr2	30708209	30718510	8	2155	19023.8868	1176.3742	163	1
7_Myog_60hr_MT_peak_10923_lociStitched	chr13	51833654	51858755	7	2786	20326.7898	2532.6909	164	1
6_Myog_60hr_MT_peak_13959_lociStitched	chr15	58192237	58220064	6	2079	21604.8828	3890.2146	165	1
3_Myog_60hr_MT_peak_23172_lociStitched	chr2	84623534	84641110	3	458	19616.5736	1964.9968	166	1
10_Myog_60hr_MT_peak_3510_lociStitched	chr10	59792837	59825797	10	2353	21997.504	4396.864	167	1
5_Myog_60hr_MT_peak_5775_lociStitched	chr11	54059451	54075686	5	1764	19399.2015	1806.9555	168	1
7_Myog_60hr_MT_peak_17628_lociStitched	chr17	26645578	26665903	7	1885	19753.8675	2170.71	169	1
10_Myog_60hr_MT_peak_33030_lociStitched	chr6	82854348	82887132	10	2823	20811.2832	3242.3376	170	1
7_Myog_60hr_MT_peak_14542_lociStitched	chr15	78436799	78456398	7	1477	20065.4562	2541.9903	171	1
12_Myog_60hr_MT_peak_17980_lociStitched	chr17	31912448	31942012	12	4770	20405.0728	2897.272	172	1
14_Myog_60hr_MT_peak_8553_lociStitched	chr12	8434118	8457397	14	3515	19912.8566	2430.3276	173	1
8_Myog_60hr_MT_peak_16450_lociStitched	chr16	38368406	38389648	8	1904	19597.8692	2170.9324	174	1
5_Myog_60hr_MT_peak_37368_lociStitched	chr8	11372165	11387527	5	1305	18984.3596	1600.7204	175	1
4_Myog_60hr_MT_peak_11056_lociStitched	chr13	55156211	55174793	4	2125	18959.2146	1707.6858	176	1
3_Myog_60hr_MT_peak_3607_lociStitched	chr10	61275569	61285609	3	1199	18555.928	1314.236	177	1
8_Myog_60hr_MT_peak_26963_lociStitched	chr4	8927291	8963168	8	1898	21102.8514	3960.8208	178	1
7_Myog_60hr_MT_peak_23298_lociStitched	chr2	92931180	92953825	7	1784	19465.642	2339.2285	179	1
5_Myog_60hr_MT_peak_11212_lociStitched	chr13	60450808	60468087	5	1332	18806.4636	1708.8931	180	1
11_Myog_60hr_MT_peak_13439_lociStitched	chr15	25625539	25656838	11	2230	21421.0356	4341.1713	181	1
13_Myog_60hr_MT_peak_31572_lociStitched	chr5	125040259	125082026	13	4866	21109.0418	4030.5155	182	1
4_Myog_60hr_MT_peak_14035_lociStitched	chr15	59154615	59174320	4	1353	19600.5635	2543.9155	183	1
10_Myog_60hr_MT_peak_17659_lociStitched	chr17	27035294	27087661	10	2972	22140.7676	5241.9367	184	1
18_Myog_60hr_MT_peak_22056_lociStitched	chr2	26480227	26557050	18	5739	24614.0892	7751.4407	185	1
6_Myog_60hr_MT_peak_19833_lociStitched	chr18	60595320	60620754	6	1540	19144.1718	2342.4714	186	1
12_Myog_60hr_MT_peak_6560_lociStitched	chr11	77783239	77814317	12	3729	20091.927	3353.3162	187	1
30_Myog_60hr_MT_peak_36848_lociStitched	chr7	132697492	132773699	30	7781	22801.1344	6073.6979	188	1
4_Myog_60hr_MT_peak_4540_lociStitched	chr10	93792831	93803591	4	1068	17945.528	1283.668	189	1
18_Myog_60hr_MT_peak_28843_lociStitched	chr4	134579361	134645834	18	4755	22215.2766	5636.9104	190	1
4_Myog_60hr_MT_peak_13551_lociStitched	chr15	28131611	28139099	4	1123	17634.9888	1057.3056	191	1
5_Myog_60hr_MT_peak_14893_lociStitched	chr15	83469373	83481482	5	2198	18417.789	1959.2362	192	1
4_Myog_60hr_MT_peak_20891_lociStitched	chr19	16950090	16966385	4	1574	18388.9075	1997.767	193	1
5_Myog_60hr_MT_peak_40114_lociStitched	chr9	35333455	35344581	5	1770	17457.8066	1075.8842	194	1
9_Myog_60hr_MT_peak_14820_lociStitched	chr15	82130628	82164208	9	2913	21078.166	4701.2	195	1
5_Myog_60hr_MT_peak_33583_lociStitched	chr6	108528067	108537352	5	1189	17242.245	888.5745	196	1
4_Myog_60hr_MT_peak_1595_lociStitched	chr1	132333776	132355367	4	968	18566.1009	2254.1004	197	1
6_Myog_60hr_MT_peak_14576_lociStitched	chr15	78832735	78846066	6	2962	18064.8381	1758.3589	198	1
5_Myog_60hr_MT_peak_37518_lociStitched	chr8	15049593	15073173	5	1773	18510.3	2254.248	199	1
9_Myog_60hr_MT_peak_41362_lociStitched	chr9	102715087	102736389	9	3288	18404.928	2170.6738	200	1
11_Myog_60hr_MT_peak_21364_lociStitched	chr19	46460120	46490912	11	2540	19482.0984	3251.6352	201	1
17_Myog_60hr_MT_peak_9697_lociStitched	chr12	100977626	101018300	17	4980	19889.586	3660.66	202	1
6_Myog_60hr_MT_peak_25462_lociStitched	chr3	55097315	55116305	6	1658	18583.614	2362.356	203	1
3_Myog_60hr_MT_peak_20491_lociStitched	chr19	5013311	5017982	3	595	16822.6065	605.8287	204	1
3_Myog_60hr_MT_peak_23933_lociStitched	chr2	132203893	132222073	3	701	18223.632	2057.976	205	1
6_Myog_60hr_MT_peak_16914_lociStitched	chr16	95814539	95845066	6	1553	19210.6411	3071.0162	206	1
8_Myog_60hr_MT_peak_11491_lociStitched	chr13	94166679	94190728	8	1529	18813.5327	2729.5615	207	1
6_Myog_60hr_MT_peak_9096_lociStitched	chr12	73197467	73224129	6	1104	19367.2768	3290.0908	208	1
4_Myog_60hr_MT_peak_12309_lociStitched	chr14	31660838	31670106	4	718	17257.016	1191.8648	209	1
8_Myog_60hr_MT_peak_16203_lociStitched	chr16	30172873	30189394	8	3031	17812.9422	1769.3991	210	1
7_Myog_60hr_MT_peak_4914_lociStitched	chr10	127583709	127618421	7	1510	20070.4784	4037.0056	211	1
5_Myog_60hr_MT_peak_1416_lociStitched	chr1	119108653	119125829	5	785	17735.9376	1705.5768	212	1
7_Myog_60hr_MT_peak_3001_lociStitched	chr10	14017950	14049416	7	1699	19895.9518	3870.318	213	1
18_Myog_60hr_MT_peak_21469_lociStitched	chr19	47379192	47459544	18	4700	23430.6432	7408.4544	214	1
7_Myog_60hr_MT_peak_950_lociStitched	chr1	86434448	86448588	7	1265	17535.014	1529.948	215	1
7_Myog_60hr_MT_peak_30490_lociStitched	chr5	53933723	53952995	7	1197	18229.3848	2324.2032	216	1
7_Myog_60hr_MT_peak_18374_lociStitched	chr17	47511175	47542620	7	2689	18841.844	2980.986	217	1
7_Myog_60hr_MT_peak_3544_lociStitched	chr10	60191744	60213004	7	2048	18538.72	2678.76	218	1
10_Myog_60hr_MT_peak_1779_lociStitched	chr1	135524194	135568397	10	2467	20328.9597	4486.6045	219	1
8_Myog_60hr_MT_peak_5847_lociStitched	chr11	57683227	57722100	8	1648	19300.4445	3537.443	220	1
3_Myog_60hr_MT_peak_32504_lociStitched	chr6	34598895	34613440	3	455	17294.005	1572.3145	221	1
7_Myog_60hr_MT_peak_37137_lociStitched	chr7	142548250	142572902	7	2406	17271.1912	1634.4276	222	1
4_Myog_60hr_MT_peak_23825_lociStitched	chr2	128537477	128553579	4	980	17483.5516	1896.8156	223	1
7_Myog_60hr_MT_peak_36382_lociStitched	chr7	112454131	112499741	7	1369	19361.445	3776.508	224	1
11_Myog_60hr_MT_peak_3520_lociStitched	chr10	59885459	59919808	11	2844	19441.534	3871.1323	225	1
5_Myog_60hr_MT_peak_16772_lociStitched	chr16	92608294	92624154	5	970	17147.832	1627.236	226	1
10_Myog_60hr_MT_peak_1270_lociStitched	chr1	92766643	92790957	10	2728	18327.8932	2825.2868	227	1
14_Myog_60hr_MT_peak_20049_lociStitched	chr18	67368959	67408766	14	4362	18769.0005	3268.1547	228	1
5_Myog_60hr_MT_peak_23229_lociStitched	chr2	91291163	91308996	5	1179	17344.3758	1879.5982	229	1
5_Myog_60hr_MT_peak_12040_lociStitched	chr14	20874043	20894107	5	855	17951.2608	2552.1408	230	1
6_Myog_60hr_MT_peak_26527_lociStitched	chr3	123138320	123158761	6	1012	17585.3923	2195.3634	231	1
16_Myog_60hr_MT_peak_22398_lociStitched	chr2	31923725	31968808	16	4768	19782.4204	4400.1008	232	1
7_Myog_60hr_MT_peak_336_lociStitched	chr1	40272288	40290733	7	1348	17651.865	2287.18	233	1
11_Myog_60hr_MT_peak_15006_lociStitched	chr15	85600501	85614116	11	2872	17271.989	1971.452	234	1
