GENE_NAME	REFSEQ_ID	PROXIMAL_ENHANCERS	ENHANCER_RANKS
Cdk18	NM_008795	chr1:132122072-132131206,chr1:132145243-132152378	207,146
Lemd1	NM_001033250	chr1:132145243-132152378	146
Mir135b	NR_029777	chr1:132145243-132152378	146
Chrdl1	NM_031258	chrX:143338253-143346835	146
Nrp2	NM_010939	chr1:62713075-62725385	147
Cux1	NM_009986	chr5:136382352-136391117,chr5:136559185-136578616	376,149
Krt83	NM_001003668	chr15:101374965-101396751	150
Krt80	NM_028770	chr15:101374965-101396751	150
Krt7	NM_033073	chr15:101374965-101396751	150
Mir1941	NR_035462	chr15:101374965-101396751	150
Agap1	NM_178119	chr1:89680664-89714445	151
4933400F21Rik	NR_015540	chr1:89680664-89714445	151
Ldlrad3	NM_178886	chr2:102003424-102011830	152
Pofut2	NM_030262	chr10:77225474-77229761	153
Gm10941	NR_026944	chr10:77225474-77229761	153
Pip5kl1	NM_198191	chr2:32581558-32591245	154
St6galnac4	NM_001276425	chr2:32581558-32591245	154
St6galnac6	NM_001025310	chr2:32581558-32591245	154
Dpm2	NM_010073	chr2:32581558-32591245	154
Ak1	NM_021515	chr2:32581558-32591245	154
Fam102a	NM_153560	chr2:32581558-32591245	154
Hsf1	NM_008296	chr15:76472662-76484729	155
Bop1	NM_013481	chr15:76472662-76484729	155
Scx	NM_198885	chr15:76472662-76484729	155
Dgat1	NM_010046	chr15:76472662-76484729	155
Scrt1	NM_130893	chr15:76472662-76484729	155
Vgll4	NM_177683	chr6:114888940-114894156	158
Fto	NM_011936	chr8:91376561-91382055	158
C1rl	NM_181344	chr6:124474475-124487822	159
C1ra	NM_023143	chr6:124474475-124487822	159
Clstn3	NM_153508	chr6:124474475-124487822	159
Mbnl2	NM_207515	chr14:120323285-120324354,chr14:120339816-120355776,chr14:120377112-120381652	419,162,372
Plekha2	NM_031257	chr8:25068073-25075060	162
Htra4	NM_001081187	chr8:25068073-25075060	162
Kalrn	NM_177357	chr16:34090827-34100920	163
Creb3l2	NM_178661	chr6:37397002-37408167	165
Ttll8	NM_172818	chr15:88928011-88951583	166
Mov10l1	NM_031260	chr15:88928011-88951583	166
Mlc1	NM_133241	chr15:88928011-88951583	166
C330024C12Rik	NR_046016	chr17:87170335-87176355,chr17:87202556-87207359	202,166
Arhgap12	NM_029277	chr18:6024599-6034783	168
Dhrsx	NM_001033326	chr4_GL456216_random:49087-49400	169
Dusp1	NM_013642	chr17:26503020-26514979,chr17:26529718-26536032	170,301
Ergic1	NM_026170	chr17:26605647-26615028,chr17:26503020-26514979,chr17:26529718-26536032	170,301,184
Bmper	NM_028472	chr9:23475373-23487555,chr9:23188306-23194935	406,171
Prr7	NM_001030296	chr13:55470460-55482831	172
Dbn1	NM_019813	chr13:55470460-55482831	172
F12	NM_021489	chr13:55470460-55482831	172
Grk6	NM_001038018	chr13:55470460-55482831	172
Dok3	NM_013739	chr13:55470460-55482831	172
Pdlim7	NM_001114088	chr13:55470460-55482831	172
Dock9	NM_001128308	chr14:121586159-121591943	172
Rap2b	NM_028712	chr3:61355528-61367199	173
Myo5a	NM_010864	chr9:75179395-75196512	174
Myo5c	NM_001081322	chr9:75179395-75196512	174
Tex10	NM_172304	chr4:48467049-48478612	175
Gm2694	NR_033430	chr8:87489948-87511547	175
Cbln1	NM_019626	chr8:87489948-87511547	175
Slc27a1	NM_011977	chr8:71579129-71580649	178
Mvb12a	NM_028617	chr8:71579129-71580649	178
Pgls	NM_025396	chr8:71579129-71580649	178
Nxnl1	NM_145598	chr8:71579129-71580649	178
Tmem221	NM_001100462	chr8:71579129-71580649	178
Bst2	NM_198095	chr8:71579129-71580649	178
Fam129c	NM_001166213	chr8:71579129-71580649	178
Glt25d1	NM_146211	chr8:71579129-71580649	178
Cadm1	NM_018770	chr9:47635194-47650486,chr9:47684296-47699119	178,227
Dlg5	NM_001163513	chr14:24199744-24213822	180
D430041D05Rik	NM_001033347	chr2:104147754-104155439	181
A930018P22Rik	NM_026634	chr2:104147754-104155439	181
Nod2	NM_145857	chr8:88650221-88653541	181
Snx20	NM_027840	chr8:88650221-88653541	181
Cyld	NM_001128171	chr8:88650221-88653541	181
Gm10639	NM_001122660	chr9:78295162-78301891	183
Omt2a	NM_001111286	chr9:78295162-78301891	183
Gm3776	NM_001243092	chr9:78295162-78301891	183
Gsta2	NM_008182	chr9:78295162-78301891	183
Omt2b	NM_205822	chr9:78295162-78301891	183
Tcf7l1	NM_009332	chr6:72706155-72714336	186
2810407C02Rik	NM_001040396	chr3:58569702-58592977	187
Eif2a	NM_001005509	chr3:58569702-58592977	187
Serp1	NM_030685	chr3:58569702-58592977	187
Fam194a	NM_001081262	chr3:58569702-58592977	187
Ift88	NM_009376	chr14:57417431-57430293	188
Cryl1	NM_030004	chr14:57417431-57430293	188
Pdgfrb	NM_001146268	chr18:61047698-61058709	189
Csf1r	NM_001037859	chr18:61047698-61058709	189
Slc6a7	NM_201353	chr18:61047698-61058709	189
Cdx1	NM_009880	chr18:61047698-61058709	189
Lrch3	NM_001081255	chr16:32924140-32957923	190
Fyttd1	NM_027226	chr16:32924140-32957923	190
Acot7	NM_133348	chr4:152260423-152268378	190
Gpr153	NM_178406	chr4:152260423-152268378	190
Hes3	NM_008237	chr4:152260423-152268378	190
Icmt	NR_037908	chr4:152260423-152268378	190
Best3	NM_001007583	chr10:116998214-117010394,chr10:117021105-117034064	191,191
4933412E12Rik	NR_038026	chr10:116998214-117010394	191
D630029K05Rik	NR_027847	chr10:116998214-117010394	191
Lrrc10	NM_146242	chr10:116998214-117010394,chr10:117021105-117034064	191,191
Rab3ip	NM_001003950	chr10:116998214-117010394	191
Cct2	NM_007636	chr10:117021105-117034064	191
Arid5a	NR_033310	chr1:36303529-36326257	192
Neurl3	NM_153408	chr1:36303529-36326257	192
Fer1l5	NM_001277076	chr1:36303529-36326257	192
Kansl3	NM_172652	chr1:36303529-36326257	192
Fermt2	NM_146054	chr14:45506321-45515646	192
4930527F14Rik	NR_045809	chr14:45506321-45515646	192
Utrn	NM_011682	chr10:12858196-12878894,chr10:12884850-12890740	193,407
Csf1	NM_001113529	chr3:107737772-107747931	196
Ahcyl1	NM_145542	chr3:107737772-107747931	196
Med30	NM_027212	chr15:52705654-52726560	197
Sowahb	NM_175270	chr5:93020470-93022438,chr5:93085079-93105808	267,197
Sept11	NM_001009818	chr5:93085079-93105808	197
Syne2	NM_001005510	chr12:76015042-76026147,chr12:76051647-76063004	199,346
Kcnn4	NM_001163510	chr7:24387358-24395117	201
Lypd5	NM_029806	chr7:24387358-24395117	201
Tex2	NM_198292	chr11:106574596-106583316	202
Eva1c	NM_027627	chr16:90882411-90893313	203
1110004E09Rik	NM_026502	chr16:90882411-90893313	203
Cdh13	NM_019707	chr8:118349208-118350139	203
Mdfic	NM_175088	chr6:15726612-15750936,chr6:15789332-15797631	287,206
Auh	NM_016709	chr13:52902409-52910371	208
Yeats2	NM_001145931	chr16:20137425-20149647	209
Klhl24	NM_029436	chr16:20137425-20149647	209
Vav2	NM_009500	chr2:27316486-27328889	209
4930552P12Rik	NR_045318	chr19:55635463-55647955	211
Ets1	NM_011808	chr9:32700463-32716724	211
Mir205	NR_029592	chr1:193519615-193528675	212
Mid2	NM_011845	chrX:140660886-140666773	215
Cacna1a	NM_001252061	chr8:84501295-84502352	217
Nadsyn1	NM_030221	chr7:143798618-143801700	218
Mrgpre	NM_175534	chr7:143798618-143801700	218
Mrgprg	NM_203492	chr7:143798618-143801700	218
Dhcr7	NM_007856	chr7:143798618-143801700	218
Nedd9	NM_001111324	chr13:41321389-41340472,chr13:41364315-41375971	340,219
Plec	NM_201386	chr15:76190118-76193037	219
Mir1942	NR_035463	chr15:76190118-76193037	219
Btg1	NM_007569	chr10:96621661-96633256	221
Adamtsl3	NM_001190374	chr7:82405539-82413414	221
Wdsub1	NM_028118	chr2:59874721-59886344	223
Pbp2	NM_029595	chr6:135319391-135332170	223
Emp1	NM_010128	chr6:135319391-135332170	223
Abcc4	NM_001163675	chr14:118568023-118576206	224
Fam129a	NM_022018	chr1:151662895-151693241	225
Prss22	NM_133731	chr17:23993588-24000808	227
Prss27	NM_175440	chr17:23993588-24000808	227
Sbpl	NM_001077421	chr17:23993588-24000808	227
Prss30	NM_013921	chr17:23993588-24000808	227
Pdlim2	NM_001253736	chr14:70170222-70173809	228
Sorbs3	NM_001271407	chr14:70170222-70173809	228
9930012K11Rik	NM_001004155	chr14:70170222-70173809	228
2610301G19Rik	NM_146055	chr14:70170222-70173809	228
Zfp36l2	NM_001001806	chr17:84148590-84153418	229
Ttc3	NM_009441	chr16:94446325-94453043	230
Wnt2b	NM_009520	chr3:104992807-105001702	230
Ddr2	NM_022563	chr1:170051660-170061379	233
Arhgap44	NM_001099288	chr11:65055673-65066830	235
Lrp12	NM_172814	chr15:39925965-39929494	236
AU022793	NR_045719	chr15:39925965-39929494	236
Dkk3	NM_015814	chr7:112202207-112213984	236
Mical2	NM_177282	chr7:112202207-112213984	236
Mir34a	NR_029751	chr4:150050359-150060427	237
Gpr157	NM_177366	chr4:150050359-150060427	237
H6pd	NM_173371	chr4:150050359-150060427	237
Trio	NM_001081302	chr15:27777583-27784582	238
Dnttip2	NM_153806	chr3:122317346-122349030	239
Mir760	NR_030439	chr3:122317346-122349030	239
Wdr25	NM_177602	chr12:108927397-108937177	240
Wars	NM_001164488	chr12:108927397-108937177	240
Arid1a	NM_001080819	chr4:133729358-133737355	241
Itga11	NM_176922	chr9:62621214-62632579	241
Cmklr1	NM_008153	chr5:113629281-113634713	242
Car8	NM_007592	chr4:8199842-8213340	243
Tsen2	NM_199033	chr6:115513178-115539194	243
Cyb5b	NM_025558	chr8:107198566-107209515	244
Tiam2	NM_001122998	chr17:3481928-3492127	245
Cldn20	NM_001101560	chr17:3481928-3492127	245
Farp1	NM_134082	chr14:121112054-121112404	246
Rbfox2	NM_001110828	chr15:77069036-77098231	247
Mb	NM_013593	chr15:77069036-77098231	247
Apol6	NM_028010	chr15:77069036-77098231	247
Sestd1	NM_175465	chr2:77235189-77250137	247
Cd53	NM_007651	chr3:106830221-106832358	251
Olfr266	NM_146489	chr3:106830221-106832358	251
Gpatch2	NM_026367	chr1:187293710-187303344	252
Fam20b	NM_145413	chr1:156679797-156686484	253
Tor3a	NM_023141	chr1:156679797-156686484	253
Cda	NM_028176	chr4:138343310-138363883	253
Pink1	NM_026880	chr4:138343310-138363883	253
Ddost	NM_007838	chr4:138343310-138363883	253
Fam43b	NM_001081672	chr4:138343310-138363883	253
Adamtsl1	NM_029967	chr4:86040204-86045760	254
Zfp281	NM_177643	chr1:136656992-136665796	255
Gm19705	NR_045325	chr1:136656992-136665796	255
Gm16880	NR_037986	chr1:136656992-136665796	255
Dnm1	NM_010065	chr2:32341569-32343320	255
Ciz1	NM_001252538	chr2:32341569-32343320	255
Mir199b	NR_029811	chr2:32341569-32343320	255
Lcn2	NM_008491	chr2:32341569-32343320	255
1110008P14Rik	NM_198001	chr2:32341569-32343320	255
Dpy19l3	NM_178704	chr7:35747620-35747870	256
Fert2	NM_001037997	chr17:64081077-64098215	257
Anapc4	NM_024213	chr5:52864385-52865814	258
Tomm5	NM_001134646	chr4:45124289-45126386,chr4:45142792-45149458	514,260
Frmpd1	NM_001081172	chr4:45142792-45149458	260
Mgll	NM_011844	chr6:88746286-88774356	260
Kcnf1	NM_201531	chr12:17220644-17230972	262
Pdia6	NM_027959	chr12:17220644-17230972	262
Fscn1	NM_007984	chr5:142963901-142974948	263
Myl10	NM_001085387	chr5:136661228-136664363	264
Fam46b	NM_175307	chr4:133485867-133494658,chr4:133431623-133440533	265,359
Nap1l4	NM_008672	chr7:143506158-143518894	268
Phlda2	NM_009434	chr7:143506158-143518894	268
Slc22a18	NM_008767	chr7:143506158-143518894	268
Cdkn1c	NM_009876	chr7:143506158-143518894	268
Chd9	NM_177224	chr8:90876346-90877640	268
Kif18b	NM_197959	chr11:102918247-102921030	269
Fam187a	NM_025766	chr11:102918247-102921030	269
