GENE_NAME	REFSEQ_ID	PROXIMAL_ENHANCERS	ENHANCER_RANKS
Lmna	NM_019390	chr3:88488393-88510356	36
Sema4a	NM_013658	chr3:88488393-88510356	36
Ubqln4	NM_033526	chr3:88488393-88510356	36
Rab25	NM_016899	chr3:88488393-88510356	36
Mex3a	NM_001029890	chr3:88488393-88510356	36
Mir1905	NR_035434	chr3:88488393-88510356	36
Lamtor2	NM_031248	chr3:88488393-88510356	36
Diap1	NM_007858	chr18:37825463-37850028	37
Pcdhga9	NM_033592	chr18:37825463-37850028	37
Pcdhgb1	NM_033574	chr18:37825463-37850028	37
Pcdhgc3	NM_033581	chr18:37825463-37850028	37
Pcdhga12	NM_033595	chr18:37825463-37850028	37
Pcdhgb5	NM_033577	chr18:37825463-37850028	37
Pcdhga6	NM_033589	chr18:37825463-37850028	37
Pcdhga3	NM_033586	chr18:37825463-37850028	37
Pcdhgb7	NM_033579	chr18:37825463-37850028	37
Pcdhgb4	NM_033576	chr18:37825463-37850028	37
Pcdhga2	NM_033585	chr18:37825463-37850028	37
Pcdhga10	NM_033593	chr18:37825463-37850028	37
Pcdhga1	NM_033584	chr18:37825463-37850028	37
Pcdhga11	NM_033594	chr18:37825463-37850028	37
Pcdhgb2	NM_033575	chr18:37825463-37850028	37
Pcdhgb8	NM_033580	chr18:37825463-37850028	37
Pcdhga8	NM_033591	chr18:37825463-37850028	37
Pcdhgb6	NM_033578	chr18:37825463-37850028	37
Pcdhga7	NM_033590	chr18:37825463-37850028	37
Pcdhga4	NM_033587	chr18:37825463-37850028	37
Pcdhgc5	NM_033583	chr18:37825463-37850028	37
Pcdha4-g	NM_001174154	chr18:37825463-37850028	37
Pcdhga5	NM_033588	chr18:37825463-37850028	37
Pcdhgc4	NM_033582	chr18:37825463-37850028	37
Rbfox2	NM_001110828	chr15:77150501-77163843	38
Mkl1	NM_153049	chr15:81031748-81069270,chr15:81031748-81069270,chr15:81120221-81128557	38,38,839
Socs2	NM_001168657	chr10:95457795-95472398	39
Ube2n	NM_080560	chr10:95457795-95472398	39
Mrpl42	NM_026065	chr10:95457795-95472398	39
5730420D15Rik	NR_045339	chr10:95457795-95472398	39
Myo1e	NM_181072	chr9:70198119-70255320	39
1700045H11Rik	NR_040649	chr4:150772335-150809706	41
Errfi1	NM_133753	chr4:150772335-150809706	41
Myo10	NM_019472	chr15:25625539-25646170,chr15:25761735-25775405	181,42
Fyn	NM_008054	chr10:39307359-39322396	43
Tjp1	NM_009386	chr7:65388230-65463832,chr7:65388230-65463832	43,43
Sorbs2	NM_001205219	chr8:45527405-45529996,chr8:45596102-45611181,chr8:45815370-45845136	213,46,48
Jph2	NM_001205076	chr2:163344958-163365003	48
D330022K07Rik	NR_045739	chr8:45815370-45845136	48
Pdlim3	NM_016798	chr8:45815370-45845136	48
Btg2	NM_007570	chr1:134060825-134099585	51
Chit1	NM_027979	chr1:134060825-134099585	51
Fmod	NM_021355	chr1:134060825-134099585	51
Ppp1r13b	NM_011625	chr12:111846039-111853419	52
Zfyve21	NM_026752	chr12:111846039-111853419	52
Xrcc3	NM_028875	chr12:111846039-111853419	52
Prpf40b	NM_018786	chr15:99249032-99255701,chr15:99332917-99352652	888,52
Fam186b	NM_001081254	chr15:99249032-99255701,chr15:99332917-99352652	888,52
Fmnl3	NM_011711	chr15:99332917-99352652	52
Tmbim6	NM_026669	chr15:99332917-99352652	52
Pkig	NM_011106	chr2:163661370-163722825	52
0610039K10Rik	NR_028113	chr2:163661370-163722825	52
Serinc3	NM_012032	chr2:163661370-163722825	52
Ada	NM_001272052	chr2:163661370-163722825	52
Sorcs2	NM_030889	chr5:36067339-36085863,chr5:36356646-36380414	158,54
Zmiz1	NM_183208	chr14:25470527-25519993,chr14:25470527-25519993	57,57
Mir3075	NR_037236	chr14:25470527-25519993,chr14:25470527-25519993	57,57
Banp	NM_001110100	chr8:121872090-121902040,chr8:121990936-122055861	150,58
Car5a	NM_007608	chr8:121872090-121902040,chr8:121990936-122055861	150,58
Ptgis	NM_008968	chr2:167232189-167336911	59
B4galt5	NM_019835	chr2:167232189-167336911	59
Kcnb1	NM_008420	chr2:167232189-167336911	59
Zcchc24	NM_001101433	chr14:25734732-25766136	61
Ppif	NM_134084	chr14:25734732-25766136	61
Ppifos	NR_028021	chr14:25734732-25766136	61
Wisp1	NM_018865	chr15:66877813-66906657	63
Sla	NM_001029841	chr15:66877813-66906657	63
Mrpl33	NM_025796	chr5:31602339-31610671,chr5:31627637-31637241	110,63
Rbks	NM_153196	chr5:31627637-31637241	63
Eif3k	NM_028659	chr7:28949394-28972208	64
Actn4	NM_021895	chr7:28949394-28972208	64
Map4k1	NM_008279	chr7:28949394-28972208	64
Lrrfip1	NM_001111312	chr1:91022595-91032833	65
Macf1	NM_001199137	chr4:123422619-123426159,chr4:123588779-123625939,chr4:123588779-123625939	66,317,317
D830031N03Rik	NM_001167918	chr4:123422619-123426159	66
Akap6	NM_198111	chr12:52816482-52878079	68
Ppargc1b	NM_133249	chr18:61360666-61384960	69
Lpar1	NM_172989	chr4:58460398-58477916	69
Mir3095	NR_037278	chr4:58460398-58477916	69
Rbm20	NM_001170847	chr19:53731696-53760314,chr19:53649013-53670855	950,71
Tns3	NM_001083587	chr11:8429432-8446313,chr11:8532824-8557460,chr11:8678261-8704167	72,722,351
4930452A19Rik	NR_045433	chr17:9744066-9761076	72
Lif	NM_001039537	chr11:4271023-4302574	73
Osm	NM_001013365	chr11:4271023-4302574	73
Pla2r1	NM_008867	chr2:60600970-60646906,chr2:60600970-60646906	74,74
Popdc2	NM_022318	chr16:38368375-38389648	77
Maats1	NM_001081025	chr16:38368375-38389648	77
Cox17	NM_001017429	chr16:38368375-38389648	77
Pla1a	NM_134102	chr16:38368375-38389648	77
Lama5	NM_001081171	chr2:180185323-180228880	78
Adrm1	NM_019822	chr2:180185323-180228880	78
Cables2	NM_145851	chr2:180185323-180228880	78
Rps21	NM_025587	chr2:180185323-180228880	78
Mir3091	NR_037274	chr2:180185323-180228880	78
Bcl2l1	NM_009743	chr2:152781101-152826662	79
Cox4i2	NM_053091	chr2:152781101-152826662	79
Id1	NM_010495	chr2:152781101-152826662	79
Tpx2	NM_001141977	chr2:152781101-152826662	79
Morn1	NM_001081100	chr4:155118397-155149155	81
Rer1	NM_026395	chr4:155118397-155149155	81
Bahcc1	NM_198423	chr11:120206990-120273931	82
2810410L24Rik	NR_030682	chr11:120206990-120273931	82
Btd	NM_025295	chr14:31660738-31670106	82
Hacl1	NM_019975	chr14:31660738-31670106	82
Musk	NM_010944	chr4:58268883-58289047	85
Rnf216	NM_080561	chr5:143040814-143054208	86
Adamts6	NM_001081020	chr13:104494353-104510910	87
Cd82	NM_001136055	chr2:93426004-93470340	87
Gm10804	NR_040533	chr2:93426004-93470340	87
Gm13807	NR_040529	chr2:93426004-93470340	87
1700123M08Rik	NR_040577	chr4:11978686-12009521	88
Pdp1	NM_001098230	chr4:11978686-12009521	88
Gsn	NM_001206368	chr2:35250314-35278019	89
Rab14	NM_026697	chr2:35250314-35278019	89
Mtdh	NM_026002	chr15:34043248-34057815	91
Midn	NM_021565	chr10:80144990-80165259	92
Atp5d	NM_025313	chr10:80144990-80165259	92
Bc1	NR_038088	chr10:80144990-80165259	92
Cirbp	NM_007705	chr10:80144990-80165259	92
Dos	NR_036582	chr10:80144990-80165259	92
Efna2	NM_007909	chr10:80144990-80165259	92
Stk11	NM_011492	chr10:80144990-80165259	92
Sbno2	NM_183426	chr10:80144990-80165259	92
1600002K03Rik	NM_027207	chr10:80144990-80165259	92
Brf1	NM_028193	chr12:112937870-112961715,chr12:113018853-113041777	755,93
Btbd6	NM_201646	chr12:112937870-112961715,chr12:113018853-113041777	755,93
Pacs2	NM_001081170	chr12:113018853-113041777	93
Tex22	NM_029381	chr12:113018853-113041777	93
Cbx5	NM_001076789	chr15:103220875-103233395	93
Copz1	NM_019817	chr15:103220875-103233395	93
Nfe2	NM_008685	chr15:103220875-103233395	93
Hnrnpa1	NM_001039129	chr15:103220875-103233395	93
Sil1	NM_030749	chr18:35353023-35383763	97
Myl1	NM_001113387	chr1:66922108-66957819	99
Coro1c	NM_011779	chr5:113845709-113883509	99
Tmem119	NM_146162	chr5:113845709-113883509	99
Selplg	NM_009151	chr5:113845709-113883509	99
Plau	NM_008873	chr14:20805049-20806815,chr14:20874034-20894107	499,100
Vcl	NM_009502	chr14:20874034-20894107	100
Nes	NM_016701	chr3:87973666-87987100	100
Rrnad1	NM_153562	chr3:87973666-87987100	100
Crabp2	NM_007759	chr3:87973666-87987100	100
Hapln2	NM_022031	chr3:87973666-87987100	100
Bcan	NM_007529	chr3:87973666-87987100	100
Isg20l2	NM_177663	chr3:87973666-87987100	100
Myl12a	NM_026064	chr17:70993542-70998865	101
Myom1	NM_001083934	chr17:70993542-70998865	101
Myl12b	NM_023402	chr17:70993542-70998865	101
Mir181c	NR_029821	chr8:84192088-84203790	102
Zswim4	NM_172503	chr8:84192088-84203790	102
Mir181d	NR_030534	chr8:84192088-84203790	102
4930432K21Rik	NM_001163752	chr8:84192088-84203790	102
D8Ertd738e	NM_001007571	chr8:84192088-84203790	102
Nanos3	NM_194059	chr8:84192088-84203790	102
Cc2d1a	NM_145970	chr8:84192088-84203790	102
Mir3074-2	NR_037294	chr8:84192088-84203790	102
Mir24-2	NR_029741	chr8:84192088-84203790	102
Mir23a	NR_029740	chr8:84192088-84203790	102
Mir27a	NR_029746	chr8:84192088-84203790	102
Synpo2	NM_080451	chr3:123138282-123139875	103
Mir365-2	NR_029959	chr11:79716284-79739526	107
Mir193	NR_029579	chr11:79716284-79739526	107
4930542H20Rik	NR_045898	chr11:79716284-79739526	107
Plcb4	NM_013829	chr2:135848131-135875810,chr2:135734035-135738765	194,107
Ppfibp1	NM_001170433	chr6:146899667-146909245,chr6:146941786-146961247	507,108
1700034J05Rik	NM_001164236	chr6:146941786-146961247,chr6:146899667-146909245	507,108
Nt5c2	NM_001164363	chr19:46899919-46944719	109
Ankrd33b	NM_026153	chr15:31302311-31338855,chr15:31302311-31338855	110,110
AI839979	NR_102275	chr5:31602339-31610671	110
Foxo6	NM_194060	chr4:120223152-120291382,chr4:120223152-120291382	111,111
Cacna2d1	NM_001110844	chr5:15948759-15985497	112
5430440P10Rik	NR_045859	chr14:105359921-105388072	113
Bcl3	NM_033601	chr7:19777072-19840770	113
Cblc	NM_001161844	chr7:19777072-19840770	113
Gm19345	NM_001270489	chr7:19777072-19840770	113
Ceacam16	NM_001033419	chr7:19777072-19840770	113
Bcam	NM_020486	chr7:19777072-19840770	113
Pvrl2	NM_001159724	chr7:19777072-19840770	113
Ceacam19	NM_177036	chr7:19777072-19840770,chr7:19928781-19940143	113,824
Nfix	NM_001081982	chr8:84719393-84760003,chr8:84719393-84760003	115,115
Lyl1	NM_008535	chr8:84719393-84760003,chr8:84719393-84760003	115,115
Trmt1	NM_001164559	chr8:84719393-84760003,chr8:84719393-84760003	115,115
Nacc1	NM_025788	chr8:84719393-84760003,chr8:84719393-84760003	115,115
Setd1b	NM_001040398	chr5:123135530-123155699	116
Rhof	NM_175092	chr5:123135530-123155699	116
Hpd	NM_008277	chr5:123135530-123155699	116
Swap70	NM_009302	chr7:110273747-110301063	118
Crybb1	NM_023695	chr5:112260304-112288023	120
Tpst2	NM_009419	chr5:112260304-112288023	120
Tfip11	NM_018783	chr5:112260304-112288023	120
Miat	NR_003718	chr5:112260304-112288023	120
Cryba4	NM_021351	chr5:112260304-112288023	120
Sh3pxd2a	NM_008018	chr19:47379192-47459544,chr19:47379192-47459544,chr19:47486062-47492271	214,214,121
Obfc1	NM_175360	chr19:47486062-47492271	121
Gm19557	NR_045322	chr19:47486062-47492271	121
Prune2	NM_181348	chr19:16950087-16966385	124
Bri3	NM_001163709	chr5:144258876-144296224	124
Baiap2l1	NM_025833	chr5:144258876-144296224	124
Gm15708	NR_040432	chr5:144258876-144296224	124
Tecpr1	NM_027410	chr5:144258876-144296224	124
Clcn5	NM_001243762	chrX:7276598-7293636	125
Mir532	NR_030242	chrX:7276598-7293636	125
Mir362	NR_029851	chrX:7276598-7293636	125
Mir501	NR_030496	chrX:7276598-7293636	125
Mir188	NR_029574	chrX:7276598-7293636	125
Mir500	NR_030495	chrX:7276598-7293636	125
Tmsb10	NM_001039392	chr6:72976912-72989415	127
Gm16197	NR_036469	chr17:29049127-29063550	128
Stk38	NM_134115	chr17:29049127-29063550	128
Cdkn1a	NM_001111099	chr17:29049127-29063550	128
Srsf3	NM_013663	chr17:29049127-29063550	128
Rptor	NM_028898	chr11:119607621-119643660,chr11:119794707-119826133,chr11:119794707-119826133,chr11:119856036-119891681	583,129,129,520
A430071A18Rik	NR_045313	chr11:119794707-119826133,chr11:119794707-119826133,chr11:119856036-119891681	129,129,520
Dlgap4	NM_001042488	chr2:156716846-156737231	130
4930405A21Rik	NR_040505	chr2:156716846-156737231	130
Myl9	NM_172118	chr2:156716846-156737231	130
Serpinb6b	NM_011454	chr13:32922621-32934885	131
Serpinb1c	NM_173051	chr13:32922621-32934885	131
Mb	NM_001164047	chr15:77008918-77041109,chr15:77008918-77041109	131,131
Apol6	NM_028010	chr15:77008918-77041109,chr15:77008918-77041109	131,131
Abca4	NM_007378	chr3:122088274-122097484	132
Arid5b	NM_023598	chr10:68146955-68166714	134
Tacc2	NM_001004468	chr7:130596576-130646176	134
Nsmce4a	NM_001162855	chr7:130596576-130646176	134
Hspg2	NM_008305	chr4:137474110-137498529	135
Cela3b	NM_026419	chr4:137474110-137498529	135
1700013G24Rik	NM_027063	chr4:137474110-137498529	135
4930414L22Rik	NR_046011	chr6:72473609-72493206	136
Mat2a	NM_145569	chr6:72473609-72493206	136
Cdk5r1	NM_009871	chr11:80479448-80512605	137
Myo1d	NM_177390	chr11:80479448-80512605	137
Bicd2	NM_029791	chr13:49344583-49372723	140
Fgd3	NM_015759	chr13:49344583-49372723	140
Ippk	NM_001276399	chr13:49344583-49372723	140
Cxxc5	NM_133687	chr18:35814846-35847869	141
Ube2d2a	NM_019912	chr18:35814846-35847869	141
Cdkl3	NM_001166654	chr11:52071806-52089330	142
Mir3061	NR_037221	chr11:52071806-52089330	142
Ppp2ca	NM_019411	chr11:52071806-52089330	142
Arl6ip5	NM_022992	chr6:97216266-97240467	143
Lmod3	NM_001081157	chr6:97216266-97240467	143
Tmf1	NM_001081111	chr6:97216266-97240467	143
Uba3	NM_001111106	chr6:97216266-97240467	143
Adam19	NM_009616	chr11:46062215-46073355,chr11:46116609-46127958	475,144
Nipal4	NM_172524	chr11:46116609-46127958	144
Myod1	NM_010866	chr7:46329769-46380963	144
Kcnc1	NM_001112739	chr7:46329769-46380963	144
Ahdc1	NM_146155	chr4:133070796-133118134,chr4:133070796-133118134	146,146
Wasf2	NM_153423	chr4:133070796-133118134,chr4:133070796-133118134	146,146
Dusp10	NM_022019	chr1:184037072-184066382	148
1700056E22Rik	NM_028516	chr1:184037072-184066382	148
Slc7a5	NM_011404	chr8:121872090-121902040	150
BC048644	NM_001033485	chr8:121872090-121902040	150
Klhdc4	NM_145605	chr8:121872090-121902040	150
Rhob	NM_007483	chr12:8431913-8457397	153
Plxna1	NM_008881	chr6:89308303-89350756	153
4933433G15Rik	NR_040719	chr9:75422388-75436244	156
Mapk6	NM_015806	chr9:75422388-75436244	156
Leo1	NM_001039522	chr9:75422388-75436244	156
2310020H05Rik	NR_045495	chr13:99058599-99071706	157
Ttll11	NM_029774	chr2:35889908-35911027	158
Prrc2b	NM_172661	chr2:32162277-32174724	159
Shb	NM_001033306	chr4:45423811-45473495,chr4:45423811-45473495,chr4:45489682-45493399,chr4:45506729-45525037	160,160,819,474
Slc25a51	NM_001009949	chr4:45423811-45473495,chr4:45423811-45473495	160,160
Tbc1d1	NM_019636	chr5:64196192-64207153	162
Sept11	NM_001009818	chr5:93106079-93137512	162
Fbxo32	NM_026346	chr15:58192237-58220064	165
Micu1	NM_144822	chr10:59792837-59825797,chr10:59792837-59825797	167,167
Rhobtb1	NM_001081347	chr10:69185906-69188142	167
Pdlim4	NM_019417	chr11:54059451-54075686	168
Slc22a4	NM_019687	chr11:54059451-54075686	168
P4ha2	NM_011031	chr11:54059451-54075686	168
Ptpra	NM_008980	chr2:130488574-130497224	168
Pex19	NM_001159525	chr1:172132332-172140449	170
Copa	NM_009938	chr1:172132332-172140449	170
Ncstn	NM_021607	chr1:172132332-172140449	170
Dcaf8	NM_153555	chr1:172132332-172140449	170
2310069B03Rik	NR_040520	chr6:82854348-82887132	170
Ccdc141	NM_001025576	chr2:77020234-77051950,chr2:77020234-77051950,chr2:77102540-77127231,chr2:77177632-77200698	172,172,516,401
Ttn	NM_028004	chr2:77020234-77051950,chr2:77020234-77051950	172,172
Tiparp	NM_178892	chr3:65469347-65482968	173
4931440P22Rik	NR_027955	chr3:65469347-65482968	173
Col4a2	NM_009932	chr8:11372165-11387507	175
Fgfr4	NM_008011	chr13:55156211-55174781	176
Nsd1	NM_008739	chr13:55156211-55174781	176
Ccdc162	NM_001177571	chr10:41538539-41555332	177
Smpd2	NM_009213	chr10:41538539-41555332	177
Ppil6	NM_028430	chr10:41538539-41555332	177
Cd164	NM_016898	chr10:41538539-41555332	177
5730435O14Rik	NR_045341	chr10:41538539-41555332	177
Adamts14	NM_001081127	chr10:61275569-61294588	177
Prf1	NM_011073	chr10:61275569-61294588	177
Ski	NM_011385	chr4:155162515-155178718	178
Ncor2	NM_011424	chr5:125040259-125082026,chr5:125226239-125254259	182,380
Fam101a	NM_028443	chr5:125040259-125082026	182
Notch1	NM_008714	chr2:26480227-26557050	185
Sec16a	NM_153125	chr2:26480227-26557050	185
Agpat2	NM_026212	chr2:26480227-26557050	185
Egfl7	NM_001164564	chr2:26480227-26557050	185
Mir126	NR_029541	chr2:26480227-26557050	185
Rnf150	NM_177378	chr8:82846581-82960471	185
Synpo	NM_001109975	chr18:60595320-60619863	186
Myoz3	NM_133363	chr18:60595320-60619863	186
Rbm22	NM_025776	chr18:60595320-60619863	186
G630071F17Rik	NR_045401	chr18:60595320-60619863	186
Myo18a	NM_011586	chr11:77783239-77814317	187
Fam53b	NM_175268	chr7:132697492-132773699	188
Lhpp	NM_029609	chr7:132697492-132773699	188
Usp44	NM_001206851	chr10:93792831-93801275	189
Vgll2	NM_153786	chr10:51975223-51982816	190
Man1c1	NM_207237	chr4:134579361-134645834	190
Mtfr1l	NM_001256112	chr4:134579361-134645834	190
Sepn1	NM_029100	chr4:134579361-134645834	190
Pacsin2	NM_011862	chr15:83469373-83474477	192
Ttll1	NM_178869	chr15:83469373-83474477	192
Cdc42ep1	NM_027219	chr15:78832735-78836609	198
Gga1	NM_145929	chr15:78832735-78836609	198
Card10	NM_130859	chr15:78832735-78836609	198
Lgals2	NM_025622	chr15:78832735-78836609	198
Gm9897	NM_001042670	chr5:4234506-4246787	198
Kbtbd11	NM_029116	chr8:14986732-15003807,chr8:15049593-15073174	447,199
BB014433	NR_037972	chr8:14986732-15003807,chr8:15049593-15073174	447,199
Myom2	NM_008664	chr8:15049593-15073174	199
Amotl2	NM_019764	chr9:102715087-102736389	200
Gm5627	NR_033301	chr9:102715087-102736389	200
Ccdc88c	NM_026681	chr12:100977626-101008535,chr12:100977626-101008535	202,202
Mir1190	NR_035421	chr12:100977626-101008535,chr12:100977626-101008535	202,202
Npas4	NM_153553	chr19:5013311-5021722	204
Slc29a2	NM_007854	chr19:5013311-5021722	204
Rin1	NM_145495	chr19:5013311-5021722	204
B3gnt1	NM_175383	chr19:5013311-5021722	204
Brms1	NM_134155	chr19:5013311-5021722	204
Cd248	NM_054042	chr19:5013311-5021722	204
Cds2	NM_138651	chr2:132203893-132222089	205
Tmem230	NM_001141971	chr2:132203893-132222089	205
Pcna	NM_011045	chr2:132203893-132222089	205
Iqck	NM_001081446	chr7:118908940-118931859	206
Lhfpl2	NM_172589	chr13:94166679-94190708	207
Mnat1	NM_008612	chr12:73197467-73210794	208
Cdh2	NM_007664	chr18:16730265-16745396	208
Hivep2	NM_010437	chr10:13983012-14000620,chr10:14017950-14049502,chr10:14017950-14049502	571,213,213
Osgin1	NM_027950	chr8:119420396-119440376	215
Necab2	NM_054095	chr8:119420396-119440376	215
Mlycd	NM_019966	chr8:119420396-119440376	215
Stim2	NM_001081103	chr5:53933723-53952995	216
Ccnd3	NM_001081636	chr17:47511175-47523514	217
Taf8	NM_022015	chr17:47511175-47523514	217
Chst3	NM_016803	chr10:60191744-60209567	218
Utrn	NM_011682	chr10:12804804-12824016	221
Parva	NM_020606	chr7:112454131-112491102	224
Dnajb12	NM_019965	chr10:59885459-59919827	225
Ddit4	NM_029083	chr10:59885459-59919827	225
Bmpr1a	NM_009758	chr14:34440695-34465717	226
Gpc1	NM_016696	chr1:92766643-92814639	227
Mir149	NR_029559	chr1:92766643-92814639	227
1110051M20Rik	NM_175123	chr2:91291163-91299790	229
Pacsin3	NM_030880	chr2:91291163-91299790	229
Arfgap2	NM_023854	chr2:91291163-91299790	229
Aif1l	NM_145144	chr2:31923725-31968808	232
Lamc3	NM_011836	chr2:31923725-31968808	232
Nup214	NM_172268	chr2:31923725-31968808	232
Itga5	NM_010577	chr15:103359209-103372066	233
Gpr84	NM_030720	chr15:103359209-103372066	233
Zfp385a	NM_013866	chr15:103359209-103372066	233
5430427M07Rik	NR_045858	chr12:91055528-91070961	234
Cep128	NM_181815	chr12:91055528-91070961	234
Mir669c	NR_030473	chr12:91055528-91070961	234
Leprel4	NM_176830	chr11:100372810-100408913	236
Jup	NM_010593	chr11:100372810-100408913	236
Nt5c3b	NM_001102650	chr11:100372810-100408913	236
Klhl10	NM_025727	chr11:100372810-100408913	236
Gast	NM_010257	chr11:100372810-100408913	236
Fkbp10	NM_010221	chr11:100372810-100408913	236
Hap1	NM_177981	chr11:100372810-100408913	236
Chn2	NM_001163640	chr6:54248759-54264749	236
Pigu	NM_001004721	chr2:155265556-155294171	237
Map1lc3a	NM_025735	chr2:155265556-155294171	237
Dynlrb1	NM_025947	chr2:155265556-155294171	237
Phlda3	NM_013750	chr1:135763528-135779472	238
Csrp1	NM_007791	chr1:135763528-135779472	238
Lad1	NM_133664	chr1:135763528-135779472	238
Tnni1	NM_001112702	chr1:135763528-135779472	238
Mir27b	NR_029531	chr13:63245355-63253440	238
Mir23b	NR_029530	chr13:63245355-63253440	238
Mir3074-1	NR_037235	chr13:63245355-63253440	238
Gm16907	NR_045794	chr13:63245355-63253440	238
Mir24-1	NR_029575	chr13:63245355-63253440	238
Bhlhe41	NM_024469	chr6:145855812-145872319	239
Rassf8	NM_027760	chr6:145855812-145872319	239
Smad3	NM_016769	chr9:63642286-63665671	241
Iqch	NM_030068	chr9:63642286-63665671	241
Aagab	NM_025857	chr9:63642286-63665671	241
Ppap2a	NM_008903	chr13:112754957-112778719	242
Gadd45g	NM_011817	chr13:51880081-51902643	244
Sfxn2	NM_053196	chr19:46517722-46524112	246
Arl3	NM_019718	chr19:46517722-46524112	246
Trim8	NM_053100	chr19:46517722-46524112	246
Gm5468	NR_027376	chr15:25448984-25460160	247
Basp1	NM_027395	chr15:25448984-25460160	247
Gsto2	NM_030051	chr19:47885359-47902647	247
Itprip	NM_001001738	chr19:47885359-47902647	247
Wdr96	NM_027559	chr19:47885359-47902647	247
Gsto1	NM_010362	chr19:47885359-47902647	247
Ccdc147	NM_001163267	chr19:47885359-47902647	247
Rhbdl2	NM_183163	chr4:123798084-123815477	250
Akirin1	NM_023423	chr4:123798084-123815477	250
Rfx8	NM_001145660	chr1:39746441-39754979	252
Ulk4	NM_177589	chr9:121293143-121346983	254
Trak1	NM_175114	chr9:121293143-121346983	254
Dcaf5	NM_177267	chr12:80366269-80380583	256
Mir1843	NR_037207	chr12:80366269-80380583	256
Scarna3b	NR_028544	chr12:80366269-80380583	256
Fggy	NM_001113412	chr4:95611342-95621398,chr4:95659241-95681034	407,256
Gm12603	NR_033533	chr4:89024143-89039300	261
Ampd3	NM_001276301	chr7:110784644-110809304,chr7:110732226-110754295	261,320
Tgif1	NM_001164077	chr17:70791629-70798102	262
Ttc39a	NM_153392	chr4:109430907-109440166	262
Rnf11	NM_013876	chr4:109430907-109440166	262
Zfp541	NM_001099277	chr7:16002252-16052950	263
Napa	NM_025898	chr7:16002252-16052950	263
Ehd2	NM_153068	chr7:16002252-16052950	263
Gltscr1	NM_001081418	chr7:16002252-16052950	263
Iqsec1	NM_001134384	chr6:90686079-90711823	264
