GENE_NAME	REFSEQ_ID	PROXIMAL_ENHANCERS	ENHANCER_RANKS
4930452A19Rik	NR_045433	chr17:9817215-9824364	67
Hils1	NM_018792	chr11:94908174-94929201	76
Col1a1	NM_007742	chr11:94908174-94929201	76
Sgca	NM_009161	chr11:94908174-94929201	76
Klf6	NM_011803	chr13:5837229-5845908,chr13:5870424-5873066	79,504
1700016G22Rik	NR_045891	chr13:5837229-5845908,chr13:5870424-5873066	79,504
Adamts6	NM_001081020	chr13:104460358-104468262	81
Ctso	NM_177662	chr3:81909392-81918418	85
Tmcc3	NM_172051	chr10:94520403-94561638	86
Ptcd2	NM_026873	chr13:99304521-99324302,chr13:99350136-99369415	86,745
Mrps27	NM_173757	chr13:99350136-99369415,chr13:99304521-99324302	86,745
Tmeff2	NM_019790	chr1:50962434-50981700	88
Fyb	NM_011815	chr15:6559337-6574878	89
Ncor2	NM_011424	chr5:125106270-125189929	89
Tulp4	NM_054040	chr17:6161081-6179823	90
Mir3110	NR_037297	chr8:126666384-126736477	90
Gm20740	NR_045279	chr15:63397563-63434667	96
Fosl2	NM_008037	chr5:32132984-32141359	96
Filip1l	NM_001040397	chr16:57412849-57432751	98
Cmss1	NM_025599	chr16:57412849-57432751	98
1110051M20Rik	NM_175123	chr2:91370386-91411791	98
Lrp4	NM_001145857	chr2:91370386-91411791	98
Nr1d1	NM_145434	chr11:98766921-98786816	104
Thra	NM_178060	chr11:98766921-98786816	104
Rapgefl1	NM_001080925	chr11:98766921-98786816	104
Msl1	NM_028722	chr11:98766921-98786816	104
Gm12359	NR_033551	chr11:98766921-98786816	104
Med24	NM_011869	chr11:98766921-98786816	104
Casc3	NM_138660	chr11:98766921-98786816	104
Cenpp	NM_025495	chr13:49470854-49493066	108
Ippk	NM_001276399	chr13:49470854-49493066	108
Ecm2	NM_001012324	chr13:49470854-49493066	108
Tmbim6	NM_001171035	chr15:99376290-99399824,chr15:99420485-99450224	654,108
Nckap5l	NM_001001884	chr15:99420485-99450224	108
Bcdin3d	NM_029236	chr15:99420485-99450224	108
Prss23	NM_029614	chr7:89527088-89541193,chr7:89559220-89563917	113,479
Rad51b	NM_009014	chr12:79347750-79359057,chr12:79471900-79489264,chr12:79504192-79512025,chr12:79598472-79606647	379,410,114,437
8430426J06Rik	NR_077230	chr15:81294405-81295251	114
Hsf2bp	NM_028902	chr17:31970995-31992349	114
Rrp1b	NM_028244	chr17:31970995-31992349	114
Sntb1	NM_016667	chr15:55786315-55806810,chr15:55835616-55862115	175,119
2210010C04Rik	NM_023333	chr6:41015191-41033124	120
Gm2663	NM_001102660	chr6:41015191-41033124	120
Tanc2	NM_181071	chr11:105542285-105572326	121
Mbnl1	NM_001253713	chr3:60515466-60541428,chr3:60582289-60603040	123,170
Mtap	NM_024433	chr4:89123958-89129877	130
Wdr70	NM_001081402	chr15:7862912-7878014	132
Rapsn	NM_009023	chr2:91041899-91062334	133
Slc39a13	NM_026721	chr2:91041899-91062334	133
Psmc3	NM_008948	chr2:91041899-91062334	133
Sfpi1	NM_011355	chr2:91041899-91062334	133
Sstr4	NM_009219	chr2:148371861-148398137,chr2:148421155-148429362	240,135
Thbd	NM_009378	chr2:148371861-148398137,chr2:148421155-148429362	240,135
Cd93	NM_010740	chr2:148371861-148398137,chr2:148421155-148429362	240,135
Ugcg	NM_011673	chr4:59218250-59231541	136
Galnt10	NM_134189	chr11:57683195-57722100	137
Ptprq	NM_001081432	chr10:107606471-107628488	139
Cuedc1	NM_001172099	chr11:88132194-88187709	139
Mrps23	NM_024174	chr11:88132194-88187709	139
2210416O15Rik	NR_045499	chr11:88132194-88187709	139
Mir4660	NR_037248	chr12:70512029-70522003,chr12:70614183-70616842	140,272
Pbrm1	NM_001081251	chr14:31078898-31088736	146
Nt5dc2	NM_027289	chr14:31078898-31088736	146
Smim4	NR_024069	chr14:31078898-31088736	146
Mll5	NM_026984	chr5:23410738-23416132	146
5031425E22Rik	NR_040469	chr5:23410738-23416132	146
Agap1	NM_178119	chr1:89536057-89555212	147
Fam198b	NM_133187	chr3:79927113-79948035	148
Sgms1	NM_001168525	chr19:32291952-32319896	149
Atp6v1g1	NM_024173	chr4:63530480-63554539,chr4:63590022-63597057	150,654
Gm11213	NR_028584	chr4:63590022-63597057,chr4:63530480-63554539	150,654
6330416G13Rik	NM_144905	chr4:63530480-63554539,chr4:63590022-63597057	150,654
Whrn	NM_028640	chr4:63530480-63554539	150
1700019O17Rik	NM_027966	chr1:86434428-86448588	151
Nmur1	NM_010341	chr1:86434428-86448588	151
Gm14005	NR_028590	chr2:128295072-128324857,chr2:128454605-128470690	391,152
Iqgap1	NM_016721	chr7:80767126-80799504	154
Fbn1	NM_007993	chr2:125293907-125304268,chr2:125318256-125323612,chr2:125540597-125549492	155,345,557
Dut	NM_023595	chr2:125293907-125304268	155
Arhgef28	NM_012026	chr13:97915671-97948139	160
Fndc3a	NM_207636	chr14:72738221-72744144	163
Mir3089	NR_037272	chr2:30708209-30716739	163
Taok1	NM_144825	chr11:77615163-77624656	164
Gadd45g	NM_011817	chr13:51833654-51858755	164
Sema4d	NM_013660	chr13:51833654-51858755	164
Angpt1	NM_009640	chr15:42674154-42680482	166
Gm17644	NR_045297	chr1:12612175-12623512	168
Ergic1	NM_026170	chr17:26645578-26659174	169
Atp6v0e	NM_025272	chr17:26645578-26659174	169
Kctd17	NM_001081367	chr15:78436799-78450302	171
Tmprss6	NM_027902	chr15:78436799-78450302	171
Mpst	NM_001162492	chr15:78436799-78450302	171
Tex33	NM_001163613	chr15:78436799-78450302	171
Tst	NM_009437	chr15:78436799-78450302	171
Il2rb	NM_008368	chr15:78436799-78450302	171
Kat2b	NM_020005	chr17:53587159-53596768	171
Pp2d1	NM_173449	chr17:53587159-53596768	171
Mbnl2	NM_207515	chr14:120296517-120308342	173
Atp6v1g3	NM_177397	chr1:138322614-138348763	176
Tsga14	NM_031998	chr6:30680567-30690401	176
Cpa1	NM_025350	chr6:30680567-30690401	176
Mest	NM_001252292	chr6:30680567-30690401	176
Mir3095	NR_037278	chr4:58402167-58428531	178
Cnksr3	NM_172546	chr10:7260202-7280746	180
Rpl30	NM_001163485	chr15:34393801-34412811	180
Gm12191	NR_028101	chr15:34393801-34412811	180
BC030476	NM_173421	chr15:34393801-34412811	180
Stard13	NM_001163493	chr5:151110417-151113189,chr5:151127099-151136344,chr5:151154825-151165026,chr5:151203075-151219127	181,481,596,397
Atg4c	NM_175029	chr4:99158692-99181277	183
Dock7	NM_026082	chr4:99158692-99181277	183
Nedd9	NM_001111324	chr13:41401730-41404118,chr13:41431859-41436966,chr13:41511073-41555662	687,591,186
Med30	NM_027212	chr15:52739609-52740924,chr15:52753474-52769711	612,187
Car1	NM_009799	chr3:14782272-14787455,chr3:14820232-14840069	188,232
Rnf139	NM_175226	chr15:58895803-58918505	191
Tatdn1	NM_175151	chr15:58895803-58918505	191
Trmt12	NM_026642	chr15:58895803-58918505	191
Ndufb9	NM_023172	chr15:58895803-58918505	191
Ccdc134	NM_172428	chr15:82130628-82164208	195
Srebf2	NM_033218	chr15:82130628-82164208	195
Mir33	NR_029804	chr15:82130628-82164208	195
AI848285	NM_001207021	chr15:82130628-82164208	195
Itpr1	NM_010585	chr6:108528067-108537392	196
Sufu	NM_015752	chr19:46460120-46490818	201
Trim8	NM_053100	chr19:46460120-46490818	201
Cdk17	NM_146239	chr10:93166452-93182127	204
Mir1931	NR_035452	chr10:93166452-93182127	204
Sprr2a2	NM_001164787	chr3:92235743-92257197	205
Ftx	NR_028380	chrX:103604725-103617427	209
Mir374c	NR_037298	chrX:103604725-103617427	209
Mir374	NR_030418	chrX:103604725-103617427	209
Zcchc13	NM_029158	chrX:103604725-103617427	209
Six1	NM_009189	chr12:73025568-73040073	211
Prrx1	NM_175686	chr1:163275108-163292278	217
Col14a1	NM_181277	chr15:55356037-55371231,chr15:55385625-55392044,chr15:55431204-55441029,chr15:55508188-55526953,chr15:55255807-55265772	218,476,471,529,317
Nav1	NM_173437	chr1:135524194-135568388	219
Sprr2b	NM_011469	chr3:92270499-92291848	219
Sprr2d	NM_011470	chr3:92270499-92291848	219
1700020N01Rik	NR_027968	chr10:21601729-21636265	220
Mir5109	NR_039569	chr5:17739909-17747514	221
Nctc1	NR_002452	chr7:142548250-142572902	222
H19	NR_001592	chr7:142548250-142572902	222
Tnnt3	NM_001163670	chr7:142548250-142572902	222
Gm14492	NR_033261	chr7:142548250-142572902	222
Mir675	NR_030416	chr7:142548250-142572902	222
Mrpl23	NM_011288	chr7:142548250-142572902	222
Mnat1	NM_008612	chr12:73223903-73242199,chr12:73265585-73274281	227,545
Slc38a6	NM_001037717	chr12:73223903-73242199,chr12:73265585-73274281	227,545
Trmt5	NM_029580	chr12:73223903-73242199,chr12:73265585-73274281	227,545
Frmd5	NM_172673	chr2:121575727-121594941	227
Afg3l2	NM_027130	chr18:67368959-67408766	228
Tubb6	NM_026473	chr18:67368959-67408766	228
Cidea	NM_007702	chr18:67368959-67408766	228
B430212C06Rik	NR_033214	chr18:67368959-67408766	228
Car3	NM_007606	chr3:14820232-14840069	232
Car2	NM_009801	chr3:14820232-14840069	232
Il1r1	NM_008362	chr1:40272288-40290733	233
Il1rl2	NM_133193	chr1:40272288-40290733	233
Nr6a1	NM_010264	chr2:38823019-38829829,chr2:38936740-38956440,chr2:38974407-38992271	415,234,931
Olfml2a	NM_172854	chr2:38936740-38956440,chr2:38974407-38992271	234,931
Wdr38	NM_029687	chr2:38936740-38956440,chr2:38974407-38992271	234,931
Rpl35	NM_025592	chr2:38936740-38956440,chr2:38974407-38992271	234,931
Gbf1	NM_178930	chr19:46216849-46225818	236
Glrp1	NM_008132	chr1:88466420-88475770	240
Stx6	NM_021433	chr1:155201110-155240164	240
Metap2	NM_019648	chr10:93932897-93953897	241
Mir331	NR_029764	chr10:93932897-93953897	241
Oxr1	NM_001130166	chr15:41612299-41613948	245
Pvt1	NR_003368	chr15:62106710-62140145	248
Fam50b	NM_138746	chr13:34696842-34715709	249
Pxdc1	NM_025831	chr13:34696842-34715709	249
Fam129b	NM_146119	chr2:32894152-32947823	251
Lrsam1	NM_199302	chr2:32894152-32947823	251
Stxbp1	NM_009295	chr2:32894152-32947823	251
Snora65	NR_002898	chr2:32894152-32947823	251
Slc2a8	NM_019488	chr2:32894152-32947823	251
Rpl12	NM_009076	chr2:32894152-32947823	251
Lifr	NM_001113386	chr15:7105099-7136318	255
Ccdc83	NM_029256	chr7:90302268-90320424	259
Sytl2	NM_001040085	chr7:90302268-90320424	259
1700012I11Rik	NR_045140	chr15:67260758-67275397,chr15:67354746-67359188	260,377
Smg6	NM_001002764	chr11:74992658-75014402	264
Prps1l1	NM_029294	chr12:34990138-35000594	264
Snx13	NM_001014973	chr12:34990138-35000594	264
Eya4	NM_010167	chr10:23191465-23204271,chr10:23220435-23246803	267,338
Plekhh2	NM_177606	chr17:84573325-84585514	268
Dync2li1	NM_172256	chr17:84573325-84585514	268
Usp54	NM_030180	chr14:20595940-20622242	269
1810062O18Rik	NR_033571	chr14:20595940-20622242	269
Myoz1	NM_021508	chr14:20595940-20622242	269
Ppp3cb	NM_008914	chr14:20595940-20622242	269
Synpo2l	NM_175132	chr14:20595940-20622242	269
Scd4	NM_183216	chr19:44266905-44284924,chr19:44377725-44388876	270,480
Mir5114	NR_039574	chr19:44266905-44284924	270
Scd2	NM_009128	chr19:44266905-44284924	270
Cdh2	NM_007664	chr18:16688702-16713872	272
BC100451	NM_021440	chr11:118322023-118350204,chr11:118363121-118366371	273,848
Timp2	NM_011594	chr11:118322023-118350204,chr11:118363121-118366371	273,848
Usp36	NM_001033528	chr11:118322023-118350204	273
Sla	NM_009192	chr15:66776279-66790221	274
Tg	NM_009375	chr15:66776279-66790221	274
Galk2	NM_175154	chr2:125922874-125934347	275
Abtb2	NM_178890	chr2:103576405-103583667	279
Deptor	NM_001037937	chr15:55227208-55236731	282
Dtx4	NM_172442	chr19:12473118-12493714	286
Pfpl	NM_019540	chr19:12473118-12493714	286
Mpeg1	NM_010821	chr19:12473118-12493714	286
Zfp687	NM_030074	chr3:94985623-94989686,chr3:95054501-95066793	502,287
Pip5k1a	NM_008847	chr3:95054501-95066793	287
Vps72	NM_009336	chr3:95054501-95066793	287
Psmd4	NM_008951	chr3:95054501-95066793	287
Col1a2	NM_007743	chr6:4488423-4496706	288
2700029M09Rik	NM_028299	chr8:60859651-60868005	288
Fggy	NM_001113412	chr4:95861058-95886817,chr4:95526612-95534215	649,290
Arhgef2	NM_001198911	chr3:88624361-88632310	292
Rxfp4	NM_181817	chr3:88624361-88632310	292
Ssr2	NM_025448	chr3:88624361-88632310	292
Fhl2	NM_010212	chr1:43124830-43147789,chr1:43211370-43224513	293,412
AI597479	NM_133818	chr1:43124830-43147789	293
Tgfbrap1	NM_001013025	chr1:43124830-43147789	293
4933426M11Rik	NM_178682	chr12:80830193-80858552	293
Rubie	NR_046459	chr14:46512296-46529607	294
Gm12216	NR_033332	chr11:53794635-53803439	295
Irf1	NM_001159396	chr11:53794635-53803439	295
Narg2	NM_145618	chr9:69431991-69443473	295
Anxa2	NM_007585	chr9:69467348-69473227,chr9:69431991-69443473	295,803
Mir3109	NR_037296	chr9:69431991-69443473,chr9:69467348-69473227	295,803
Selm	NM_053267	chr11:3508323-3548865	297
Smtn	NM_013870	chr11:3508323-3548865	297
Pla2g3	NM_172791	chr11:3508323-3548865	297
Mir3470a	NR_037301	chr11:3508323-3548865	297
Inpp5j	NM_172439	chr11:3508323-3548865	297
Nmt1	NM_008707	chr11:103049747-103067958	301
Hexim1	NM_138753	chr11:103049747-103067958	301
Plcd3	NM_152813	chr11:103049747-103067958	301
Acbd4	NM_025988	chr11:103049747-103067958	301
Dcakd	NM_026551	chr11:103049747-103067958	301
Itgb3	NM_016780	chr11:104611693-104624959	301
Il12a	NM_008351	chr3:68676870-68693968	302
Arhgap24	NM_029270	chr5:102623991-102636108,chr5:102665028-102692777	404,303
Zbtb20	NM_019778	chr16:43456474-43471363	304
Gm15713	NR_046026	chr16:43456474-43471363	304
4930543E12Rik	NR_045978	chr7:113146207-113154453	304
Klhl22	NM_145479	chr16:17733021-17740338	305
Med15	NM_001040683	chr16:17733021-17740338	305
Ccdc171	NM_001081012	chr4:83830943-83839356	305
Lrig1	NM_008377	chr6:94636882-94660399	305
Cxcl5	NM_009141	chr5:90703761-90711767	306
Xirp1	NM_011724	chr9:120001989-120027795	306
Cx3cr1	NM_009987	chr9:120001989-120027795	306
Csrnp1	NM_153287	chr9:120001989-120027795	306
Tcf12	NM_001253863	chr9:71861398-71879718	309
Diap1	NM_007858	chr18:37878936-37884047,chr18:37918168-37928060	311,457
Notch3	NM_008716	chr17:32108650-32122038	312
Pdxk-ps	NR_027316	chr17:32108650-32122038	312
Tmc3	NM_177695	chr7:83556555-83581214	312
Apopt1	NM_026511	chr12:111731990-111763196,chr12:111691637-111705889	682,314
Bag5	NM_027404	chr12:111691637-111705889,chr12:111731990-111763196	682,314
Klc1	NM_008450	chr12:111731990-111763196	314
Vamp5	NM_016872	chr6:72365026-72383529	315
Ggcx	NM_019802	chr6:72365026-72383529	315
0610030E20Rik	NM_026696	chr6:72365026-72383529	315
Usp39	NM_138592	chr6:72365026-72383529	315
Tmem150a	NM_144916	chr6:72365026-72383529	315
Vamp8	NM_016794	chr6:72365026-72383529	315
Rnf181	NM_025607	chr6:72365026-72383529	315
2010009K17Rik	NR_040609	chr2:158088263-158114104	316
Tgm2	NM_009373	chr2:158088263-158114104	316
C87436	NM_001243742	chr6:86463104-86480368	316
1600020E01Rik	NR_037960	chr6:86463104-86480368	316
2310040G24Rik	NR_040293	chr6:86463104-86480368	316
Pcbp1	NM_011865	chr6:86463104-86480368	316
Mrpl13	NM_026759	chr15:55508188-55526953	317
Mtbp	NM_001168250	chr15:55508188-55526953	317
Pkd1	NM_013630	chr17:24544829-24567374	318
2610019E17Rik	NR_045289	chr17:24544829-24567374	318
Traf7	NM_153792	chr17:24544829-24567374	318
Rab26	NM_177375	chr17:24544829-24567374	318
Pdpn	NM_010329	chr4:143278313-143289234	319
Atoh8	NM_153778	chr6:72200640-72280681	319
Sftpb	NM_147779	chr6:72200640-72280681	319
2310008H04Rik	NM_146068	chr16:15984833-15992357	320
Frmd4a	NM_172475	chr2:4557068-4575543	320
1700026D08Rik	NM_029335	chr7:83807050-83816046	321
4921525O09Rik	NR_045061	chr13:52106130-52139541,chr13:52065353-52080305	502,323
Msc	NM_010827	chr1:14772968-14775486	324
Lrrk2	NM_025730	chr15:91690664-91703447	326
Garnl3	NM_178888	chr2:33041687-33057837	327
Phf20	NM_172674	chr2:156192142-156203027	328
Romo1	NM_001164217	chr2:156192142-156203027	328
Nfs1	NM_010911	chr2:156192142-156203027	328
Rbm39	NM_133242	chr2:156192142-156203027	328
Rbms1	NM_020296	chr2:60870515-60877236	329
Lbh	NM_029999	chr17:72965961-72971033	332
Sorcs2	NM_030889	chr5:36121270-36134109	332
Smug1	NM_027885	chr15:103155754-103186123	333
D930007P13Rik	NR_045743	chr15:103155754-103186123	333
Cbx5	NM_001110216	chr15:103155754-103186123	333
Flrt2	NM_201518	chr12:95747037-95769359	334
Ralgds	NM_009058	chr2:28519004-28539554	335
Cel	NM_009885	chr2:28519004-28539554	335
Gbgt1	NM_139197	chr2:28519004-28539554	335
Gtf3c5	NM_148928	chr2:28519004-28539554	335
Atxn2	NM_009125	chr5:121807309-121851776,chr5:121685155-121693204	712,336
Fam109a	NM_175474	chr5:121807309-121851776	336
Sh2b3	NM_008507	chr5:121807309-121851776	336
1700011L22Rik	NM_026315	chr8:79222537-79227532	336
Zc3h12a	NM_153159	chr4:125114719-125124992	338
Snip1	NM_175246	chr4:125114719-125124992	338
Dnali1	NM_175223	chr4:125114719-125124992	338
Meaf6	NM_027310	chr4:125114719-125124992	338
Bcl2	NM_009741	chr1:106618085-106630537	340
Arhgap21	NM_001081364	chr2:20939365-20953077	341
Gm13375	NR_033225	chr2:20939365-20953077	341
Prune2	NM_181348	chr19:17011225-17024800	342
Ch25h	NM_009890	chr19:34445722-34451297	343
Dnm3	NM_172646	chr1:162093915-162114205	344
Ssbp3	NM_198438	chr4:106907725-106966758,chr4:106868820-106879000	956,345
Lmo7	NM_201529	chr14:101841392-101862336	346
Elk4	NM_007923	chr1:132004014-132010973	347
Slc45a3	NM_145977	chr1:132004014-132010973	347
Gnas	NM_201618	chr2:174322145-174335741	348
Nespas	NR_002846	chr2:174322145-174335741	348
Ccbe1	NM_178793	chr18:66166783-66187049	349
Mir694	NR_030467	chr18:66166783-66187049	349
Fam13c	NM_024244	chr10:70419365-70428889	350
Slc23a2	NM_018824	chr2:132006618-132055791	353
Rassf2	NM_175445	chr2:132006618-132055791	353
Elk3	NM_013508	chr10:93271149-93287892	355
Gm17745	NR_038014	chr10:93271149-93287892	355
Atg9b	NM_001002897	chr5:24383528-24409786	361
Nos3	NM_008713	chr5:24383528-24409786	361
Abcb8	NM_029020	chr5:24383528-24409786	361
Slc4a2	NM_001253892	chr5:24383528-24409786	361
Agap3	NM_001256431	chr5:24383528-24409786	361
Fastk	NM_023229	chr5:24383528-24409786	361
Kcnh2	NM_013569	chr5:24383528-24409786	361
Tmub1	NM_022418	chr5:24383528-24409786	361
Asic3	NM_183000	chr5:24383528-24409786	361
Cdk5	NM_007668	chr5:24383528-24409786	361
B230120H23Rik	NM_001164791	chr2:72278310-72289427	364
Ehd4	NM_133838	chr2:120111215-120129824,chr2:120144488-120148287	569,366
Serpina5	NM_172953	chr12:104054148-104067818	367
Serpina9	NM_027997	chr12:104054148-104067818	367
Serpina4-ps1	NR_002861	chr12:104054148-104067818	367
Serpina3a	NM_001167705	chr12:104054148-104067818	367
Serpina12	NM_026535	chr12:104054148-104067818	367
Specc1	NM_001029936	chr11:62217834-62234325	368
Ttc19	NM_029704	chr11:62217834-62234325	368
Adora2b	NM_007413	chr11:62217834-62234325	368
Zswim7	NM_027198	chr11:62217834-62234325	368
Ppp2r4	NM_138748	chr2:30429163-30445649	369
Crat	NM_007760	chr2:30429163-30445649	369
Dolpp1	NM_020329	chr2:30429163-30445649	369
Ier5l	NM_030244	chr2:30429163-30445649	369
Lypd6b	NM_027990	chr2:49911277-49942472	369
Iqsec1	NM_001134384	chr6:90757639-90765109	369
Spg20	NM_001144987	chr3:55096111-55116305	371
4931419H13Rik	NR_040593	chr3:55096111-55116305	371
Ccdc169	NM_177203	chr3:55096111-55116305	371
Ccna1	NM_007628	chr3:55096111-55116305	371
Nrp1	NM_008737	chr8:128383288-128400630,chr8:128464089-128465834	489,372
Tprg	NM_175165	chr16:25250401-25263959	373
Adam9	NM_001270996	chr8:24970125-24982023	377
Adam32	NM_153397	chr8:24970125-24982023	377
Tm2d2	NM_027194	chr8:24970125-24982023	377
Zhx3	NM_177263	chr2:160848369-160865620	378
Emilin3	NM_182840	chr2:160848369-160865620	378
Lpin3	NM_022883	chr2:160848369-160865620	378
Cnn3	NM_028044	chr3:121428965-121437370,chr3:121370506-121380017	379,927
Tln2	NM_001081242	chr9:67581974-67586720	383
Shf	NM_001013829	chr2:122348598-122379655	386
Slc28a2	NM_172980	chr2:122348598-122379655	386
Duoxa1	NM_145395	chr2:122348598-122379655	386
Duoxa2	NM_025777	chr2:122348598-122379655	386
Duox1	NM_001099297	chr2:122348598-122379655	386
Met	NM_008591	chr6:17473239-17481558	387
Asap1	NM_001276463	chr15:64224162-64243001	388
Cdc42ep3	NM_026514	chr17:79364769-79373245	389
Ttpal	NM_181734	chr2:163587569-163608300	394
Hnf4a	NM_008261	chr2:163587569-163608300	394
0610039K10Rik	NR_028113	chr2:163587569-163608300	394
Serinc3	NM_012032	chr2:163587569-163608300	394
0610008F07Rik	NR_027970	chr2:163587569-163608300	394
Ablim1	NM_001103177	chr19:57189427-57204677,chr19:57238571-57247461	395,914
March3	NM_177115	chr18:56899197-56909361	396
Gm10536	NR_033455	chr18:56899197-56909361	396
Neurl1a	NM_001163480	chr19:47219799-47233472,chr19:47248055-47283126	397,926
Adamts16	NM_172053	chr13:70724732-70731693,chr13:70789043-70798660	545,400
Cdh1	NM_009864	chr8:106614880-106641217	402
1110028F18Rik	NR_045470	chr8:106614880-106641217	402
Tango6	NM_173037	chr8:106614880-106641217	402
Arid2	NM_175251	chr15:96284232-96297472	411
E330033B04Rik	NR_030690	chr15:96284232-96297472	411
Lpl	NM_008509	chr8:68902916-68915045	411
Vcl	NM_009502	chr14:20935601-20945280	412
Fth1	NM_010239	chr19:9953112-9966753	412
Best1	NM_011913	chr19:9953112-9966753	412
Acox3	NM_030721	chr5:35598445-35628877	413
Trmt44	NM_030208	chr5:35598445-35628877	413
4931431C16Rik	NR_045807	chr5:35598445-35628877	413
Olfml2b	NM_177068	chr1:170655450-170665626	415
Mir181b-2	NR_029904	chr2:38823019-38829829	415
Mir181a-2	NR_029568	chr2:38823019-38829829	415
Trim2	NM_001271726	chr3:84296769-84333696	415
4930565D16Rik	NR_040752	chr3:84296769-84333696	415
Sdc1	NM_011519	chr12:8805054-8829540	416
Gm4278	NR_046078	chr14:74903178-74927208,chr14:74996543-75011441	799,418
Lrch1	NM_001033439	chr14:74903178-74927208,chr14:74996543-75011441	799,418
Mir466f-3	NR_030568	chr14:74996543-75011441	418
5031414D18Rik	NM_198642	chr14:74996543-75011441	418
1810010D01Rik	NR_033626	chr7:145182594-145222617	419
Tspan14	NM_145928	chr14:40948662-40963232	421
Frrs1	NM_001113478	chr3:116904335-116915258	421
Ninj2	NM_016718	chr6:120145401-120155199	421
Tmeff1	NM_021436	chr4:48660983-48667538	423
Murc	NM_026509	chr4:48660983-48667538	423
Heyl	NM_013905	chr4:123225952-123239839	423
Nt5c1a	NM_001085502	chr4:123225952-123239839	423
Pabpc4	NM_148917	chr4:123225952-123239839	423
Hpcal4	NM_174998	chr4:123225952-123239839	423
Ddr1	NM_172962	chr17:35691965-35731773	424
4833427F10Rik	NR_045459	chr17:35691965-35731773	424
Gtf2h4	NM_010364	chr17:35691965-35731773	424
Vars2	NM_175137	chr17:35691965-35731773	424
Sfta2	NM_001163194	chr17:35691965-35731773	424
Dpcr1	NM_001033366	chr17:35691965-35731773	424
Mef2a	NM_001033713	chr7:67385082-67391026,chr7:67414955-67446005	424,924
Aig1	NM_025446	chr10:13832811-13850437	425
Dap	NM_146057	chr15:31232709-31276719	427
Ntn1	NM_008744	chr11:68308949-68321744	428
Ptprd	NM_011211	chr4:76296508-76306364	428
Palm2	NM_172868	chr4:57601263-57611557	430
Acad12	NM_178799	chr5:121609736-121634999	430
Acad10	NM_028037	chr5:121609736-121634999,chr5:121685155-121693204	430,712
Aldh2	NM_009656	chr5:121609736-121634999	430
Brap	NM_028227	chr5:121685155-121693204,chr5:121609736-121634999	430,712
2610307P16Rik	NR_045054	chr13:28603971-28614368,chr13:28651855-28673953	438,431
Txn2	NM_019913	chr15:77905401-77917298	431
Foxred2	NM_001168260	chr15:77905401-77917298	431
Slc9a9	NM_177909	chr9:94681235-94701745	431
Plxna2	NM_008882	chr1:194658588-194672047	432
Cdkn2aipnl	NM_029976	chr11:51911577-51918242	432
Pgm5	NM_175013	chr19:24720590-24731064	434
Tmem252	NM_183160	chr19:24720590-24731064	434
Gorab	NM_178883	chr1:163380093-163391624	435
Msln	NM_018857	chr17:25749653-25761999	436
Haghl	NM_001271435	chr17:25749653-25761999	436
Ccdc78	NM_001165929	chr17:25749653-25761999	436
