CHROM	START	END	REGION_ID	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank
chr15	28021847	28031509	4_Mef2Da2_5d_peak_3243_lociStitched	Trio		Trio	112
chr2	132278521	132292371	4_Myf6_5d.nodup_peak_7538_lociStitched, 3_Mef2Da2_5d_peak_5642_lociStitched	Cds2	Tmem230,Pcna	Cds2	112, 400
chr13	37908669	37926666	4_Myf6_5d.nodup_peak_3423_lociStitched, 4_Mef2Da2_5d_peak_2472_lociStitched	Rreb1		Rreb1	116, 101
chr5	113106667	113114695	3_Mef2Da2_5d_peak_7240_lociStitched	2900026A02Rik	Crybb3,Crybb2	Crybb3	117
chr1	91347522	91356372	2_Mef2Da2_5d_peak_341_lociStitched	Espnl,Klhl30	Scly,Fam132b,1700020N18Rik,Ilkap	Klhl30	120
chr11	67104820	67107259	5_Mef2Da2_5d_peak_1585_lociStitched, 2_Myf6_5d.nodup_peak_2104_lociStitched		2310065F04Rik,Myh3	2310065F04Rik	121, 600
chr1	120025056	120038907	5_Myf6_5d.nodup_peak_570_lociStitched, 2_Mef2Da2_5d_peak_379_lociStitched	Sctr	Tmem37,Gm101	Sctr	126, 399
chr2	32051863	32065235	4_Myf6_5d.nodup_peak_6963_lociStitched	Nup214	Fam78a,Ppapdc3	Fam78a	127
chr12	85570123	85575777	3_Mef2Da2_5d_peak_2184_lociStitched		Jdp2	Jdp2	129
chr13	12357771	12377052	3_Myf6_5d.nodup_peak_3265_lociStitched		Actn2,Heatr1	Actn2	132
chr7	28919963	28931239	2_Mef2Da2_5d_peak_7939_lociStitched	Actn4	Capn12	Actn4	133
chr19	41606147	41621044	5_Myf6_5d.nodup_peak_6616_lociStitched, 3_Mef2Da2_5d_peak_5002_lociStitched	Slit1		Lcor	136, 91
chr11	109615458	109623039	2_Mef2Da2_5d_peak_1860_lociStitched		Prkar1a,Wipi1	Wipi1	145
chr7	28557134	28570510	3_Myf6_5d.nodup_peak_11183_lociStitched	Pak4	Sycn,Ifnl2,Nccrp1,Ifnl3	Nccrp1	145
chr11	74438371	74448890	3_Myf6_5d.nodup_peak_2171_lociStitched, 4_Mef2Da2_5d_peak_1626_lociStitched	Rap1gap2		Olfr412	150, 85
chr8	122636123	122646651	11_Myf6_5d.nodup_peak_12550_lociStitched, 2_Mef2Da2_5d_peak_8831_lociStitched	Cbfa2t3	Trappc2l,Galns,Pabpn1l	Pabpn1l	152, 213
chr2	120518706	120552364	3_Mef2Da2_5d_peak_5575_lociStitched, 4_Myf6_5d.nodup_peak_7451_lociStitched	Zfp106	Capn3,Snap23,4931402G19Rik	Zfp106	153, 450
chr1	39449318	39461552	2_Myf6_5d.nodup_peak_162_lociStitched, 2_Mef2Da2_5d_peak_84_lociStitched	Tbc1d8		Tbc1d8	158, 486
chr6	50394513	50405033	2_Mef2Da2_5d_peak_7509_lociStitched	Osbpl3	Osbpl3	Osbpl3	160
chr17	5118384	5139170	3_Mef2Da2_5d_peak_4036_lociStitched	Arid1b		Arid1b	161
chr3	132870196	132874228	3_Mef2Da2_5d_peak_6277_lociStitched	LOC101243624		LOC101243624	165
chr14	47022251	47028418	3_Mef2Da2_5d_peak_2955_lociStitched	Samd4		Samd4	169
chr8	75038499	75046578	2_Myf6_5d.nodup_peak_12201_lociStitched	Tom1	Hmgxb4,Hmox1	Tom1	169
chr15	59587998	59599117	2_Mef2Da2_5d_peak_3404_lociStitched	Nsmce2	Trib1	Trib1	170
chr11	108148589	108166119	3_Mef2Da2_5d_peak_1853_lociStitched	Prkca		Prkca	172
chr1	59475736	59489277	3_Mef2Da2_5d_peak_154_lociStitched	Fzd7	Gm973	Fzd7	177
chr11	32539152	32550498	3_Myf6_5d.nodup_peak_1922_lociStitched	Stk10	Efcab9	Stk10	178
chr6	108663285	108668672	3_Mef2Da2_5d_peak_7694_lociStitched	Bhlhe40	0610040F04Rik	0610040F04Rik	178
chr9	44076733	44088494	2_Mef2Da2_5d_peak_8992_lociStitched, 3_Myf6_5d.nodup_peak_12819_lociStitched	Usp2	Mcam,C1qtnf5,Thy1,Rnf26	Usp2	181, 344
chr5	136456436	136475419	3_Mef2Da2_5d_peak_7349_lociStitched	Cux1		Mir721	182
chr4	105273157	105291105	3_Myf6_5d.nodup_peak_9015_lociStitched			Ppap2b	185
chr7	130671478	130681960	2_Mef2Da2_5d_peak_8319_lociStitched	Tacc2	Tacc2	Tacc2	187
chr3	68656984	68669820	3_Mef2Da2_5d_peak_6006_lociStitched		Il12a	Il12a	188
chr11	121407450	121416588	2_Myf6_5d.nodup_peak_2672_lociStitched, 3_Mef2Da2_5d_peak_1925_lociStitched		Fn3krp,Fn3k,Tbcd,Rab40b	Fn3krp	190, 141
chr8	124860274	124869953	2_Mef2Da2_5d_peak_8851_lociStitched	Gnpat,2810004N23Rik	Sprtn,Exoc8	Gnpat	192
chr4	57232616	57249310	3_Mef2Da2_5d_peak_6504_lociStitched	Ptpn3		Ptpn3	193
chr5	124166370	124175389	4_Mef2Da2_5d_peak_7303_lociStitched	Pitpnm2		Pitpnm2	195
chr8	69132243	69135722	3_Myf6_5d.nodup_peak_12147_lociStitched	Lzts1	Slc18a1,Atp6v1b2	Lzts1	196
chr16	34066897	34082399	3_Mef2Da2_5d_peak_3864_lociStitched	Kalrn		Umps	200
chr8	94572093	94584647	3_Myf6_5d.nodup_peak_12311_lociStitched	Fam192a	Rspry1,Cpne2	Fam192a	200
chr5	108699291	108709320	2_Myf6_5d.nodup_peak_9994_lociStitched	Fgfrl1	Idua,Dgkq,Slc26a1	Fgfrl1	205
chr2	114087470	114091865	3_Mef2Da2_5d_peak_5531_lociStitched		C130080G10Rik,Actc1	C130080G10Rik	207
chr8	106043152	106051368	3_Myf6_5d.nodup_peak_12378_lociStitched	Dus2l	Ddx28,Nfatc3,Dpep2	Nfatc3	207
chr4	135765913	135774828	3_Myf6_5d.nodup_peak_9292_lociStitched	Myom3	Il22ra1	Myom3	209
chr2	173046680	173065053	3_Mef2Da2_5d_peak_5787_lociStitched		Rae1,Rbm38	Rbm38	215
chr10	80751436	80759030	2_Mef2Da2_5d_peak_1157_lociStitched	Dot1l	Plekhj1,Ap3d1,Izumo4,Mob3a,Sf3a2,Amh	Dot1l	216
chr2	163386971	163392741	2_Mef2Da2_5d_peak_5744_lociStitched	Jph2	Gdap1l1,3230401D17Rik	Jph2	223
chr9	116136270	116150841	4_Myf6_5d.nodup_peak_13332_lociStitched	Tgfbr2		Tgfbr2	223
chr16	4896845	4905829	4_Myf6_5d.nodup_peak_4780_lociStitched	Mgrn1	Gm16861,Nudt16l1,Ubald1	Mgrn1	225
chr13	12312151	12323337	2_Myf6_5d.nodup_peak_3262_lociStitched, 2_Mef2Da2_5d_peak_2351_lociStitched	Actn2		Actn2	227, 174
chr15	27619223	27625321	2_Mef2Da2_5d_peak_3237_lociStitched	Fam105b		Fam105b	228
chr5	108442792	108452742	4_Myf6_5d.nodup_peak_9991_lociStitched	Mfsd7a	Atp5k,Pcgf3	Mfsd7a	229
chr9	77615880	77620349	3_Mef2Da2_5d_peak_9186_lociStitched, 2_Myf6_5d.nodup_peak_13137_lociStitched		Klhl31	Klhl31	229, 562
chr4	45641343	45647788	2_Myf6_5d.nodup_peak_8749_lociStitched		Gm829	Gm829	231
chr9	14585811	14597011	3_Mef2Da2_5d_peak_8909_lociStitched, 2_Myf6_5d.nodup_peak_12682_lociStitched	Amotl1		Amotl1	231, 607
chr4	120702226	120719387	4_Myf6_5d.nodup_peak_9143_lociStitched	Kcnq4	Cited4	Kcnq4	232
chr17	47748827	47769319	4_Myf6_5d.nodup_peak_5647_lociStitched	Tfeb	Gm14873,Pgc,Tfeb	Tfeb	233
chr1	192822551	192829230	2_Mef2Da2_5d_peak_792_lociStitched		1700065J18Rik,Sertad4	1700065J18Rik	235
chr2	52351133	52372843	4_Myf6_5d.nodup_peak_7080_lociStitched, 3_Mef2Da2_5d_peak_5289_lociStitched		Neb	Neb	235, 391
chr14	74820295	74832070	2_Myf6_5d.nodup_peak_4060_lociStitched	Lrch1		Esd	237
chr6	147490276	147506816	5_Mef2Da2_5d_peak_7865_lociStitched	Ccdc91		Ccdc91	238
chr11	29626665	29638618	3_Mef2Da2_5d_peak_1434_lociStitched, 2_Myf6_5d.nodup_peak_1878_lociStitched			Rtn4	240, 828
chr11	103174435	103177522	2_Mef2Da2_5d_peak_1811_lociStitched, 2_Myf6_5d.nodup_peak_2454_lociStitched	Fmnl1	Spata32,1700023F06Rik,Hexim2	Fmnl1	242, 354
chr11	54116594	54126900	4_Myf6_5d.nodup_peak_1994_lociStitched, 2_Mef2Da2_5d_peak_1524_lociStitched	P4ha2	Pdlim4,P4ha2	P4ha2	244, 494
chr15	59167954	59174202	2_Myf6_5d.nodup_peak_4396_lociStitched, 2_Mef2Da2_5d_peak_3397_lociStitched			Mtss1	248, 209
chr4	135247235	135255058	2_Mef2Da2_5d_peak_6796_lociStitched	Clic4		Clic4	248
chr19	10878507	10888689	2_Myf6_5d.nodup_peak_6451_lociStitched	Tmem109	Tmem132a,Prpf19,Gpr44,Zp1,Cd6,Slc15a3	Tmem109	249
chr10	60928191	60933102	2_Mef2Da2_5d_peak_1048_lociStitched	Pldi		Pldi	250
chr15	73119461	73132221	2_Myf6_5d.nodup_peak_4461_lociStitched	Ago2	Chrac1	Chrac1	251
chr11	102207918	102219005	2_Myf6_5d.nodup_peak_2434_lociStitched	Hdac5	Lsm12,G6pc3,BC030867,Asb16,Hdac5	Hdac5	252
chr17	9968139	9976287	2_Mef2Da2_5d_peak_4073_lociStitched			4930452A19Rik	253
chr18	65083314	65101848	4_Myf6_5d.nodup_peak_6199_lociStitched	Nedd4l		Nedd4l	254
chr19	37896299	37908126	2_Mef2Da2_5d_peak_4985_lociStitched	Myof		Myof	254
chr12	51703968	51729308	3_Myf6_5d.nodup_peak_2837_lociStitched, 3_Mef2Da2_5d_peak_2038_lociStitched	Ap4s1	Strn3	Strn3	259, 51
chr16	52067763	52083763	4_Myf6_5d.nodup_peak_5126_lociStitched	Cblb		Cblb	261
chr10	118709821	118722336	2_Mef2Da2_5d_peak_1320_lociStitched			Dyrk2	262
chr11	79047478	79060074	4_Myf6_5d.nodup_peak_2238_lociStitched, 2_Mef2Da2_5d_peak_1653_lociStitched	Ksr1	Gm11201	Gm11201	262, 346
chr7	112776067	112790610	3_Myf6_5d.nodup_peak_11692_lociStitched	Tead1		Tead1	263
chr8	84060802	84070928	2_Myf6_5d.nodup_peak_12250_lociStitched	Rfx1	Mir1199,Mir709,Rln3,Palm3,Dcaf15,Il27ra	Rfx1	264
chr18	61774485	61790238	4_Myf6_5d.nodup_peak_6171_lociStitched, 2_Mef2Da2_5d_peak_4678_lociStitched	Afap1l1	1500015A07Rik,Grpel2	Afap1l1	265, 461
chr4	137367522	137376389	2_Mef2Da2_5d_peak_6810_lociStitched		Cdc42,Gm13011	Cdc42	265
chr17	84603228	84616073	3_Mef2Da2_5d_peak_4407_lociStitched	Plekhh2	Dync2li1	Dync2li1	267
chr18	35675490	35684631	4_Mef2Da2_5d_peak_4565_lociStitched	Dnajc18	Ecscr,Mzb1,Spata24,Slc23a1,1700066B19Rik,Prob1	Spata24	268
chr8	61908413	61921971	4_Myf6_5d.nodup_peak_12128_lociStitched, 3_Mef2Da2_5d_peak_8559_lociStitched		Ddx60,Palld	Palld	272, 309
chr15	36987279	36999945	2_Mef2Da2_5d_peak_3287_lociStitched	Zfp706		Zfp706	273
chr4	135036885	135047466	2_Myf6_5d.nodup_peak_9278_lociStitched			Runx3	274
chr17	87309143	87317712	2_Mef2Da2_5d_peak_4428_lociStitched	Ttc7	4833418N02Rik,Mcfd2	Ttc7	277
chr2	31256095	31263314	3_Mef2Da2_5d_peak_5195_lociStitched, 4_Myf6_5d.nodup_peak_6951_lociStitched	Ncs1		Ncs1	278, 176
chr13	29637842	29660969	3_Mef2Da2_5d_peak_2406_lociStitched	Cdkal1		Cdkal1	279
chr8	85501187	85505100	3_Myf6_5d.nodup_peak_12265_lociStitched	Gpt2		Gpt2	280
chr5	135907357	135914469	2_Mef2Da2_5d_peak_7341_lociStitched	Ywhag	Hspb1	Hspb1	281
chr16	22108262	22119131	3_Mef2Da2_5d_peak_3774_lociStitched	Igf2bp2		Igf2bp2	284
chr5	38541737	38549941	4_Mef2Da2_5d_peak_7032_lociStitched	Wdr1	Slc2a9	Wdr1	285
chr15	64105901	64123221	2_Mef2Da2_5d_peak_3442_lociStitched, 3_Myf6_5d.nodup_peak_4425_lociStitched	Asap1	Fam49b	Fam49b	288, 413
chr17	29819108	29829282	6_Myf6_5d.nodup_peak_5527_lociStitched, 2_Mef2Da2_5d_peak_4173_lociStitched	Mdga1		Mdga1	288, 344
chr10	41817059	41830740	3_Mef2Da2_5d_peak_977_lociStitched	Sesn1	Cep57l1	Sesn1	289
chr12	85541109	85543317	2_Myf6_5d.nodup_peak_3037_lociStitched, 2_Mef2Da2_5d_peak_2180_lociStitched			Jdp2	289, 465
chr8	79600521	79613194	2_Mef2Da2_5d_peak_8618_lociStitched		Otud4	Otud4	290
chr9	63726738	63737734	2_Myf6_5d.nodup_peak_13017_lociStitched	Smad3		Smad3	290
chr12	85436183	85455680	4_Mef2Da2_5d_peak_2175_lociStitched, 2_Myf6_5d.nodup_peak_3033_lociStitched		Fos	Fos	291, 812
chr10	68090292	68103054	2_Mef2Da2_5d_peak_1094_lociStitched	Arid5b		Rtkn2	293
chr11	76849887	76857328	2_Myf6_5d.nodup_peak_2211_lociStitched		Tmigd1,Cpd	Cpd	294
chr8	94569457	94572082	2_Mef2Da2_5d_peak_8708_lociStitched	Cpne2	Rspry1,Fam192a	Fam192a	294
chr2	30447707	30464093	3_Myf6_5d.nodup_peak_6940_lociStitched	Ppp2r4	Crat,Ier5l	Ier5l	295
chr6	145968954	145978050	3_Mef2Da2_5d_peak_7841_lociStitched		Sspn	Sspn	297
chr1	181550035	181559877	2_Mef2Da2_5d_peak_719_lociStitched, 3_Myf6_5d.nodup_peak_926_lociStitched		Ccdc121	Ccdc121	299, 273
chr3	135629105	135646863	3_Myf6_5d.nodup_peak_8502_lociStitched	Nfkb1		Nfkb1	299
chr13	43524068	43531587	3_Myf6_5d.nodup_peak_3450_lociStitched		Ranbp9,Mcur1	Mcur1	300
chr4	9057714	9068209	2_Mef2Da2_5d_peak_6363_lociStitched			Clvs1	300
chr4	106571258	106581685	2_Mef2Da2_5d_peak_6660_lociStitched	Dhcr24	Ttc22,BC055111	Dhcr24	302
chr13	46488501	46497564	3_Mef2Da2_5d_peak_2526_lociStitched		Cap2	Cap2	304
chr17	48436510	48445650	3_Mef2Da2_5d_peak_4259_lociStitched		Unc5cl,Nfya,Tspo2,Apobec2,Oard1	Apobec2	306
chr8	25543292	25555032	4_Myf6_5d.nodup_peak_11997_lociStitched	Fgfr1	Whsc1l1,Letm2	Fgfr1	307
chr16	30416506	30427248	4_Myf6_5d.nodup_peak_4976_lociStitched	Mir1195	Atp13a3	Atp13a3	310
chr7	126236314	126251997	3_Mef2Da2_5d_peak_8293_lociStitched		Xpo6,Sbk1	Sbk1	310
chr1	72197133	72215001	3_Mef2Da2_5d_peak_208_lociStitched	Mreg		Mreg	312
chr2	180115448	180126500	2_Myf6_5d.nodup_peak_7860_lociStitched	Osbpl2	Gtpbp5,Adrm1,Hrh3	Osbpl2	312
chr6	114833151	114839146	2_Mef2Da2_5d_peak_7716_lociStitched	Atg7		Vgll4	313
chr17	48001290	48024401	4_Myf6_5d.nodup_peak_5653_lociStitched		1700122O11Rik	1700122O11Rik	314
chr18	34368666	34383086	3_Myf6_5d.nodup_peak_5989_lociStitched	Reep5	Srp19,Pkd2l2	Reep5	316
chr19	41935990	41948119	2_Mef2Da2_5d_peak_5009_lociStitched	Mms19,Zdhhc16	Exosc1,Rrp12,Ubtd1,Pgam1	Zdhhc16	317
chr9	123809766	123818895	3_Mef2Da2_5d_peak_9382_lociStitched	Fyco1,Cxcr6	Ccr9,Xcr1	Cxcr6	318
chr13	97365735	97390894	4_Myf6_5d.nodup_peak_3743_lociStitched			Enc1	320
chr6	30355745	30360399	3_Mef2Da2_5d_peak_7455_lociStitched		Klhdc10,Zc3hc1	Zc3hc1	320
chr2	59769139	59783649	3_Myf6_5d.nodup_peak_7118_lociStitched	Tanc1		Wdsub1	322
chr6	94236769	94241568	2_Mef2Da2_5d_peak_7653_lociStitched	Magi1	Magi1	Magi1	324
chr3	122695973	122704971	3_Mef2Da2_5d_peak_6221_lociStitched		Pde5a	Pde5a	325
chr18	62009099	62017611	2_Mef2Da2_5d_peak_4684_lociStitched	Sh3tc2		Sh3tc2	326
chr15	76021119	76030256	4_Mef2Da2_5d_peak_3494_lociStitched		Mapk15,Fam83h,Ccdc166,Scrib	Fam83h	327
chr11	53306896	53309231	2_Mef2Da2_5d_peak_1517_lociStitched		Zcchc10,Aff4,Hspa4	Hspa4	328
chr15	61157973	61161632	2_Myf6_5d.nodup_peak_4410_lociStitched			A1bg	330
chr12	112981915	112985283	2_Mef2Da2_5d_peak_2306_lociStitched, 2_Myf6_5d.nodup_peak_3221_lociStitched	Brf1	Btbd6,Nudt14,Pacs2	Btbd6	332, 449
chrX	96122024	96127002	2_Mef2Da2_5d_peak_9475_lociStitched	Msn		Msn	334
chrX	53162735	53180181	3_Mef2Da2_5d_peak_9444_lociStitched		Plac1	Plac1	337
chr6	71753393	71757890	3_Myf6_5d.nodup_peak_10611_lociStitched, 2_Mef2Da2_5d_peak_7557_lociStitched	Reep1		Reep1	339, 592
chr5	118809579	118813110	2_Myf6_5d.nodup_peak_10084_lociStitched			4930413E15Rik	340
chr3	99290345	99297465	2_Myf6_5d.nodup_peak_8281_lociStitched, 3_Mef2Da2_5d_peak_6114_lociStitched	Tbx15		Tbx15	341, 560
chr13	63153171	63156534	3_Myf6_5d.nodup_peak_3627_lociStitched	2010111I01Rik		2010111I01Rik	343
chr4	134307572	134319987	2_Myf6_5d.nodup_peak_9253_lociStitched	Trim63	Slc30a2,Pdik1l	Trim63	345
chr1	87856842	87866941	2_Mef2Da2_5d_peak_299_lociStitched	Dgkd		Dgkd	347
chr9	59528011	59534343	2_Mef2Da2_5d_peak_9087_lociStitched		Celf6,Hexa,Gm20199,Arih1,Tmem202	Tmem202	355
chr15	79406637	79418996	2_Myf6_5d.nodup_peak_4548_lociStitched	Csnk1e	Tmem184b,Mir1943	Tmem184b	356
chr3	65435208	65443936	3_Mef2Da2_5d_peak_5991_lociStitched		Ssr3	Ssr3	356
chr5	143553989	143562129	2_Myf6_5d.nodup_peak_10315_lociStitched, 2_Mef2Da2_5d_peak_7374_lociStitched	Fam220a	Fam220a,Rac1	Fam220a	357, 454
chr12	104904154	104917618	3_Myf6_5d.nodup_peak_3167_lociStitched		Clmn	Clmn	358
chr11	86603743	86612225	2_Myf6_5d.nodup_peak_2290_lociStitched	Vmp1	Mir21	Mir21	359
chr15	38907386	38920056	2_Myf6_5d.nodup_peak_4284_lociStitched, 2_Mef2Da2_5d_peak_3300_lociStitched		Baalc	Baalc	360, 343
chr5	33237695	33245987	2_Myf6_5d.nodup_peak_9649_lociStitched		Ctbp1,Spon2	Spon2	361
chr11	54331858	54336508	2_Myf6_5d.nodup_peak_2001_lociStitched	Acsl6	4930404A10Rik	Acsl6	362
chr7	49334215	49343570	2_Mef2Da2_5d_peak_8011_lociStitched, 2_Myf6_5d.nodup_peak_11300_lociStitched	Nav2		Nav2	362, 483
chr8	11749639	11771853	4_Myf6_5d.nodup_peak_11944_lociStitched	Arhgef7		Arhgef7	363
chr1	183803526	183807242	3_Mef2Da2_5d_peak_738_lociStitched			1700056E22Rik	364
chr18	24807100	24819635	4_Myf6_5d.nodup_peak_5964_lociStitched, 3_Mef2Da2_5d_peak_4526_lociStitched	Fhod3		Fhod3	366, 408
chr17	67150559	67171643	3_Mef2Da2_5d_peak_4331_lociStitched	Ptprm		Ptprm	370
chr2	173025037	173029489	5_Myf6_5d.nodup_peak_7830_lociStitched	Rbm38	Rae1,Spo11	Rbm38	371
chr5	66547026	66550608	2_Mef2Da2_5d_peak_7111_lociStitched	Apbb2		Apbb2	371
chr11	75395665	75402499	2_Myf6_5d.nodup_peak_2190_lociStitched	Smyd4	Serpinf2,Rpa1,Serpinf1	Serpinf1	372
chr3	57527311	57536053	2_Mef2Da2_5d_peak_5970_lociStitched	Wwtr1		Wwtr1	372
chr11	75620497	75624519	2_Mef2Da2_5d_peak_1634_lociStitched	Pitpna	Myo1c,Inpp5k	Inpp5k	374
chr16	32520525	32527275	4_Myf6_5d.nodup_peak_5006_lociStitched		Zdhhc19,Slc51a	Zdhhc19	375
chr15	41908751	41917074	3_Mef2Da2_5d_peak_3318_lociStitched		Abra	Abra	376
chr12	81668618	81680409	2_Mef2Da2_5d_peak_2155_lociStitched		Ttc9	Ttc9	377
chr16	24073097	24077777	3_Myf6_5d.nodup_peak_4913_lociStitched			Bcl6	378
chr8	40647559	40655661	2_Mef2Da2_5d_peak_8486_lociStitched		Mtmr7,Adam24	Mtmr7	380
chr8	118286665	118290613	2_Mef2Da2_5d_peak_8795_lociStitched	Cdh13		Cdh13	381
chr13	30036735	30045047	3_Myf6_5d.nodup_peak_3332_lociStitched			E2f3	384
chr10	75303314	75314510	3_Myf6_5d.nodup_peak_1440_lociStitched	Specc1l	Adora2a,Gm5779	Adora2a	386
chr8	93569397	93570475	2_Mef2Da2_5d_peak_8700_lociStitched		Ces5a	Ces5a	386
chr10	69914005	69917329	2_Myf6_5d.nodup_peak_1415_lociStitched	Ank3	Ank3	Ank3	387
chr12	78952085	78959173	3_Mef2Da2_5d_peak_2120_lociStitched		Plek2,Tmem229b	Tmem229b	388
chr17	56459065	56469153	2_Mef2Da2_5d_peak_4291_lociStitched	Ptprs	Znrf4	Ptprs	390
chr17	4494521	4501434	2_Mef2Da2_5d_peak_4033_lociStitched, 3_Myf6_5d.nodup_peak_5305_lociStitched			4930548J01Rik	393, 210
chr19	5412033	5430687	3_Myf6_5d.nodup_peak_6376_lociStitched	4930481A15Rik,AI837181,Drap1	Fosl1,Ctsw,Banf1,Fibp,Efemp2,AI837181,4930481A15Rik,D330050I16Rik,Ccdc85b,Eif1ad,Sart1	Drap1	393
chr13	30230055	30242656	3_Mef2Da2_5d_peak_2413_lociStitched	Mboat1		Mboat1	394
chr16	94467888	94472758	2_Myf6_5d.nodup_peak_5265_lociStitched	Ttc3		Dscr3	394
chr8	107499073	107503544	3_Mef2Da2_5d_peak_8755_lociStitched	Wwp2	Mir140	Mir140	395
chr13	110924085	110941917	3_Mef2Da2_5d_peak_2801_lociStitched			3110015C05Rik	397
chr9	59660486	59673682	3_Myf6_5d.nodup_peak_12974_lociStitched	Pkm	Parp6,Gramd2	Pkm	397
chr3	101528303	101536847	3_Myf6_5d.nodup_peak_8304_lociStitched			Atp1a1	398
chr3	27899376	27906953	3_Myf6_5d.nodup_peak_7944_lociStitched		Tmem212,Pld1	Tmem212	402
chr10	111929000	111949262	3_Myf6_5d.nodup_peak_1676_lociStitched		Glipr1,Krr1	Krr1	403
chr3	83954027	83970881	3_Mef2Da2_5d_peak_6030_lociStitched	D930015E06Rik		D930015E06Rik	403
chr2	27436433	27446079	2_Myf6_5d.nodup_peak_6880_lociStitched	Brd3	Vav2,Brd3	Vav2	405
chr15	28158741	28162820	2_Mef2Da2_5d_peak_3250_lociStitched		Dnahc5	Dnahc5	407
chr3	51481191	51493806	2_Mef2Da2_5d_peak_5935_lociStitched	Rab33b		Rab33b	409
chr18	65565708	65572470	3_Mef2Da2_5d_peak_4720_lociStitched		Zfp532	Zfp532	410
chr6	91785060	91797006	2_Myf6_5d.nodup_peak_10763_lociStitched	Grip2		Grip2	410
