REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	2d_myotH3K27ac.bam	Input_MT_2d.bam
23_Myog_60hr_MT_peak_39315_lociStitched	chr8	121990936	122055861	23	6250	32637.7975	5427.73
22_Myog_60hr_MT_peak_8150_lociStitched	chr11	117949345	118013659	22	6054	54609.0174	6862.3038
14_Myog_60hr_MT_peak_34605_lociStitched	chr7	19777072	19840770	14	3300	26046.1122	4573.5164
17_Myog_60hr_MT_peak_4373_lociStitched	chr10	84338868	84402334	17	3989	15771.301	7393.789
9_Myog_60hr_MT_peak_18513_lociStitched	chr17	56331312	56394218	9	1722	8769.0964	5818.805
15_Myog_60hr_MT_peak_38491_lociStitched	chr8	88254641	88317518	15	4360	52357.6779	8658.1629
10_Myog_60hr_MT_peak_41977_lociStitched	chrX	11793958	11856232	10	2403	8419.4448	5716.7532
16_Myog_60hr_MT_peak_8055_lociStitched	chr11	117216808	117276404	16	4670	40620.6336	6275.4588
15_Myog_60hr_MT_peak_15058_lociStitched	chr15	86144596	86204159	15	3779	22115.7419	7528.7632
10_Myog_60hr_MT_peak_28046_lociStitched	chr4	106907725	106966758	10	3468	18335.6498	5767.5241
11_Myog_60hr_MT_peak_40933_lociStitched	chr9	70198119	70255336	11	3070	35405.8796	5195.3036
15_Myog_60hr_MT_peak_6859_lociStitched	chr11	88132194	88187880	15	3970	24095.3322	4827.9762
14_Myog_60hr_MT_peak_15033_lociStitched	chr15	85670195	85725234	14	2794	44273.3716	7672.4366
28_Myog_60hr_MT_peak_12138_lociStitched	chr14	25470527	25525296	28	7928	32943.5535	5652.1608
24_Myog_60hr_MT_peak_39417_lociStitched	chr8	122618265	122672252	24	8734	9652.8756	4399.9405
13_Myog_60hr_MT_peak_40734_lociStitched	chr9	63701417	63755265	13	3339	27128.6224	4361.688
13_Myog_60hr_MT_peak_22511_lociStitched	chr2	32894152	32947823	13	2412	20024.6501	5393.9355
11_Myog_60hr_MT_peak_9841_lociStitched	chr12	108197825	108251368	11	2328	6639.332	3983.5992
12_Myog_60hr_MT_peak_15672_lociStitched	chr16	4497986	4551373	12	3600	17665.7583	5434.7966
8_Myog_60hr_MT_peak_8900_lociStitched	chr12	52824896	52878079	8	1812	42046.4798	5663.9895
10_Myog_60hr_MT_peak_3813_lociStitched	chr10	75091759	75144369	10	2662	19186.867	6339.505
10_Myog_60hr_MT_peak_17659_lociStitched	chr17	27035294	27087661	10	2972	22140.7676	5241.9367
15_Myog_60hr_MT_peak_31058_lociStitched	chr5	111196089	111248293	15	3798	41507.4004	5533.624
15_Myog_60hr_MT_peak_23335_lociStitched	chr2	93426004	93477792	15	7208	29695.2392	5660.4284
13_Myog_60hr_MT_peak_716_lociStitched	chr1	73915100	73966848	13	3858	19157.1096	5573.2596
9_Myog_60hr_MT_peak_35434_lociStitched	chr7	65388230	65439855	9	1944	34046.6875	4749.5
19_Myog_60hr_MT_peak_33314_lociStitched	chr6	90686079	90737698	19	4777	19790.7246	5476.7759
11_Myog_60hr_MT_peak_1830_lociStitched	chr1	135813781	135865173	11	3641	17262.5728	5005.5808
16_Myog_60hr_MT_peak_27324_lociStitched	chr4	45423811	45475173	16	4238	22953.6778	4976.9778
13_Myog_60hr_MT_peak_39372_lociStitched	chr8	122273286	122324407	13	3455	11016.5755	4105.0163
11_Myog_60hr_MT_peak_29236_lociStitched	chr4	141236966	141287966	11	3001	26137.5	4294.2
17_Myog_60hr_MT_peak_39718_lociStitched	chr8	126565341	126616122	17	5651	44687.28	4351.9317
11_Myog_60hr_MT_peak_39275_lociStitched	chr8	121597703	121648473	11	1705	7082.415	3970.214
10_Myog_60hr_MT_peak_17627_lociStitched	chr17	26567883	26618585	10	2316	43705.124	5683.6942
11_Myog_60hr_MT_peak_34434_lociStitched	chr7	16002252	16052950	11	2750	18322.2572	3959.5138
12_Myog_60hr_MT_peak_15426_lociStitched	chr15	99796516	99846984	12	3372	39228.7764	6712.244
14_Myog_60hr_MT_peak_24805_lociStitched	chr2	173014782	173065175	14	5778	8405.5524	4273.3264
13_Myog_60hr_MT_peak_39299_lociStitched	chr8	121872090	121922327	13	4034	22164.5644	3627.1114
15_Myog_60hr_MT_peak_24934_lociStitched	chr2	180185323	180235417	15	4796	29941.1838	4964.3154
11_Myog_60hr_MT_peak_10065_lociStitched	chr12	112651879	112701811	11	4244	11888.8092	4399.0092
12_Myog_60hr_MT_peak_33336_lociStitched	chr6	91153292	91202859	12	4125	26533.2151	4723.7351
8_Myog_60hr_MT_peak_21071_lociStitched	chr19	32291952	32341339	8	1516	24061.3464	5521.4666
11_Myog_60hr_MT_peak_23930_lociStitched	chr2	132006618	132055791	11	2433	17338.3998	4991.0595
10_Myog_60hr_MT_peak_3612_lociStitched	chr10	61327659	61376674	10	2664	16620.9865	5881.8
8_Myog_60hr_MT_peak_30258_lociStitched	chr5	35737437	35786281	8	2257	7043.3048	4625.5268
15_Myog_60hr_MT_peak_15778_lociStitched	chr16	10331247	10380017	15	5187	12426.596	3969.878
8_Myog_60hr_MT_peak_36126_lociStitched	chr7	100911935	100960689	8	1751	11696.0846	4563.3744
9_Myog_60hr_MT_peak_2761_lociStitched	chr1	191251459	191299849	9	2377	13907.286	4882.551
9_Myog_60hr_MT_peak_24473_lociStitched	chr2	163674452	163722825	9	3836	25376.4758	4585.7604
11_Myog_60hr_MT_peak_1096_lociStitched	chr1	89595113	89643125	11	2466	6755.2884	4685.9712
14_Myog_60hr_MT_peak_4557_lociStitched	chr10	94520403	94568367	14	3190	29871.9792	5832.4224
10_Myog_60hr_MT_peak_38697_lociStitched	chr8	95374546	95422465	10	3224	16072.0326	6076.1292
16_Myog_60hr_MT_peak_22422_lociStitched	chr2	32041169	32088962	16	5073	5453.1813	4363.5009
9_Myog_60hr_MT_peak_14764_lociStitched	chr15	81031748	81079541	9	1787	36910.5339	6557.1996
10_Myog_60hr_MT_peak_26465_lociStitched	chr3	121464999	121512558	10	2428	36720.3039	5298.0726
11_Myog_60hr_MT_peak_4821_lociStitched	chr10	121386285	121433251	11	3135	9426.0762	5025.362
15_Myog_60hr_MT_peak_33254_lociStitched	chr6	89308303	89355002	15	5440	22499.5782	4212.2498
9_Myog_60hr_MT_peak_1445_lociStitched	chr1	120025086	120071491	9	2289	9443.4175	4204.293
21_Myog_60hr_MT_peak_29638_lociStitched	chr4	152054519	152100903	21	6732	17268.7632	4128.176
7_Myog_60hr_MT_peak_35401_lociStitched	chr7	63986812	64033179	7	1092	5049.3663	3050.9486
15_Myog_60hr_MT_peak_28735_lociStitched	chr4	133070796	133117044	15	3847	23142.4992	4305.6888
8_Myog_60hr_MT_peak_22889_lociStitched	chr2	60600970	60646906	8	2315	30786.3072	5622.5664
9_Myog_60hr_MT_peak_22628_lociStitched	chr2	35563810	35609589	9	1613	4481.7641	3904.9487
7_Myog_60hr_MT_peak_36382_lociStitched	chr7	112454131	112499741	7	1369	19361.445	3776.508
11_Myog_60hr_MT_peak_1085_lociStitched	chr1	89536057	89581621	11	2785	23255.8656	4465.272
13_Myog_60hr_MT_peak_8817_lociStitched	chr12	32989747	33035071	13	2537	8525.4444	4047.4332
6_Myog_60hr_MT_peak_26092_lociStitched	chr3	97007315	97052508	6	1240	7334.8239	4433.4333
16_Myog_60hr_MT_peak_22398_lociStitched	chr2	31923725	31968808	16	4768	19782.4204	4400.1008
15_Myog_60hr_MT_peak_682_lociStitched	chr1	72944432	72989461	15	3248	36095.2464	4867.6349
9_Myog_60hr_MT_peak_29083_lociStitched	chr4	137853837	137898777	9	2302	9262.134	3523.296
8_Myog_60hr_MT_peak_27789_lociStitched	chr4	83957206	84001980	8	1806	16946.959	4441.5808
11_Myog_60hr_MT_peak_6885_lociStitched	chr11	88484266	88528855	11	2189	19244.6124	4632.7971
14_Myog_60hr_MT_peak_7125_lociStitched	chr11	97397587	97442138	14	4403	18386.1977	4749.1366
7_Myog_60hr_MT_peak_32440_lociStitched	chr6	31073433	31117942	7	1265	38651.6156	4749.1103
7_Myog_60hr_MT_peak_31411_lociStitched	chr5	121807309	121851776	7	1678	17306.5564	4580.101
11_Myog_60hr_MT_peak_20620_lociStitched	chr19	6287115	6331529	11	3139	17552.4128	4317.0408
18_Myog_60hr_MT_peak_19536_lociStitched	chr18	35814846	35859129	18	5680	23230.8618	4038.6096
14_Myog_60hr_MT_peak_14701_lociStitched	chr15	79984054	80028264	14	4162	16693.696	5110.676
10_Myog_60hr_MT_peak_1779_lociStitched	chr1	135524194	135568397	10	2467	20328.9597	4486.6045
11_Myog_60hr_MT_peak_13576_lociStitched	chr15	31232709	31276719	11	2522	17053.875	6143.796
12_Myog_60hr_MT_peak_28722_lociStitched	chr4	133014189	133057925	12	3474	11069.5816	4102.4368
10_Myog_60hr_MT_peak_2025_lociStitched	chr1	155201110	155244666	10	2289	19778.7796	4751.9596
9_Myog_60hr_MT_peak_22353_lociStitched	chr2	30985284	31028637	9	2011	11146.0563	4222.5822
10_Myog_60hr_MT_peak_1794_lociStitched	chr1	135659850	135703061	10	2291	25939.5633	4377.2743
9_Myog_60hr_MT_peak_31740_lociStitched	chr5	135488780	135531724	9	2276	10456.864	4187.04
12_Myog_60hr_MT_peak_1163_lociStitched	chr1	91022595	91065534	12	3198	31173.714	4980.924
14_Myog_60hr_MT_peak_35223_lociStitched	chr7	46338257	46380963	14	6629	37060.2668	3301.1738
9_Myog_60hr_MT_peak_33658_lociStitched	chr6	113481016	113523690	9	2257	17376.8528	3981.4842
11_Myog_60hr_MT_peak_23207_lociStitched	chr2	91041899	91084492	11	3380	24175.7868	4519.1173
12_Myog_60hr_MT_peak_17671_lociStitched	chr17	27118821	27161230	12	3023	32328.3807	4190.0092
5_Myog_60hr_MT_peak_3694_lociStitched	chr10	66899887	66942262	5	993	15534.675	5296.875
12_Myog_60hr_MT_peak_16233_lociStitched	chr16	30490853	30533225	12	3130	48668.4792	4576.176
13_Myog_60hr_MT_peak_24441_lociStitched	chr2	163344958	163387187	13	3855	33386.2474	4636.7442
17_Myog_60hr_MT_peak_13996_lociStitched	chr15	58976647	59018872	17	3967	50023.9575	6308.415
5_Myog_60hr_MT_peak_18278_lociStitched	chr17	45994628	46036814	5	2551	13322.3388	3809.3958
17_Myog_60hr_MT_peak_6692_lociStitched	chr11	80479448	80521447	17	5071	23805.0332	4309.0974
6_Myog_60hr_MT_peak_36800_lociStitched	chr7	131040801	131082746	6	1959	2999.0675	3074.5685
13_Myog_60hr_MT_peak_40534_lociStitched	chr9	58275189	58317049	13	2702	34283.34	3750.656
16_Myog_60hr_MT_peak_1697_lociStitched	chr1	134265944	134307783	16	6000	17718.8165	3811.5329
13_Myog_60hr_MT_peak_31572_lociStitched	chr5	125040259	125082026	13	4866	21109.0418	4030.5155
10_Myog_60hr_MT_peak_20180_lociStitched	chr18	75650589	75692243	10	2407	10084.4334	3207.358
6_Myog_60hr_MT_peak_21741_lociStitched	chr2	4414025	4455647	6	1525	18363.6264	4532.6358
10_Myog_60hr_MT_peak_8927_lociStitched	chr12	54252137	54293598	10	2981	13192.8902	3876.6035
11_Myog_60hr_MT_peak_3997_lociStitched	chr10	79698020	79739475	11	3195	5198.457	4336.193
7_Myog_60hr_MT_peak_28909_lociStitched	chr4	135276827	135318245	7	1548	29659.4298	3934.71
11_Myog_60hr_MT_peak_20571_lociStitched	chr19	5809099	5850436	11	4056	89788.0977	5167.125
7_Myog_60hr_MT_peak_8108_lociStitched	chr11	117729023	117770300	7	1406	12672.039	4358.8512
7_Myog_60hr_MT_peak_35517_lociStitched	chr7	67459513	67500703	7	2762	12740.067	2912.133
8_Myog_60hr_MT_peak_27522_lociStitched	chr4	57228722	57269627	8	1659	6884.3115	3800.0745
16_Myog_60hr_MT_peak_9527_lociStitched	chr12	86796031	86836918	16	4095	53705.0745	4391.2638
17_Myog_60hr_MT_peak_9697_lociStitched	chr12	100977626	101018300	17	4980	19889.586	3660.66
9_Myog_60hr_MT_peak_11635_lociStitched	chr13	99433705	99474309	9	1962	30493.604	4421.7756
13_Myog_60hr_MT_peak_5040_lociStitched	chr11	3508323	3548865	13	4322	18061.461	4646.1132
7_Myog_60hr_MT_peak_16058_lociStitched	chr16	21293021	21333502	7	2054	13961.8969	3173.7104
16_Myog_60hr_MT_peak_40824_lociStitched	chr9	66211082	66251370	16	3630	25848.7808	4109.376
7_Myog_60hr_MT_peak_17363_lociStitched	chr17	15183863	15224129	7	2222	4537.9782	3845.403
9_Myog_60hr_MT_peak_9764_lociStitched	chr12	103328861	103369064	9	2808	2512.6875	3304.6866
5_Myog_60hr_MT_peak_10233_lociStitched	chr13	9310902	9350974	5	1310	14934.8344	4223.5888
12_Myog_60hr_MT_peak_37277_lociStitched	chr7	145182594	145222617	12	3665	14156.1351	3101.7825
11_Myog_60hr_MT_peak_40503_lociStitched	chr9	57598115	57637993	11	2944	17805.527	3517.2396
8_Myog_60hr_MT_peak_32015_lociStitched	chr5	142412746	142452611	8	1561	12812.611	3587.85
6_Myog_60hr_MT_peak_18115_lociStitched	chr17	35691965	35731773	6	4191	14832.4608	3901.184
14_Myog_60hr_MT_peak_20049_lociStitched	chr18	67368959	67408766	14	4362	18769.0005	3268.1547
16_Myog_60hr_MT_peak_1669_lociStitched	chr1	134060825	134100518	16	5037	32540.3214	4501.1862
9_Myog_60hr_MT_peak_32808_lociStitched	chr6	54749207	54788862	9	1690	17567.165	3561.019
12_Myog_60hr_MT_peak_12184_lociStitched	chr14	25734732	25774382	12	4440	30831.84	3913.455
9_Myog_60hr_MT_peak_24134_lociStitched	chr2	152781101	152820583	9	2111	29303.5404	4710.2026
9_Myog_60hr_MT_peak_14945_lociStitched	chr15	84430663	84470014	9	3178	3399.9264	4297.1292
10_Myog_60hr_MT_peak_2106_lociStitched	chr1	157062474	157101823	10	2344	13433.7486	3773.5691
11_Myog_60hr_MT_peak_13690_lociStitched	chr15	36854901	36893895	11	3209	26375.5416	5232.9948
7_Myog_60hr_MT_peak_32187_lociStitched	chr5	149228985	149267864	7	1351	12312.9793	3592.4196
8_Myog_60hr_MT_peak_5847_lociStitched	chr11	57683227	57722100	8	1648	19300.4445	3537.443
23_Myog_60hr_MT_peak_32674_lociStitched	chr6	47739665	47778486	23	6031	19849.1773	13012.7992
8_Myog_60hr_MT_peak_34372_lociStitched	chr7	6121194	6159922	8	2373	7582.9424	2803.9072
12_Myog_60hr_MT_peak_9531_lociStitched	chr12	86859889	86898613	12	3919	38522.6352	4023.4236
11_Myog_60hr_MT_peak_28200_lociStitched	chr4	117304291	117343007	11	2413	13151.8252	3457.3388
8_Myog_60hr_MT_peak_40651_lociStitched	chr9	61632690	61671313	8	2682	16194.6239	3364.0633
9_Myog_60hr_MT_peak_2921_lociStitched	chr10	7111676	7150137	9	2028	27980.3775	5092.2364
10_Myog_60hr_MT_peak_16133_lociStitched	chr16	24200240	24238552	10	4010	19125.3504	3850.356
16_Myog_60hr_MT_peak_8072_lociStitched	chr11	117289788	117327961	16	4862	28618.2981	4031.0688
9_Myog_60hr_MT_peak_30541_lociStitched	chr5	64360468	64398407	9	2446	30138.7416	3964.6255
7_Myog_60hr_MT_peak_17372_lociStitched	chr17	15343145	15381013	7	3017	14492.0836	3771.6528
14_Myog_60hr_MT_peak_31140_lociStitched	chr5	113845709	113883571	14	3354	26624.5584	4191.3234
7_Myog_60hr_MT_peak_28762_lociStitched	chr4	133423509	133461310	7	1156	7170.8497	3171.5039
11_Myog_60hr_MT_peak_7857_lociStitched	chr11	114807123	114844734	11	3167	10008.2871	3238.3071
11_Myog_60hr_MT_peak_37411_lociStitched	chr8	11684631	11722061	11	3269	10184.703	3316.298
10_Myog_60hr_MT_peak_18274_lociStitched	chr17	45911236	45948618	10	3015	9524.9336	3080.2768
9_Myog_60hr_MT_peak_19879_lociStitched	chr18	61360666	61398046	9	2615	29358.252	3483.816
10_Myog_60hr_MT_peak_32085_lociStitched	chr5	144258876	144296224	10	2625	23955.0072	3962.6228
8_Myog_60hr_MT_peak_29582_lociStitched	chr4	150772335	150809620	8	1549	33403.6315	3333.279
10_Myog_60hr_MT_peak_39611_lociStitched	chr8	124249772	124286938	10	2441	17661.2832	3162.8266
7_Myog_60hr_MT_peak_4786_lociStitched	chr10	118979295	119016448	7	1291	41748.8261	4900.4807
10_Myog_60hr_MT_peak_16858_lociStitched	chr16	94155059	94192212	10	1812	3626.1328	3016.8236
15_Myog_60hr_MT_peak_38394_lociStitched	chr8	84722871	84760003	15	4005	24948.9908	5781.4524
11_Myog_60hr_MT_peak_29521_lociStitched	chr4	149975409	150012406	11	3177	11846.4394	3437.0213
5_Myog_60hr_MT_peak_25720_lociStitched	chr3	84296769	84333696	5	1340	15114.2211	3965.9598
12_Myog_60hr_MT_peak_10862_lociStitched	chr13	49344583	49381487	12	3582	23098.2136	3863.8488
13_Myog_60hr_MT_peak_10781_lociStitched	chr13	46507962	46544863	13	3096	12074.0072	2878.278
11_Myog_60hr_MT_peak_38925_lociStitched	chr8	110695406	110732100	11	4087	17235.1718	2942.8588
8_Myog_60hr_MT_peak_19841_lociStitched	chr18	60696916	60733603	8	1811	10250.3478	3364.1979
10_Myog_60hr_MT_peak_6906_lociStitched	chr11	88585491	88622095	10	1989	36596.6792	4015.4588
9_Myog_60hr_MT_peak_13587_lociStitched	chr15	31302311	31338855	9	1582	26684.4288	4988.256
8_Myog_60hr_MT_peak_5270_lociStitched	chr11	11820842	11857257	8	2926	17766.8785	3954.669
13_Myog_60hr_MT_peak_30313_lociStitched	chr5	36356646	36392903	13	4210	31753.8806	3897.6275
18_Myog_60hr_MT_peak_14488_lociStitched	chr15	77784150	77820389	18	5664	50854.1887	5276.3984
12_Myog_60hr_MT_peak_9796_lociStitched	chr12	104969611	105005810	12	4566	33187.2432	4275.1019
10_Myog_60hr_MT_peak_29495_lociStitched	chr4	149820568	149856697	10	2213	15116.3736	3114.3198
7_Myog_60hr_MT_peak_7347_lociStitched	chr11	100372810	100408913	7	2077	19047.9428	3776.3738
17_Myog_60hr_MT_peak_29178_lociStitched	chr4	140601054	140637133	17	3950	13677.5489	2778.083
7_Myog_60hr_MT_peak_8283_lociStitched	chr11	119607621	119643660	7	1729	12865.923	4025.5563
10_Myog_60hr_MT_peak_19028_lociStitched	chr17	86937772	86973667	10	2856	12225.837	3625.395
9_Myog_60hr_MT_peak_33667_lociStitched	chr6	113655027	113690911	9	2212	9864.5116	3312.0932
8_Myog_60hr_MT_peak_26963_lociStitched	chr4	8927291	8963168	8	1898	21102.8514	3960.8208
6_Myog_60hr_MT_peak_29399_lociStitched	chr4	148806816	148842649	6	1185	2300.4786	2554.8929
8_Myog_60hr_MT_peak_17715_lociStitched	chr17	27748151	27783875	8	1665	7737.8184	3911.778
5_Myog_60hr_MT_peak_1643_lociStitched	chr1	133765430	133801147	5	1032	13911.7715	3703.8529
9_Myog_60hr_MT_peak_14905_lociStitched	chr15	83571631	83607340	9	2550	14822.8059	4617.1737
5_Myog_60hr_MT_peak_8313_lociStitched	chr11	119856036	119891681	5	831	13092.4085	3414.791
7_Myog_60hr_MT_peak_36280_lociStitched	chr7	110619067	110654652	7	1544	12664.7015	3113.6875
33_Myog_60hr_MT_peak_32617_lociStitched	chr6	47650835	47686407	33	6947	21923.0236	15569.8644
7_Myog_60hr_MT_peak_4325_lociStitched	chr10	83114637	83150174	7	1763	9275.157	3834.4423
8_Myog_60hr_MT_peak_960_lociStitched	chr1	86487243	86522733	8	2491	12637.989	3712.254
11_Myog_60hr_MT_peak_33871_lociStitched	chr6	121033345	121068708	11	2186	9905.1763	3345.3398
6_Myog_60hr_MT_peak_14673_lociStitched	chr15	79730309	79765668	6	2114	13302.0558	4207.721
11_Myog_60hr_MT_peak_33706_lociStitched	chr6	114838949	114874261	11	2299	7496.7376	3079.2064
6_Myog_60hr_MT_peak_36395_lociStitched	chr7	112762983	112798186	6	1282	8198.7787	2862.0039
14_Myog_60hr_MT_peak_19058_lociStitched	chr17	87343395	87378515	14	3591	9366.504	3585.752
9_Myog_60hr_MT_peak_21436_lociStitched	chr19	47248055	47283126	9	1921	9528.7907	3447.4793
10_Myog_60hr_MT_peak_22897_lociStitched	chr2	60682811	60717743	10	2823	40395.3648	4017.18
11_Myog_60hr_MT_peak_16102_lociStitched	chr16	23237492	23272365	11	1952	6608.4335	3079.2859
14_Myog_60hr_MT_peak_5124_lociStitched	chr11	5168544	5203346	14	3930	11495.1006	3421.0366
7_Myog_60hr_MT_peak_4914_lociStitched	chr10	127583709	127618421	7	1510	20070.4784	4037.0056
7_Myog_60hr_MT_peak_14644_lociStitched	chr15	79357430	79392077	7	1973	13546.977	4278.9045
12_Myog_60hr_MT_peak_15388_lociStitched	chr15	99420485	99455108	12	2943	26434.6605	4660.2558
7_Myog_60hr_MT_peak_21596_lociStitched	chr19	55747307	55781842	7	1490	9507.4855	3242.8365
6_Myog_60hr_MT_peak_41337_lociStitched	chr9	102494372	102528859	6	1769	1427.7618	2355.4621
7_Myog_60hr_MT_peak_17391_lociStitched	chr17	15807337	15841690	7	2015	14239.3185	3751.3476
11_Myog_60hr_MT_peak_3520_lociStitched	chr10	59885459	59919808	11	2844	19441.534	3871.1323
10_Myog_60hr_MT_peak_40626_lociStitched	chr9	61421706	61456013	10	2459	10758.6752	2610.7627
13_Myog_60hr_MT_peak_7687_lociStitched	chr11	106332429	106366700	13	3982	8550.6145	2789.6594
8_Myog_60hr_MT_peak_21209_lociStitched	chr19	41586857	41620971	8	1868	6672.6984	3227.1844
12_Myog_60hr_MT_peak_10949_lociStitched	chr13	51960346	51994398	12	3343	34978.2144	3602.7016
7_Myog_60hr_MT_peak_17712_lociStitched	chr17	27679189	27713182	7	1831	3419.6958	2665.0512
6_Myog_60hr_MT_peak_7581_lociStitched	chr11	103375328	103409271	6	1342	13550.0456	3811.7989
5_Myog_60hr_MT_peak_11125_lociStitched	chr13	56601239	56635111	5	1087	10134.5024	2902.8304
7_Myog_60hr_MT_peak_40456_lociStitched	chr9	56860469	56894335	7	1787	9665.3564	2407.8726
6_Myog_60hr_MT_peak_31122_lociStitched	chr5	113187559	113221420	6	1322	9765.5124	3115.212
11_Myog_60hr_MT_peak_3969_lociStitched	chr10	78287593	78321441	11	2895	16886.7672	3926.368
6_Myog_60hr_MT_peak_28658_lociStitched	chr4	130805133	130838937	6	1171	2515.0176	2318.9544
8_Myog_60hr_MT_peak_38030_lociStitched	chr8	70395680	70429474	8	1779	3717.34	2760.9698
6_Myog_60hr_MT_peak_28544_lociStitched	chr4	128637313	128671098	6	1482	2773.7485	2962.9445
8_Myog_60hr_MT_peak_10048_lociStitched	chr12	112593582	112627306	8	3104	7598.0172	3379.1448
6_Myog_60hr_MT_peak_10834_lociStitched	chr13	49172311	49205958	6	2637	7193.7286	2870.0891
10_Myog_60hr_MT_peak_33514_lociStitched	chr6	100157476	100191109	10	3195	12632.5548	3296.034
6_Myog_60hr_MT_peak_10007_lociStitched	chr12	111787907	111821514	6	1286	5840.8966	3048.1549
6_Myog_60hr_MT_peak_30787_lociStitched	chr5	93106079	93139668	6	1961	21453.2943	3553.7162
9_Myog_60hr_MT_peak_14820_lociStitched	chr15	82130628	82164208	9	2913	21078.166	4701.2
8_Myog_60hr_MT_peak_17245_lociStitched	chr17	12195235	12228796	8	2154	8363.4012	3315.8268
5_Myog_60hr_MT_peak_14068_lociStitched	chr15	62106710	62140145	5	803	19134.8505	4349.8935
4_Myog_60hr_MT_peak_32780_lociStitched	chr6	54034557	54067986	4	724	6291.3378	3760.7625
6_Myog_60hr_MT_peak_10969_lociStitched	chr13	52106130	52139541	6	1206	16431.5298	3508.155
8_Myog_60hr_MT_peak_17758_lociStitched	chr17	28223907	28257300	8	1914	10792.6176	3018.7272
9_Myog_60hr_MT_peak_5436_lociStitched	chr11	30235322	30268557	9	2446	14736.399	3825.3485
5_Myog_60hr_MT_peak_11602_lociStitched	chr13	99058599	99091827	5	1630	21658.0104	3485.6172
7_Myog_60hr_MT_peak_41506_lociStitched	chr9	108104773	108137946	7	2073	9510.6991	2497.9269
7_Myog_60hr_MT_peak_36455_lociStitched	chr7	116169554	116202696	7	1718	7546.4334	2273.5412
11_Myog_60hr_MT_peak_11077_lociStitched	chr13	55471634	55504658	11	3261	7925.76	2899.5072
10_Myog_60hr_MT_peak_3510_lociStitched	chr10	59792837	59825797	10	2353	21997.504	4396.864
7_Myog_60hr_MT_peak_22158_lociStitched	chr2	28195785	28228718	7	1745	9356.2653	2937.6236
8_Myog_60hr_MT_peak_173_lociStitched	chr1	34095212	34128104	8	1920	31757.226	3581.9388
