REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	4d_myotH3K27ac.bam	Input_MT_5d.bam
4_Myf6_5d.nodup_peak_11944_lociStitched	chr8	11749639	11771853	4	699	7277.3064	2632.359
4_Myf6_5d.nodup_peak_1344_lociStitched	chr10	61226885	61249065	4	1000	18699.958	2938.85
4_Myf6_5d.nodup_peak_10303_lociStitched	chr5	142412823	142434994	4	713	8965.9524	2527.494
6_Myf6_5d.nodup_peak_12188_lociStitched	chr8	72566098	72588120	6	1068	21405.384	2541.3388
6_Myf6_5d.nodup_peak_1523_lociStitched	chr10	81412064	81433987	6	1112	22598.2284	2459.7606
4_Myf6_5d.nodup_peak_6129_lociStitched	chr18	57245466	57267357	4	930	13458.5868	2414.5773
4_Myf6_5d.nodup_peak_7080_lociStitched	chr2	52351133	52372893	4	913	8941.184	2728.704
4_Myf6_5d.nodup_peak_13081_lociStitched	chr9	70201840	70223430	4	1041	10956.925	1986.28
5_Myf6_5d.nodup_peak_12775_lociStitched	chr9	35323119	35344579	5	848	14571.34	2221.11
4_Myf6_5d.nodup_peak_6278_lociStitched	chr18	75654873	75676164	4	902	14452.3308	2169.5529
4_Myf6_5d.nodup_peak_5061_lociStitched	chr16	38368368	38389649	4	878	17922.8582	2579.2572
3_Myf6_5d.nodup_peak_5588_lociStitched	chr17	37018355	37039611	3	510	4944.1456	2059.7064
3_Myf6_5d.nodup_peak_218_lociStitched	chr1	53845986	53867141	3	716	11927.189	2657.068
3_Myf6_5d.nodup_peak_6000_lociStitched	chr18	35362601	35383750	3	803	11488.1368	2169.8874
3_Myf6_5d.nodup_peak_2220_lociStitched	chr11	77827359	77848416	3	558	4426.1814	2042.529
3_Myf6_5d.nodup_peak_2990_lociStitched	chr12	81748951	81769890	3	543	3637.1043	2162.9987
3_Myf6_5d.nodup_peak_5358_lociStitched	chr17	9748050	9768874	3	524	15228.5912	2857.0528
3_Myf6_5d.nodup_peak_1382_lociStitched	chr10	66921487	66942300	3	733	6506.1438	2670.3079
3_Myf6_5d.nodup_peak_5141_lociStitched	chr16	57349192	57369859	3	781	4803.0108	2287.8369
5_Myf6_5d.nodup_peak_4983_lociStitched	chr16	30512618	30533246	5	910	13420.5768	2467.1088
7_Myf6_5d.nodup_peak_12537_lociStitched	chr8	122019189	122039809	7	1641	14726.804	2472.338
3_Myf6_5d.nodup_peak_9711_lociStitched	chr5	36936569	36957082	3	647	3202.0793	1823.6057
4_Myf6_5d.nodup_peak_5647_lociStitched	chr17	47748827	47769319	4	779	8307.4568	2086.0856
3_Myf6_5d.nodup_peak_1676_lociStitched	chr10	111929000	111949262	3	585	6682.4076	2405.0994
3_Myf6_5d.nodup_peak_11018_lociStitched	chr6	134753965	134774203	3	517	4411.884	1791.063
3_Myf6_5d.nodup_peak_4951_lociStitched	chr16	28689042	28708929	3	503	1859.4345	1738.1238
3_Myf6_5d.nodup_peak_6204_lociStitched	chr18	65329295	65348974	3	761	4014.516	1753.3989
4_Myf6_5d.nodup_peak_5293_lociStitched	chr16	97418818	97438487	4	641	3243.4181	2016.0725
4_Myf6_5d.nodup_peak_11303_lociStitched	chr7	49359272	49378924	4	752	13033.2064	1819.7752
4_Myf6_5d.nodup_peak_5418_lociStitched	chr17	15195034	15214372	4	1124	5457.1836	2245.1418
3_Myf6_5d.nodup_peak_3265_lociStitched	chr13	12357771	12377052	3	713	10889.9088	2134.4067
3_Myf6_5d.nodup_peak_1642_lociStitched	chr10	98619279	98638498	3	504	4989.2524	2325.499
5_Myf6_5d.nodup_peak_6232_lociStitched	chr18	67967095	67986258	5	789	7036.6536	1740.0004
4_Myf6_5d.nodup_peak_10980_lociStitched	chr6	127989123	128008264	4	1038	14604.583	2229.9265
3_Myf6_5d.nodup_peak_4648_lociStitched	chr15	87659941	87679043	3	616	2995.1936	2668.5494
3_Myf6_5d.nodup_peak_9104_lociStitched	chr4	119185890	119204965	3	860	3629.9725	1890.3325
4_Myf6_5d.nodup_peak_1436_lociStitched	chr10	75098597	75117613	4	923	7245.096	2730.6976
4_Myf6_5d.nodup_peak_7865_lociStitched	chr2	180198802	180217805	4	922	9047.3283	2037.1216
3_Myf6_5d.nodup_peak_458_lociStitched	chr1	89595084	89613827	3	749	3692.371	2352.2465
3_Myf6_5d.nodup_peak_6376_lociStitched	chr19	5412033	5430687	3	517	6252.8208	1848.6114
3_Myf6_5d.nodup_peak_4336_lociStitched	chr15	55128719	55147341	3	924	26413.4448	3186.2242
5_Myf6_5d.nodup_peak_3495_lociStitched	chr13	46611187	46629774	5	1321	13206.0635	2209.9943
6_Myf6_5d.nodup_peak_5527_lociStitched	chr17	29819108	29837643	6	1102	7412.1465	1955.4425
4_Myf6_5d.nodup_peak_6199_lociStitched	chr18	65083314	65101848	4	631	7734.2382	1881.201
5_Myf6_5d.nodup_peak_12329_lociStitched	chr8	95149582	95168090	5	846	12898.2252	2302.3952
3_Myf6_5d.nodup_peak_2355_lociStitched	chr11	94221434	94239931	3	563	13682.2309	2256.634
3_Myf6_5d.nodup_peak_5874_lociStitched	chr17	87861703	87880058	3	528	1587.7075	1696.002
3_Myf6_5d.nodup_peak_3923_lociStitched	chr14	25736750	25755082	3	499	21897.574	2445.4888
4_Myf6_5d.nodup_peak_2449_lociStitched	chr11	102985268	103003583	4	901	14913.9045	2278.386
4_Myf6_5d.nodup_peak_7700_lociStitched	chr2	160603194	160621484	4	1248	12342.092	2200.287
5_Myf6_5d.nodup_peak_6689_lociStitched	chr19	47885448	47903679	5	1227	22559.0394	2490.3546
4_Myf6_5d.nodup_peak_3423_lociStitched	chr13	37908669	37926718	4	741	11535.1159	2304.8573
4_Myf6_5d.nodup_peak_3570_lociStitched	chr13	55484685	55502698	4	686	3916.0262	1424.8283
4_Myf6_5d.nodup_peak_4721_lociStitched	chr15	99796809	99814800	4	840	13327.7328	2304.6471
5_Myf6_5d.nodup_peak_9358_lociStitched	chr4	140610840	140628797	5	778	9030.5753	1666.4096
3_Myf6_5d.nodup_peak_9015_lociStitched	chr4	105273157	105291105	3	514	9334.7548	2159.1444
5_Myf6_5d.nodup_peak_10626_lociStitched	chr6	72200671	72218603	5	906	2492.548	1868.5144
3_Myf6_5d.nodup_peak_6007_lociStitched	chr18	35832248	35850114	3	571	17694.4864	1808.0392
5_Myf6_5d.nodup_peak_7763_lociStitched	chr2	166597775	166615625	5	869	3166.59	2097.375
4_Myf6_5d.nodup_peak_334_lociStitched	chr1	72951901	72969721	4	1196	20156.202	2191.86
4_Myf6_5d.nodup_peak_10867_lociStitched	chr6	112861716	112879513	4	838	12765.7881	2206.828
3_Myf6_5d.nodup_peak_11966_lociStitched	chr8	13503936	13521706	3	598	1670.38	1688.15
3_Myf6_5d.nodup_peak_8502_lociStitched	chr3	135629105	135646863	3	487	7268.3494	1939.1736
3_Myf6_5d.nodup_peak_6624_lociStitched	chr19	42000480	42018164	3	600	19241.9604	2534.1172
4_Myf6_5d.nodup_peak_11957_lociStitched	chr8	13209056	13226689	4	1206	13552.7238	1939.63
3_Myf6_5d.nodup_peak_1411_lociStitched	chr10	69611441	69629071	3	595	4797.123	1912.855
3_Myf6_5d.nodup_peak_6663_lociStitched	chr19	46927081	46944650	3	457	9041.0074	2001.1091
3_Myf6_5d.nodup_peak_10264_lociStitched	chr5	139076311	139093833	3	776	5272.3698	1820.5358
3_Myf6_5d.nodup_peak_11898_lociStitched	chr7	144527987	144545480	3	610	3106.7568	1605.8574
3_Myf6_5d.nodup_peak_4203_lociStitched	chr15	25762302	25779774	3	584	27458.9952	3026.1504
3_Myf6_5d.nodup_peak_9175_lociStitched	chr4	124686359	124703774	3	602	9416.2905	1778.0715
4_Myf6_5d.nodup_peak_11648_lociStitched	chr7	110777585	110794946	4	713	7546.8267	1701.378
4_Myf6_5d.nodup_peak_12878_lociStitched	chr9	50440722	50458021	4	938	7068.3714	1563.8296
3_Myf6_5d.nodup_peak_11792_lociStitched	chr7	130628591	130645777	3	496	5427.3388	1668.7606
5_Myf6_5d.nodup_peak_3520_lociStitched	chr13	49345407	49362577	5	1306	20169.599	2470.763
4_Myf6_5d.nodup_peak_9143_lociStitched	chr4	120702226	120719387	4	709	8263.0215	2035.2946
3_Myf6_5d.nodup_peak_10769_lociStitched	chr6	93218139	93235294	3	444	3427.569	1880.188
4_Myf6_5d.nodup_peak_7451_lociStitched	chr2	120535249	120552364	4	601	5582.913	1677.27
5_Myf6_5d.nodup_peak_10072_lociStitched	chr5	116426774	116443860	5	1019	5411.1362	1541.1572
5_Myf6_5d.nodup_peak_10760_lociStitched	chr6	91643508	91660520	5	1342	17828.576	2080.5676
4_Myf6_5d.nodup_peak_1893_lociStitched	chr11	30241181	30258182	4	827	6106.7592	2123.4249
3_Myf6_5d.nodup_peak_7607_lociStitched	chr2	148381092	148398083	3	532	2054.2119	1823.1343
3_Myf6_5d.nodup_peak_539_lociStitched	chr1	104746834	104763805	3	566	575.3169	1137.057
3_Myf6_5d.nodup_peak_8161_lociStitched	chr3	83988134	84005062	3	669	3333.1232	1814.6816
3_Myf6_5d.nodup_peak_11338_lociStitched	chr7	65394239	65411057	3	510	4772.9484	1431.2118
3_Myf6_5d.nodup_peak_4218_lociStitched	chr15	27937141	27953886	3	614	8581.8125	2906.932
4_Myf6_5d.nodup_peak_5471_lociStitched	chr17	26582294	26599014	4	572	13887.632	2146.848
4_Myf6_5d.nodup_peak_4390_lociStitched	chr15	59054933	59071634	4	922	15248.013	2905.974
4_Myf6_5d.nodup_peak_4825_lociStitched	chr16	11612700	11629396	4	784	6369.524	2218.8984
4_Myf6_5d.nodup_peak_10643_lociStitched	chr6	72976959	72993589	4	868	10530.116	1852.582
3_Myf6_5d.nodup_peak_10271_lociStitched	chr5	139208274	139224824	3	1120	10689.645	2096.885
3_Myf6_5d.nodup_peak_6404_lociStitched	chr19	7066658	7083189	3	664	3821.9672	1696.0806
3_Myf6_5d.nodup_peak_7726_lociStitched	chr2	163345006	163361488	3	607	25186.1442	2226.7182
3_Myf6_5d.nodup_peak_3680_lociStitched	chr13	81103995	81120399	3	420	921.9048	1497.6852
4_Myf6_5d.nodup_peak_12128_lociStitched	chr8	61908413	61924813	4	1301	7716.2	2086.08
3_Myf6_5d.nodup_peak_1031_lociStitched	chr1	193197939	193214329	3	708	3689.389	1688.17
3_Myf6_5d.nodup_peak_6940_lociStitched	chr2	30447707	30464093	3	662	7065.6432	1697.5896
3_Myf6_5d.nodup_peak_1737_lociStitched	chr10	126941064	126957381	3	410	5170.8573	1938.4596
4_Myf6_5d.nodup_peak_6387_lociStitched	chr19	5928197	5944505	4	842	13250.25	1829.7576
5_Myf6_5d.nodup_peak_5563_lociStitched	chr17	31914362	31930646	5	1271	18106.1796	2059.926
3_Myf6_5d.nodup_peak_961_lociStitched	chr1	184663504	184679754	3	548	8583.25	1883.375
3_Myf6_5d.nodup_peak_13355_lociStitched	chr9	119409408	119425654	3	673	2784.5644	1315.926
5_Myf6_5d.nodup_peak_7347_lociStitched	chr2	102112075	102128258	5	863	14338.138	1909.594
3_Myf6_5d.nodup_peak_12671_lociStitched	chr9	9194643	9210813	3	613	5816.349	1634.787
3_Myf6_5d.nodup_peak_882_lociStitched	chr1	176933490	176949604	3	578	3603.0904	1630.7368
4_Myf6_5d.nodup_peak_5126_lociStitched	chr16	52067763	52083763	4	592	7636.8	1824.0
3_Myf6_5d.nodup_peak_6240_lociStitched	chr18	68219335	68235308	3	577	4841.4163	1338.5374
4_Myf6_5d.nodup_peak_6171_lociStitched	chr18	61774485	61790439	4	830	7268.6424	1525.2024
3_Myf6_5d.nodup_peak_13491_lociStitched	chrX	53085552	53101451	3	583	1844.284	1457.9383
3_Myf6_5d.nodup_peak_2476_lociStitched	chr11	104561073	104576961	3	571	12406.9392	2001.888
3_Myf6_5d.nodup_peak_13433_lociStitched	chrX	7276654	7292466	3	666	5610.0976	1617.5676
3_Myf6_5d.nodup_peak_31_lociStitched	chr1	13224925	13240732	3	654	4652.0001	1844.6769
4_Myf6_5d.nodup_peak_4801_lociStitched	chr16	10351116	10366900	4	588	8303.9624	1938.2752
3_Myf6_5d.nodup_peak_11564_lociStitched	chr7	99291055	99306827	3	694	4895.6288	1006.2536
5_Myf6_5d.nodup_peak_9300_lociStitched	chr4	136165071	136180815	5	1222	10298.1504	1640.5248
3_Myf6_5d.nodup_peak_11517_lociStitched	chr7	92196139	92211864	3	446	2195.21	1218.6875
3_Myf6_5d.nodup_peak_12432_lociStitched	chr8	111711133	111726833	3	741	12121.97	1711.3
5_Myf6_5d.nodup_peak_2122_lociStitched	chr11	68033949	68049603	5	804	10400.5176	2091.3744
3_Myf6_5d.nodup_peak_10826_lociStitched	chr6	100428805	100444238	3	480	1214.5771	1623.5516
4_Myf6_5d.nodup_peak_1888_lociStitched	chr11	30151311	30166735	4	806	7280.128	1941.8816
4_Myf6_5d.nodup_peak_7538_lociStitched	chr2	132278521	132293930	4	682	10958.8808	1676.4992
3_Myf6_5d.nodup_peak_5757_lociStitched	chr17	70738656	70753949	3	555	17603.7723	1790.8103
3_Myf6_5d.nodup_peak_215_lociStitched	chr1	53814135	53829396	3	626	5622.1524	1703.1276
3_Myf6_5d.nodup_peak_9486_lociStitched	chr4	155163380	155178630	3	487	14327.375	1891.0
4_Myf6_5d.nodup_peak_617_lociStitched	chr1	131344632	131359815	4	586	4407.6249	1472.751
5_Myf6_5d.nodup_peak_9417_lociStitched	chr4	148900039	148915185	5	1223	11183.8064	1407.0634
4_Myf6_5d.nodup_peak_6405_lociStitched	chr19	7111431	7126501	4	971	3889.567	2054.041
4_Myf6_5d.nodup_peak_5486_lociStitched	chr17	28007006	28022068	4	680	3654.0412	1570.9666
4_Myf6_5d.nodup_peak_11809_lociStitched	chr7	132714752	132729791	4	944	16037.5896	1364.0373
3_Myf6_5d.nodup_peak_8011_lociStitched	chr3	41574856	41589895	3	597	5847.1632	1779.1137
3_Myf6_5d.nodup_peak_5001_lociStitched	chr16	31603174	31618171	3	511	7242.0513	1699.1601
4_Myf6_5d.nodup_peak_9494_lociStitched	chr4	155458652	155473616	4	605	2569.3188	1330.2996
3_Myf6_5d.nodup_peak_59_lociStitched	chr1	20655126	20670047	3	776	10183.5825	1399.5898
5_Myf6_5d.nodup_peak_6920_lociStitched	chr2	29702287	29717169	5	843	19455.2386	2013.5346
3_Myf6_5d.nodup_peak_13192_lociStitched	chr9	94567851	94582702	3	500	5052.3102	1346.9857
3_Myf6_5d.nodup_peak_1952_lociStitched	chr11	46119621	46134420	3	601	6949.6104	1848.3951
5_Myf6_5d.nodup_peak_8751_lociStitched	chr4	46085407	46100202	5	1292	14337.8345	1822.744
3_Myf6_5d.nodup_peak_5029_lociStitched	chr16	34328003	34342769	3	762	4026.6882	1767.4902
5_Myf6_5d.nodup_peak_3498_lociStitched	chr13	46858277	46873036	5	1018	4228.4535	1512.7975
4_Myf6_5d.nodup_peak_9596_lociStitched	chr5	24958692	24973427	4	811	1712.207	1576.645
3_Myf6_5d.nodup_peak_6767_lociStitched	chr2	4414052	4428770	3	482	5123.3358	1664.6058
3_Myf6_5d.nodup_peak_13334_lociStitched	chr9	116368985	116383680	3	430	9778.053	1728.132
3_Myf6_5d.nodup_peak_6565_lociStitched	chr19	32326723	32341373	3	497	4794.945	1687.68
6_Myf6_5d.nodup_peak_9035_lociStitched	chr4	107004101	107018733	6	1063	15650.3872	1804.1256
3_Myf6_5d.nodup_peak_8738_lociStitched	chr4	45261468	45276066	3	863	7074.1908	1572.2046
3_Myf6_5d.nodup_peak_7783_lociStitched	chr2	167109611	167124199	3	691	4720.6768	1606.1388
4_Myf6_5d.nodup_peak_13332_lociStitched	chr9	116136270	116150841	4	649	7741.5723	1398.816
3_Myf6_5d.nodup_peak_11692_lociStitched	chr7	112776067	112790610	3	412	6907.925	1127.0825
3_Myf6_5d.nodup_peak_7118_lociStitched	chr2	59769139	59783649	3	543	6665.894	1577.237
3_Myf6_5d.nodup_peak_10951_lociStitched	chr6	121037225	121051703	3	608	10437.1902	1702.6128
3_Myf6_5d.nodup_peak_9742_lociStitched	chr5	43080274	43094747	3	724	5310.1437	1318.4903
3_Myf6_5d.nodup_peak_2134_lociStitched	chr11	69357823	69372283	3	652	10657.02	1460.46
3_Myf6_5d.nodup_peak_2982_lociStitched	chr12	81274842	81289291	3	465	1362.5407	1426.1163
5_Myf6_5d.nodup_peak_522_lociStitched	chr1	92776018	92790459	5	1163	20301.1578	2131.4916
3_Myf6_5d.nodup_peak_5989_lociStitched	chr18	34368666	34383086	3	751	6837.964	1687.14
3_Myf6_5d.nodup_peak_11479_lociStitched	chr7	84015173	84029593	3	881	9042.782	1429.022
3_Myf6_5d.nodup_peak_8050_lociStitched	chr3	53410157	53424576	3	716	1129.0077	1371.2469
4_Myf6_5d.nodup_peak_7872_lociStitched	chr2	180362577	180376967	4	1246	17594.653	1820.335
3_Myf6_5d.nodup_peak_3438_lociStitched	chr13	41541272	41555646	3	519	1175.7932	1653.01
3_Myf6_5d.nodup_peak_1940_lociStitched	chr11	43919522	43933842	3	619	6958.088	1845.848
4_Myf6_5d.nodup_peak_6681_lociStitched	chr19	47486246	47500557	4	674	17708.4314	1767.4085
3_Myf6_5d.nodup_peak_1296_lociStitched	chr10	51961568	51975862	3	561	3985.1672	1761.0208
3_Myf6_5d.nodup_peak_9564_lociStitched	chr5	20606635	20620888	3	470	2249.1234	1133.1135
11_Myf6_5d.nodup_peak_13418_lociStitched	chrM	174	14412	11	1943	2178.414	1701908.0064
4_Myf6_5d.nodup_peak_2701_lociStitched	chr12	8436703	8450911	4	826	17696.064	2053.056
4_Myf6_5d.nodup_peak_7635_lociStitched	chr2	152804361	152818534	4	1040	17271.2178	1982.8027
3_Myf6_5d.nodup_peak_1398_lociStitched	chr10	68956690	68970819	3	564	5790.0642	2137.7177
3_Myf6_5d.nodup_peak_9875_lociStitched	chr5	81060078	81074159	3	617	5456.3875	1513.7075
3_Myf6_5d.nodup_peak_8743_lociStitched	chr4	45459438	45473490	3	648	10523.5428	1757.9052
3_Myf6_5d.nodup_peak_10927_lociStitched	chr6	120170112	120184111	3	801	9767.1023	1706.4781
3_Myf6_5d.nodup_peak_6045_lociStitched	chr18	39666261	39680259	3	519	2493.0438	1185.6306
3_Myf6_5d.nodup_peak_7955_lociStitched	chr3	30723282	30737166	3	761	2386.6596	1360.632
3_Myf6_5d.nodup_peak_5200_lociStitched	chr16	86209459	86223332	3	614	3357.266	1423.3698
3_Myf6_5d.nodup_peak_3051_lociStitched	chr12	86036300	86050140	3	885	11251.92	1604.056
3_Myf6_5d.nodup_peak_2682_lociStitched	chr12	3316150	3329970	3	492	10282.08	1998.372
3_Myf6_5d.nodup_peak_1907_lociStitched	chr11	31724603	31738378	3	551	3598.03	1668.1525
3_Myf6_5d.nodup_peak_6476_lociStitched	chr19	17243352	17257125	3	524	1972.2936	994.4106
5_Myf6_5d.nodup_peak_6616_lociStitched	chr19	41606147	41619906	5	1270	10350.8957	1678.598
3_Myf6_5d.nodup_peak_12871_lociStitched	chr9	49912385	49926143	3	648	9783.3138	1572.5394
3_Myf6_5d.nodup_peak_1474_lociStitched	chr10	78218967	78232645	3	588	5030.7684	1728.8992
3_Myf6_5d.nodup_peak_6183_lociStitched	chr18	62036567	62050239	3	571	9141.0992	1651.5776
4_Myf6_5d.nodup_peak_7990_lociStitched	chr3	38221553	38235200	4	962	4623.6036	1506.6288
5_Myf6_5d.nodup_peak_8006_lociStitched	chr3	41181049	41194680	5	926	11166.5152	1611.1842
3_Myf6_5d.nodup_peak_7385_lociStitched	chr2	112430520	112444090	3	498	5869.025	1135.809
3_Myf6_5d.nodup_peak_3151_lociStitched	chr12	102289652	102303213	3	807	11994.7045	1754.7934
3_Myf6_5d.nodup_peak_3250_lociStitched	chr13	9121299	9134827	3	523	5215.044	1530.0168
3_Myf6_5d.nodup_peak_9378_lociStitched	chr4	141738133	141751613	3	546	5099.484	1008.304
3_Myf6_5d.nodup_peak_3167_lociStitched	chr12	104904154	104917618	3	572	6015.7152	1314.0864
4_Myf6_5d.nodup_peak_13011_lociStitched	chr9	63649945	63663398	4	669	7477.1774	1467.7223
3_Myf6_5d.nodup_peak_2640_lociStitched	chr11	120051231	120064620	3	615	1179.5709	1312.122
3_Myf6_5d.nodup_peak_11424_lociStitched	chr7	74445271	74458648	3	597	11564.4165	1344.3885
3_Myf6_5d.nodup_peak_11183_lociStitched	chr7	28557134	28570510	3	668	9435.4304	1107.5328
4_Myf6_5d.nodup_peak_6963_lociStitched	chr2	32051863	32065235	4	1123	10170.7432	1363.944
5_Myf6_5d.nodup_peak_11632_lociStitched	chr7	110287753	110301114	5	782	11264.6591	1274.6394
4_Myf6_5d.nodup_peak_7398_lociStitched	chr2	114130806	114144163	4	749	10807.1487	1557.4262
3_Myf6_5d.nodup_peak_11801_lociStitched	chr7	132247610	132260963	3	642	4572.0672	1208.4465
4_Myf6_5d.nodup_peak_2919_lociStitched	chr12	73197388	73210727	4	751	8508.9481	1610.0173
3_Myf6_5d.nodup_peak_9234_lociStitched	chr4	133103700	133117025	3	521	14689.48	1208.5775
4_Myf6_5d.nodup_peak_1565_lociStitched	chr10	84998052	85011375	4	722	7135.7988	2176.9782
3_Myf6_5d.nodup_peak_7319_lociStitched	chr2	93456132	93469443	3	1136	7747.002	1637.253
3_Myf6_5d.nodup_peak_4151_lociStitched	chr15	7921203	7934406	3	555	5298.3639	1861.623
3_Myf6_5d.nodup_peak_12974_lociStitched	chr9	59660486	59673682	3	489	5670.3212	1316.9608
3_Myf6_5d.nodup_peak_7681_lociStitched	chr2	156724033	156737222	3	907	15228.0194	1806.893
4_Myf6_5d.nodup_peak_2601_lociStitched	chr11	117923357	117936498	4	601	9189.5013	1365.3499
2_Myf6_5d.nodup_peak_1730_lociStitched	chr10	122017077	122030081	2	525	3742.5512	1310.8032
3_Myf6_5d.nodup_peak_6874_lociStitched	chr2	27096099	27109102	3	487	4409.3173	1507.0477
2_Myf6_5d.nodup_peak_5363_lociStitched	chr17	10025159	10038151	2	711	8340.864	1529.1584
3_Myf6_5d.nodup_peak_10736_lociStitched	chr6	90698898	90711827	3	671	15966.0221	1794.5452
3_Myf6_5d.nodup_peak_12618_lociStitched	chr8	126187310	126200214	3	615	1157.4888	831.0176
3_Myf6_5d.nodup_peak_1220_lociStitched	chr10	39308674	39321576	3	669	10342.2432	2037.2258
2_Myf6_5d.nodup_peak_3193_lociStitched	chr12	111008518	111021413	2	471	1642.823	1107.6805
