#MyoD_2d_MT_peaks Enhancers
#Created from DYSE_OUT_1906232345_1/ROSE_OUTPUT/MyoD_2d_MT_peaks/MyoD_2d_MT_peaks_12KB_STITCHED_TSS_DISTAL_ENHANCER_REGION_MAP.txt
#Ranked by X2d_myotH3K27ac.bam
#Using cutoff of 4871.4996 for Super-Enhancers
#Created on Jun 24 2019 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X2d_myotH3K27ac.bam	Input_MT_2d.bam	enhancerRank	isSuper
9_MyoD_2d_MT_peak_1213_lociStitched	chr1	192778291	192807191	9	2826	27804.69	3632.73	29	1
6_MyoD_2d_MT_peak_12987_lociStitched	chr6	145993150	146010590	6	1498	25907.12	1744	30	1
4_MyoD_2d_MT_peak_5399_lociStitched	chr15	25761785	25775405	4	1036	25888.896	1985.796	31	1
3_MyoD_2d_MT_peak_14684_lociStitched	chr8	126584142	126603483	3	637	25394.733	1574.3574	32	1
5_MyoD_2d_MT_peak_10137_lociStitched	chr3	121464970	121481972	5	1574	25773.3318	2050.4412	33	1
7_MyoD_2d_MT_peak_2142_lociStitched	chr11	4271055	4302574	7	1408	26293.1498	3344.1659	34	1
4_MyoD_2d_MT_peak_15738_lociStitched	chrX	7276602	7293636	4	1322	24719.7408	1895.8842	35	1
5_MyoD_2d_MT_peak_9892_lociStitched	chr3	88488393	88500486	5	1282	24325.0695	1601.1132	36	1
8_MyoD_2d_MT_peak_7529_lociStitched	chr18	37825463	37852294	8	1889	25027.9568	2425.5224	37	1
5_MyoD_2d_MT_peak_13214_lociStitched	chr7	46341485	46366132	5	1452	24484.3298	1974.2247	38	1
5_MyoD_2d_MT_peak_1931_lociStitched	chr10	95457795	95476071	5	1156	24312.5628	2178.4992	39	1
4_MyoD_2d_MT_peak_11242_lociStitched	chr4	150794862	150809706	4	1269	23354.0652	1349.3196	40	1
9_MyoD_2d_MT_peak_8881_lociStitched	chr2	93432955	93470340	9	3209	26053.6065	4239.459	41	1
6_MyoD_2d_MT_peak_11821_lociStitched	chr5	111197342	111221264	6	1513	24445.8918	2636.2044	42	1
5_MyoD_2d_MT_peak_7376_lociStitched	chr18	5806454	5820592	5	1446	23689.6328	1904.3886	43	1
6_MyoD_2d_MT_peak_3151_lociStitched	chr11	117923300	117950042	6	1321	24148.026	2532.4674	44	1
7_MyoD_2d_MT_peak_2766_lociStitched	chr11	88594123	88608877	7	1757	22949.847	1509.3342	45	1
8_MyoD_2d_MT_peak_4829_lociStitched	chr14	25736732	25766136	8	1867	24211.2536	2916.8768	46	1
5_MyoD_2d_MT_peak_3437_lociStitched	chr12	52829108	52854622	5	1411	23625.964	2584.5682	47	1
5_MyoD_2d_MT_peak_9143_lociStitched	chr2	128536341	128566179	5	1333	24249.3426	3267.261	48	1
4_MyoD_2d_MT_peak_4523_lociStitched	chr13	97757211	97777077	4	1281	23165.7426	2254.791	49	1
3_MyoD_2d_MT_peak_82_lociStitched	chr1	34111067	34128085	3	674	22734.3462	1938.3502	50	1
4_MyoD_2d_MT_peak_2951_lociStitched	chr11	103288295	103312127	4	698	23257.6488	2662.0344	51	1
5_MyoD_2d_MT_peak_9366_lociStitched	chr2	163661370	163698348	5	1213	23865.6012	3324.3222	52	1
4_MyoD_2d_MT_peak_11844_lociStitched	chr5	112260334	112288023	4	1312	23150.7729	2644.2995	53	1
4_MyoD_2d_MT_peak_9361_lociStitched	chr2	163345009	163365003	4	727	22529.2392	2129.361	54	1
4_MyoD_2d_MT_peak_8827_lociStitched	chr2	84623518	84646434	4	833	22833.5024	2571.1752	55	1
3_MyoD_2d_MT_peak_7880_lociStitched	chr19	5015585	5021722	3	648	20894.0302	806.4018	56	1
5_MyoD_2d_MT_peak_6453_lociStitched	chr16	57415906	57432751	5	1097	21556.5465	1639.0185	57	1
6_MyoD_2d_MT_peak_3881_lociStitched	chr12	113021478	113041777	6	1202	21770.6775	2178.0827	58	1
6_MyoD_2d_MT_peak_155_lociStitched	chr1	43237155	43260245	6	1245	22157.164	2602.243	59	1
4_MyoD_2d_MT_peak_9502_lociStitched	chr2	180201404	180228880	4	1680	22497.3488	2961.9128	60	1
6_MyoD_2d_MT_peak_3107_lociStitched	chr11	116802811	116825594	6	1332	22056.2223	2656.4978	61	1
3_MyoD_2d_MT_peak_5991_lociStitched	chr15	99334532	99352652	3	894	22026.672	2850.276	62	1
3_MyoD_2d_MT_peak_5684_lociStitched	chr15	66877813	66886373	3	902	20385.64	1298.552	63	1
4_MyoD_2d_MT_peak_13122_lociStitched	chr7	28949394	28972208	4	822	20829.182	1827.4014	64	1
3_MyoD_2d_MT_peak_15589_lociStitched	chr9	116369093	116383654	3	744	20389.7683	1542.0099	65	1
3_MyoD_2d_MT_peak_7585_lociStitched	chr18	47154810	47170332	3	809	20369.5206	1547.5434	66	1
3_MyoD_2d_MT_peak_6725_lociStitched	chr17	9817215	9824364	3	562	19584.6855	875.7525	67	1
2_MyoD_2d_MT_peak_11451_lociStitched	chr5	31630152	31637109	2	380	19556.8227	905.8014	68	1
9_MyoD_2d_MT_peak_15646_lociStitched	chr9	121314174	121346983	9	2262	21260.232	2742.8324	69	1
3_MyoD_2d_MT_peak_9009_lociStitched	chr2	115774595	115780804	3	598	19121.8573	784.1967	70	1
4_MyoD_2d_MT_peak_8225_lociStitched	chr19	53731696	53741290	4	1067	19504.602	1175.265	71	1
6_MyoD_2d_MT_peak_4141_lociStitched	chr13	37658102	37692456	6	1825	21646.4554	3493.8018	72	1
8_MyoD_2d_MT_peak_11921_lociStitched	chr5	120560831	120579909	8	2094	19409.9572	1757.0838	73	1
3_MyoD_2d_MT_peak_12554_lociStitched	chr6	72976954	72989415	3	950	18953.181	1430.5228	74	1
5_MyoD_2d_MT_peak_4224_lociStitched	chr13	49345524	49372723	5	1386	20385.6505	3005.4895	75	1
4_MyoD_2d_MT_peak_2796_lociStitched	chr11	94908174	94929122	4	787	19464.8816	2086.4208	76	1
4_MyoD_2d_MT_peak_6368_lociStitched	chr16	38368375	38389574	4	1129	19534.8785	2160.1781	77	1
3_MyoD_2d_MT_peak_13896_lociStitched	chr8	11372171	11387507	3	785	18961.4304	1594.944	78	1
2_MyoD_2d_MT_peak_6222_lociStitched	chr16	24490845	24498491	2	466	18049.9122	796.7132	79	1
5_MyoD_2d_MT_peak_561_lociStitched	chr1	92776480	92814639	5	1135	21617.0735	4376.8373	80	1
3_MyoD_2d_MT_peak_5180_lociStitched	chr14	76775479	76787838	3	617	18785.68	1564.6494	81	1
5_MyoD_2d_MT_peak_4879_lociStitched	chr14	31660738	31670289	5	1272	18269.1528	1232.079	82	1
3_MyoD_2d_MT_peak_3542_lociStitched	chr12	73774905	73790987	3	804	18923.6894	1926.6236	83	1
4_MyoD_2d_MT_peak_4356_lociStitched	chr13	60450883	60468019	4	888	18498.312	1694.7504	84	1
6_MyoD_2d_MT_peak_9840_lociStitched	chr3	81909392	81926019	6	1313	18708.7004	2151.5338	85	1
4_MyoD_2d_MT_peak_4556_lociStitched	chr13	99304521	99324302	4	905	18522.9284	2009.7496	86	1
3_MyoD_2d_MT_peak_4611_lociStitched	chr13	104494353	104510917	3	672	18101.1392	1669.6512	87	1
5_MyoD_2d_MT_peak_10428_lociStitched	chr4	11978686	12009494	5	1254	19701.716	3330.3448	88	1
6_MyoD_2d_MT_peak_8580_lociStitched	chr2	35250314	35278007	6	1414	19302.021	3004.6905	89	1
2_MyoD_2d_MT_peak_12756_lociStitched	chr6	108528100	108537392	2	508	17181.8372	890.1736	90	1
6_MyoD_2d_MT_peak_2747_lociStitched	chr11	88156449	88187709	6	1118	18912.3	2669.604	91	1
3_MyoD_2d_MT_peak_9182_lociStitched	chr2	132203930	132222089	3	510	18218.9247	2057.4147	92	1
3_MyoD_2d_MT_peak_1601_lociStitched	chr10	61277870	61294588	3	691	18307.8818	2169.9964	93	1
6_MyoD_2d_MT_peak_2695_lociStitched	chr11	80485809	80512605	6	1786	18808.1124	2687.6388	94	1
2_MyoD_2d_MT_peak_14313_lociStitched	chr8	84976128	84981343	2	456	16908.073	1102.451	95	1
4_MyoD_2d_MT_peak_13268_lociStitched	chr7	65439625	65463832	4	1023	17874.4488	2101.1676	96	1
5_MyoD_2d_MT_peak_7501_lociStitched	chr18	35353023	35390010	5	1447	19599.4113	3883.635	97	1
5_MyoD_2d_MT_peak_8857_lociStitched	chr2	91370386	91408359	5	1167	19810.5141	4196.0165	98	1
3_MyoD_2d_MT_peak_4489_lociStitched	chr13	94168507	94190708	3	856	17820.7427	2477.6316	99	1
4_MyoD_2d_MT_peak_4756_lociStitched	chr14	20874034	20894085	4	719	17859.4257	2550.4872	100	1
2_MyoD_2d_MT_peak_7181_lociStitched	chr17	70993542	70999564	2	649	16107.6456	819.5942	101	1
4_MyoD_2d_MT_peak_14545_lociStitched	chr8	118137961	118162603	4	1055	17207.5086	1963.9674	102	1
4_MyoD_2d_MT_peak_147_lociStitched	chr1	43128384	43147789	4	1173	17324.784	2280.0875	103	1
4_MyoD_2d_MT_peak_5897_lociStitched	chr15	85600514	85613620	4	694	16953.9216	1926.582	104	1
4_MyoD_2d_MT_peak_1427_lociStitched	chr10	31592804	31604153	4	1305	16538.8977	1532.115	105	1
5_MyoD_2d_MT_peak_15282_lociStitched	chr9	70229950	70255320	5	1240	17421.579	2435.52	106	1
3_MyoD_2d_MT_peak_10155_lociStitched	chr3	122088310	122097484	3	1166	16263.6672	1281.6078	107	1
5_MyoD_2d_MT_peak_4231_lociStitched	chr13	49470854	49493047	5	1065	17530.2507	2638.7477	108	1
6_MyoD_2d_MT_peak_7618_lociStitched	chr18	54900809	54931785	6	1216	17678.0032	3001.5744	109	1
3_MyoD_2d_MT_peak_11448_lociStitched	chr5	31602339	31610556	3	837	15630.3774	988.5051	110	1
3_MyoD_2d_MT_peak_727_lociStitched	chr1	134092875	134100090	3	412	15393.2025	910.533	111	1
3_MyoD_2d_MT_peak_11127_lociStitched	chr4	137476976	137498529	3	574	16294.068	1814.7626	112	1
5_MyoD_2d_MT_peak_5248_lociStitched	chr14	105359921	105385467	5	1777	17315.0788	2868.8158	113	1
3_MyoD_2d_MT_peak_5852_lociStitched	chr15	81294405	81300891	3	725	15371.1714	950.199	114	1
7_MyoD_2d_MT_peak_14302_lociStitched	chr8	84719393	84745822	7	1783	18489.7284	4151.9959	115	1
5_MyoD_2d_MT_peak_4823_lociStitched	chr14	25493941	25519993	5	1055	16949.4312	2680.7508	116	1
4_MyoD_2d_MT_peak_5768_lociStitched	chr15	77031352	77041109	4	744	15583.8804	1353.2959	117	1
4_MyoD_2d_MT_peak_5475_lociStitched	chr15	36873127	36893896	4	1022	17020.1955	2814.1995	118	1
9_MyoD_2d_MT_peak_6894_lociStitched	chr17	29050782	29063550	9	1978	15362.4576	1182.3168	119	1
5_MyoD_2d_MT_peak_13424_lociStitched	chr7	83556587	83581214	5	727	16184.8644	2039.1156	120	1
4_MyoD_2d_MT_peak_2975_lociStitched	chr11	105542285	105572326	4	750	17306.6201	3202.3706	121	1
4_MyoD_2d_MT_peak_7305_lociStitched	chr17	84573385	84585514	4	1231	15403.83	1341.4674	122	1
3_MyoD_2d_MT_peak_141_lociStitched	chr1	40835624	40842622	3	753	14891.744	853.0562	123	1
4_MyoD_2d_MT_peak_7638_lociStitched	chr18	60596190	60619863	4	805	16189.9647	2158.9776	124	1
4_MyoD_2d_MT_peak_8464_lociStitched	chr2	27772043	27786215	4	730	15429.0564	1434.2064	125	1
6_MyoD_2d_MT_peak_10644_lociStitched	chr4	62726667	62744957	6	1067	15839.14	1929.595	126	1
4_MyoD_2d_MT_peak_4306_lociStitched	chr13	55169067	55174781	4	1572	14431.8498	591.399	127	1
6_MyoD_2d_MT_peak_9984_lociStitched	chr3	98024402	98046602	6	1075	16265.94	2599.62	128	1
3_MyoD_2d_MT_peak_3193_lociStitched	chr11	119794707	119803213	3	639	14759.6112	1120.2402	129	1
5_MyoD_2d_MT_peak_9482_lociStitched	chr2	173414044	173435358	5	898	15800.0682	2165.5024	130	1
2_MyoD_2d_MT_peak_3700_lociStitched	chr12	88214649	88216189	2	444	13914.978	494.648	131	1
3_MyoD_2d_MT_peak_6276_lociStitched	chr16	30180976	30188989	3	954	14436.2208	1027.2666	132	1
3_MyoD_2d_MT_peak_4369_lociStitched	chr13	63108312	63112865	3	912	13920.3422	520.8632	133	1
4_MyoD_2d_MT_peak_7251_lociStitched	chr17	79536592	79564026	4	820	16674.3852	3308.5404	134	1
4_MyoD_2d_MT_peak_9802_lociStitched	chr3	68676897	68693968	4	827	15145.3912	1882.9313	135	1
6_MyoD_2d_MT_peak_12536_lociStitched	chr6	72473609	72493252	6	1201	15527.7915	2288.4095	136	1
6_MyoD_2d_MT_peak_2427_lociStitched	chr11	57683195	57719901	6	1153	16510.3588	3274.1752	137	1
3_MyoD_2d_MT_peak_5842_lociStitched	chr15	81050129	81069270	3	541	16158.8322	2926.6589	138	1
2_MyoD_2d_MT_peak_9300_lociStitched	chr2	155873044	155885720	2	582	14720.6388	1529.9932	139	1
5_MyoD_2d_MT_peak_2759_lociStitched	chr11	88551081	88559860	5	1160	14293.0899	1156.1943	140	1
4_MyoD_2d_MT_peak_1065_lociStitched	chr1	179041944	179060521	4	980	15101.2433	2002.6006	141	1
5_MyoD_2d_MT_peak_10412_lociStitched	chr4	8939419	8954739	5	820	14731.712	1734.224	142	1
3_MyoD_2d_MT_peak_2677_lociStitched	chr11	79730565	79739526	3	699	13985.4327	1012.593	143	1
3_MyoD_2d_MT_peak_2340_lociStitched	chr11	46116609	46127943	3	775	14092.6956	1196.8704	144	1
2_MyoD_2d_MT_peak_192_lociStitched	chr1	53845997	53857062	2	694	14155.4545	1278.0075	145	1
3_MyoD_2d_MT_peak_11386_lociStitched	chr5	23410738	23418632	3	1000	13700.037	846.2368	146	1
11_MyoD_2d_MT_peak_3769_lociStitched	chr12	100980751	101008535	11	3065	15428.4552	2606.1392	147	1
2_MyoD_2d_MT_peak_4498_lociStitched	chr13	95545595	95554095	2	470	13668	881.45	148	1
2_MyoD_2d_MT_peak_10303_lociStitched	chr3	144638185	144643979	2	713	13437.4448	757.2758	149	1
3_MyoD_2d_MT_peak_10983_lociStitched	chr4	126259188	126269590	3	847	13831.5394	1160.8632	150	1
4_MyoD_2d_MT_peak_427_lociStitched	chr1	86434428	86443042	4	849	13597.199	928.5892	151	1
3_MyoD_2d_MT_peak_11175_lociStitched	chr4	141269085	141279685	3	608	13473.66	909.48	152	1
8_MyoD_2d_MT_peak_3264_lociStitched	chr12	8431913	8450915	8	1560	14357.9112	1909.701	153	1
3_MyoD_2d_MT_peak_13941_lociStitched	chr8	15060042	15073174	3	766	13803.0452	1361.7884	154	1
4_MyoD_2d_MT_peak_11515_lociStitched	chr5	36373141	36380414	4	1445	13255.7698	843.668	155	1
6_MyoD_2d_MT_peak_1370_lociStitched	chr10	23548323	23580486	6	1147	16502.8353	4113.6477	156	1
4_MyoD_2d_MT_peak_13596_lociStitched	chr7	110784946	110809304	4	918	14488.1384	2145.9398	157	1
2_MyoD_2d_MT_peak_8595_lociStitched	chr2	35889908	35899127	2	645	13412.7231	1143.156	158	1
3_MyoD_2d_MT_peak_3544_lociStitched	chr12	73806971	73819054	3	625	13421.7964	1298.9225	159	1
3_MyoD_2d_MT_peak_1054_lociStitched	chr1	177623317	177646459	3	1000	14375.8104	2439.1668	160	1
3_MyoD_2d_MT_peak_5874_lociStitched	chr15	83469438	83474477	3	885	12633.2769	744.2603	161	1
4_MyoD_2d_MT_peak_62_lociStitched	chr1	21041056	21064356	4	830	14138.44	2369.61	162	1
3_MyoD_2d_MT_peak_5392_lociStitched	chr15	25627067	25646170	3	520	14478.1637	2735.5496	163	1
2_MyoD_2d_MT_peak_2650_lociStitched	chr11	77615163	77624727	2	634	12830.106	1090.296	164	1
5_MyoD_2d_MT_peak_6721_lociStitched	chr17	9747917	9761076	5	1087	13048.4644	1321.1636	165	1
3_MyoD_2d_MT_peak_7053_lociStitched	chr17	47511339	47523514	3	1003	13084.4725	1368.47	166	1
4_MyoD_2d_MT_peak_8535_lociStitched	chr2	32166818	32174724	4	1083	12480.4116	773.2068	167	1
2_MyoD_2d_MT_peak_20_lociStitched	chr1	12612175	12623512	2	679	12919.6452	1233.4656	168	1
3_MyoD_2d_MT_peak_555_lociStitched	chr1	92699094	92708872	3	1101	12896.2042	1239.8504	169	1
3_MyoD_2d_MT_peak_1020_lociStitched	chr1	172132332	172140519	3	738	12512.1921	1004.5449	170	1
4_MyoD_2d_MT_peak_3525_lociStitched	chr12	73355281	73387076	4	1228	14644.777	3160.423	171	1
2_MyoD_2d_MT_peak_6870_lociStitched	chr17	27142116	27154492	2	344	12733.6664	1279.6784	172	1
3_MyoD_2d_MT_peak_5280_lociStitched	chr14	120296517	120308342	3	471	12943.645	1499.41	173	1
4_MyoD_2d_MT_peak_5339_lociStitched	chr15	7112615	7136318	4	898	15018.2208	3576.7827	174	1
6_MyoD_2d_MT_peak_11994_lociStitched	chr5	125226265	125254259	6	1205	14142.5688	2726.6156	175	1
4_MyoD_2d_MT_peak_12298_lociStitched	chr6	30680567	30690401	4	812	12399.6906	1035.5202	176	1
4_MyoD_2d_MT_peak_11491_lociStitched	chr5	35609412	35628877	4	1094	13399.706	2051.611	177	1
7_MyoD_2d_MT_peak_11278_lociStitched	chr4	155162515	155178718	7	1553	12952.6782	1610.5782	178	1
3_MyoD_2d_MT_peak_10739_lociStitched	chr4	84199224	84204005	3	864	11841.5808	516.8261	179	1
4_MyoD_2d_MT_peak_5462_lociStitched	chr15	34393801	34412834	4	823	14052.0639	2729.3322	180	1
4_MyoD_2d_MT_peak_12679_lociStitched	chr6	94640410	94660399	4	876	13260.7026	1984.9077	181	1
2_MyoD_2d_MT_peak_5941_lociStitched	chr15	95802247	95805521	2	483	11808.9906	577.861	182	1
2_MyoD_2d_MT_peak_10801_lociStitched	chr4	99158692	99169180	2	408	12464.988	1238.6328	183	1
3_MyoD_2d_MT_peak_2319_lociStitched	chr11	43919437	43933851	3	953	12861.6122	1664.817	184	1
3_MyoD_2d_MT_peak_5906_lociStitched	chr15	86182784	86204114	3	931	14365.755	3171.771	185	1
6_MyoD_2d_MT_peak_3129_lociStitched	chr11	117311111	117320083	6	1579	12236.9108	1073.9484	186	1
3_MyoD_2d_MT_peak_1312_lociStitched	chr10	14036534	14049502	3	845	12713.8272	1584.6896	187	1
3_MyoD_2d_MT_peak_12813_lociStitched	chr6	116406250	116418823	3	695	12452.2992	1326.4515	188	1
8_MyoD_2d_MT_peak_12624_lociStitched	chr6	89345025	89350756	8	2307	11705.5675	598.3164	189	1
3_MyoD_2d_MT_peak_9854_lociStitched	chr3	83437439	83450931	3	503	12739.1464	1691.8968	190	1
4_MyoD_2d_MT_peak_14162_lociStitched	chr8	69936158	69939978	4	948	11389.712	363.664	191	1
4_MyoD_2d_MT_peak_4813_lociStitched	chr14	25354534	25383157	4	996	13802.0106	2796.4671	192	1
3_MyoD_2d_MT_peak_7276_lociStitched	chr17	82901322	82905753	3	476	11470.9728	482.979	193	1
3_MyoD_2d_MT_peak_13910_lociStitched	chr8	13204592	13214179	3	585	11916.641	965.4109	194	1
6_MyoD_2d_MT_peak_8480_lociStitched	chr2	28227870	28246664	6	1828	12830.6638	2059.8224	195	1
6_MyoD_2d_MT_peak_11859_lociStitched	chr5	113872928	113883509	6	1212	11887.7535	1128.9927	196	1
3_MyoD_2d_MT_peak_5795_lociStitched	chr15	78436971	78450302	3	483	12392.4976	1662.3757	197	1
5_MyoD_2d_MT_peak_8322_lociStitched	chr2	4423993	4455563	5	1072	14058.121	3359.048	198	1
3_MyoD_2d_MT_peak_10335_lociStitched	chr3	146307291	146315778	3	913	11600.0316	932.7213	199	1
3_MyoD_2d_MT_peak_12696_lociStitched	chr6	97216364	97223520	3	650	11370.884	724.9028	200	1
4_MyoD_2d_MT_peak_11044_lociStitched	chr4	133107752	133118134	4	999	11738.9274	1120.2178	201	1
3_MyoD_2d_MT_peak_9902_lociStitched	chr3	88624395	88632310	3	976	11434.009	822.3685	202	1
7_MyoD_2d_MT_peak_11259_lociStitched	chr4	152068169	152093146	7	1461	12868.1504	2267.9116	203	1
3_MyoD_2d_MT_peak_7291_lociStitched	chr17	83978958	83990708	3	518	11853.4	1257.25	204	1
4_MyoD_2d_MT_peak_10997_lociStitched	chr4	129008757	129020814	4	1104	11846.0025	1291.3047	205	1
5_MyoD_2d_MT_peak_13663_lociStitched	chr7	118908940	118930295	5	1055	12174.4855	1633.6575	206	1
6_MyoD_2d_MT_peak_13937_lociStitched	chr8	14986792	15003807	6	1601	12226.979	1687.888	207	1
3_MyoD_2d_MT_peak_3858_lociStitched	chr12	111851753	111864862	3	1065	11950.1644	1439.3682	208	1
2_MyoD_2d_MT_peak_4645_lociStitched	chr13	110907637	110914032	2	387	11202.1215	735.425	209	1
3_MyoD_2d_MT_peak_13137_lociStitched	chr7	30008045	30010853	3	1523	10775.1384	323.2008	210	1
3_MyoD_2d_MT_peak_12360_lociStitched	chr6	42385696	42396449	3	836	11630.4448	1217.2396	211	1
4_MyoD_2d_MT_peak_6603_lociStitched	chr16	95831557	95845166	4	1568	11926.9276	1532.3734	212	1
2_MyoD_2d_MT_peak_5868_lociStitched	chr15	83215877	83223860	2	444	11521.8639	1141.569	213	1
3_MyoD_2d_MT_peak_4563_lociStitched	chr13	99433738	99447723	3	671	11906.829	1577.508	214	1
5_MyoD_2d_MT_peak_14560_lociStitched	chr8	119420396	119440319	5	1309	11902.0002	1613.763	215	1
5_MyoD_2d_MT_peak_1907_lociStitched	chr10	93932899	93953897	5	1216	12859.1752	2601.6522	216	1
2_MyoD_2d_MT_peak_13476_lociStitched	chr7	90336006	90341933	2	581	10707.7182	473.5673	217	1
7_MyoD_2d_MT_peak_12726_lociStitched	chr6	100157456	100194064	7	1613	13819.52	3598.5664	218	1
2_MyoD_2d_MT_peak_297_lociStitched	chr1	71755620	71767415	2	457	11656.9985	1451.9645	219	1
4_MyoD_2d_MT_peak_477_lociStitched	chr1	89538547	89555212	4	899	11745.492	1589.841	220	1
3_MyoD_2d_MT_peak_11354_lociStitched	chr5	17739909	17747557	3	1038	11068.9504	926.9376	221	1
5_MyoD_2d_MT_peak_9342_lociStitched	chr2	160603286	160621455	5	1394	12202.3004	2080.3505	222	1
3_MyoD_2d_MT_peak_4348_lociStitched	chr13	60347894	60365238	3	802	11936.1408	1841.9328	223	1
4_MyoD_2d_MT_peak_12656_lociStitched	chr6	91617754	91620773	4	1448	10404.0778	320.014	224	1
4_MyoD_2d_MT_peak_52_lociStitched	chr1	20655129	20670115	4	1170	11558.7018	1483.614	225	1
6_MyoD_2d_MT_peak_8483_lociStitched	chr2	28523644	28539554	6	1558	11961.138	1894.881	226	1
3_MyoD_2d_MT_peak_9077_lociStitched	chr2	121575727	121594941	3	746	12062.5492	2063.5836	227	1
4_MyoD_2d_MT_peak_3516_lociStitched	chr12	73201783	73210767	4	864	11033.2504	1039.4488	228	1
2_MyoD_2d_MT_peak_6006_lociStitched	chr15	99834796	99847027	2	398	11597.4342	1607.1534	229	1
2_MyoD_2d_MT_peak_5239_lociStitched	chr14	101869029	101879756	2	635	11297.6764	1316.2029	230	1
4_MyoD_2d_MT_peak_11601_lociStitched	chr5	64363975	64371768	4	732	10732.5196	780.0793	231	1
3_MyoD_2d_MT_peak_5772_lociStitched	chr15	77156640	77163927	3	1135	10994.6256	1095.2361	232	1
4_MyoD_2d_MT_peak_3641_lociStitched	chr12	84175032	84198467	4	975	12476.794	2589.5675	233	1
5_MyoD_2d_MT_peak_8616_lociStitched	chr2	38936740	38956459	5	1081	11933.9388	2052.7479	234	1
5_MyoD_2d_MT_peak_1044_lociStitched	chr1	177008965	177016238	5	921	10785.1317	907.6704	235	1
5_MyoD_2d_MT_peak_12442_lociStitched	chr6	54248759	54264749	5	1050	11707.878	1861.236	236	1
2_MyoD_2d_MT_peak_3382_lociStitched	chr12	33176041	33182302	2	420	10567.9419	773.2335	237	1
