REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	2d_myotH3K27ac.bam	Input_MT_2d.bam
4_MyoD_2d_MT_peak_13122_lociStitched	chr7	28949394	28972208	4	822	20829.182	1827.4014
6_MyoD_2d_MT_peak_3107_lociStitched	chr11	116802811	116825594	6	1332	22056.2223	2656.4978
3_MyoD_2d_MT_peak_12463_lociStitched	chr6	55098159	55120887	3	731	1661.4168	1975.0632
4_MyoD_2d_MT_peak_12074_lociStitched	chr5	139076598	139099312	4	933	5106.1072	1998.832
3_MyoD_2d_MT_peak_10604_lociStitched	chr4	57537823	57560402	3	772	26742.5676	2567.2323
7_MyoD_2d_MT_peak_11268_lociStitched	chr4	155126692	155149155	7	1402	8955.9981	1913.8476
3_MyoD_2d_MT_peak_4489_lociStitched	chr13	94168507	94190708	3	856	17820.7427	2477.6316
6_MyoD_2d_MT_peak_9984_lociStitched	chr3	98024402	98046602	6	1075	16265.94	2599.62
5_MyoD_2d_MT_peak_4231_lociStitched	chr13	49470854	49493047	5	1065	17530.2507	2638.7477
4_MyoD_2d_MT_peak_503_lociStitched	chr1	90720787	90742886	4	903	6755.6643	2455.1989
5_MyoD_2d_MT_peak_13591_lociStitched	chr7	110732226	110754268	5	963	11433.1854	2008.0262
5_MyoD_2d_MT_peak_11812_lociStitched	chr5	110607907	110629854	5	1480	7139.3591	2234.2046
4_MyoD_2d_MT_peak_2599_lociStitched	chr11	74992658	75014402	4	675	11850.48	2472.2928
3_MyoD_2d_MT_peak_5401_lociStitched	chr15	25826519	25848103	3	531	9171.0416	2825.3456
3_MyoD_2d_MT_peak_11127_lociStitched	chr4	137476976	137498529	3	574	16294.068	1814.7626
3_MyoD_2d_MT_peak_3451_lociStitched	chr12	54187283	54208747	3	861	8096.2208	2208.6456
5_MyoD_2d_MT_peak_15836_lociStitched	chrX	68486667	68508052	5	985	12121.018	2454.998
5_MyoD_2d_MT_peak_13663_lociStitched	chr7	118908940	118930295	5	1055	12174.4855	1633.6575
3_MyoD_2d_MT_peak_5906_lociStitched	chr15	86182784	86204114	3	931	14365.755	3171.771
5_MyoD_2d_MT_peak_9482_lociStitched	chr2	173414044	173435358	5	898	15800.0682	2165.5024
4_MyoD_2d_MT_peak_6368_lociStitched	chr16	38368375	38389574	4	1129	19534.8785	2160.1781
6_MyoD_2d_MT_peak_7939_lociStitched	chr19	9059105	9080175	6	1591	40637.709	2707.495
5_MyoD_2d_MT_peak_1907_lociStitched	chr10	93932899	93953897	5	1216	12859.1752	2601.6522
3_MyoD_2d_MT_peak_15639_lociStitched	chr9	120843692	120864649	3	701	2910.9273	1695.4213
4_MyoD_2d_MT_peak_2796_lociStitched	chr11	94908174	94929122	4	787	19464.8816	2086.4208
5_MyoD_2d_MT_peak_6200_lociStitched	chr16	23251457	23272398	5	883	4581.8908	1914.0074
3_MyoD_2d_MT_peak_10132_lociStitched	chr3	121397134	121418032	3	452	5291.3736	2056.3632
5_MyoD_2d_MT_peak_2682_lociStitched	chr11	79779800	79800655	5	1044	9851.902	2214.801
4_MyoD_2d_MT_peak_5475_lociStitched	chr15	36873127	36893896	4	1022	17020.1955	2814.1995
4_MyoD_2d_MT_peak_6079_lociStitched	chr16	4903728	4924353	4	899	5473.875	1965.5625
3_MyoD_2d_MT_peak_15440_lociStitched	chr9	94681235	94701745	3	657	8661.373	1870.512
4_MyoD_2d_MT_peak_4020_lociStitched	chr13	28718566	28739052	4	1100	9755.4332	2091.6206
4_MyoD_2d_MT_peak_15032_lociStitched	chr9	49905762	49926160	4	971	10927.2086	1913.3324
4_MyoD_2d_MT_peak_10782_lociStitched	chr4	95463475	95483819	4	1233	8843.5368	2113.7416
6_MyoD_2d_MT_peak_3881_lociStitched	chr12	113021478	113041777	6	1202	21770.6775	2178.0827
3_MyoD_2d_MT_peak_13702_lociStitched	chr7	127104536	127124799	3	577	3195.4751	1527.8302
3_MyoD_2d_MT_peak_11618_lociStitched	chr5	64878634	64898817	3	770	7160.9284	2072.7941
3_MyoD_2d_MT_peak_9833_lociStitched	chr3	81367852	81388020	3	772	6907.54	2335.4544
4_MyoD_2d_MT_peak_4756_lociStitched	chr14	20874034	20894085	4	719	17859.4257	2550.4872
4_MyoD_2d_MT_peak_9361_lociStitched	chr2	163345009	163365003	4	727	22529.2392	2129.361
4_MyoD_2d_MT_peak_12679_lociStitched	chr6	94640410	94660399	4	876	13260.7026	1984.9077
3_MyoD_2d_MT_peak_9732_lociStitched	chr3	55250696	55270625	3	816	5424.6738	2339.6646
5_MyoD_2d_MT_peak_14560_lociStitched	chr8	119420396	119440319	5	1309	11902.0002	1613.763
4_MyoD_2d_MT_peak_4523_lociStitched	chr13	97757211	97777077	4	1281	23165.7426	2254.791
3_MyoD_2d_MT_peak_14139_lociStitched	chr8	67931110	67950933	3	570	7451.4657	1849.4859
4_MyoD_2d_MT_peak_4556_lociStitched	chr13	99304521	99324302	4	905	18522.9284	2009.7496
5_MyoD_2d_MT_peak_8616_lociStitched	chr2	38936740	38956459	5	1081	11933.9388	2052.7479
5_MyoD_2d_MT_peak_13233_lociStitched	chr7	49359218	49378910	5	1052	6090.7356	1597.0212
3_MyoD_2d_MT_peak_9406_lociStitched	chr2	166333865	166353549	3	555	3958.4524	1793.2124
6_MyoD_2d_MT_peak_12536_lociStitched	chr6	72473609	72493252	6	1201	15527.7915	2288.4095
4_MyoD_2d_MT_peak_13158_lociStitched	chr7	34969122	34988657	4	896	9150.194	1547.172
4_MyoD_2d_MT_peak_11491_lociStitched	chr5	35609412	35628877	4	1094	13399.706	2051.611
4_MyoD_2d_MT_peak_12160_lociStitched	chr5	148959123	148978573	4	972	9406.02	2090.875
4_MyoD_2d_MT_peak_147_lociStitched	chr1	43128384	43147789	4	1173	17324.784	2280.0875
3_MyoD_2d_MT_peak_14684_lociStitched	chr8	126584142	126603483	3	637	25394.733	1574.3574
3_MyoD_2d_MT_peak_6581_lociStitched	chr16	93789219	93808543	3	1005	6436.8244	2345.9336
3_MyoD_2d_MT_peak_785_lociStitched	chr1	135929866	135949180	3	565	7374.0852	2257.8066
4_MyoD_2d_MT_peak_15758_lociStitched	chrX	11558367	11577587	4	668	3870.908	1576.04
3_MyoD_2d_MT_peak_9077_lociStitched	chr2	121575727	121594941	3	746	12062.5492	2063.5836
3_MyoD_2d_MT_peak_5842_lociStitched	chr15	81050129	81069270	3	541	16158.8322	2926.6589
3_MyoD_2d_MT_peak_12205_lociStitched	chr5	151394283	151413409	3	776	6858.5836	2168.8884
3_MyoD_2d_MT_peak_5392_lociStitched	chr15	25627067	25646170	3	520	14478.1637	2735.5496
8_MyoD_2d_MT_peak_11921_lociStitched	chr5	120560831	120579909	8	2094	19409.9572	1757.0838
3_MyoD_2d_MT_peak_10909_lociStitched	chr4	119185816	119204892	3	654	4969.298	1789.3288
5_MyoD_2d_MT_peak_14922_lociStitched	chr9	35032530	35051586	5	1051	10568.4576	1612.1376
4_MyoD_2d_MT_peak_8566_lociStitched	chr2	33753673	33772723	4	956	3147.06	1765.935
4_MyoD_2d_MT_peak_5462_lociStitched	chr15	34393801	34412834	4	823	14052.0639	2729.3322
8_MyoD_2d_MT_peak_3264_lociStitched	chr12	8431913	8450915	8	1560	14357.9112	1909.701
4_MyoD_2d_MT_peak_3774_lociStitched	chr12	102286735	102305676	4	1563	9067.0567	1871.3708
3_MyoD_2d_MT_peak_5233_lociStitched	chr14	101568965	101587807	3	486	4277.134	2010.4414
6_MyoD_2d_MT_peak_8480_lociStitched	chr2	28227870	28246664	6	1828	12830.6638	2059.8224
4_MyoD_2d_MT_peak_14945_lociStitched	chr9	36898539	36917219	4	840	3614.58	1548.572
4_MyoD_2d_MT_peak_1065_lociStitched	chr1	179041944	179060521	4	980	15101.2433	2002.6006
4_MyoD_2d_MT_peak_4206_lociStitched	chr13	46611157	46629722	4	992	7437.139	1737.684
4_MyoD_2d_MT_peak_5623_lociStitched	chr15	59091006	59109467	4	945	12042.1103	2396.2378
6_MyoD_2d_MT_peak_15219_lociStitched	chr9	66205820	66224238	6	1171	9277.1466	1607.8914
6_MyoD_2d_MT_peak_4262_lociStitched	chr13	51962392	51980749	6	1726	29189.4657	2022.9414
3_MyoD_2d_MT_peak_15487_lociStitched	chr9	102831652	102849960	3	571	8035.3812	1625.7504
6_MyoD_2d_MT_peak_10644_lociStitched	chr4	62726667	62744957	6	1067	15839.14	1929.595
5_MyoD_2d_MT_peak_1931_lociStitched	chr10	95457795	95476071	5	1156	24312.5628	2178.4992
5_MyoD_2d_MT_peak_9342_lociStitched	chr2	160603286	160621455	5	1394	12202.3004	2080.3505
3_MyoD_2d_MT_peak_14918_lociStitched	chr9	34986239	35004406	3	579	7519.3213	1578.7123
3_MyoD_2d_MT_peak_9182_lociStitched	chr2	132203930	132222089	3	510	18218.9247	2057.4147
5_MyoD_2d_MT_peak_11712_lociStitched	chr5	93020031	93038171	5	1517	6336.302	1674.322
3_MyoD_2d_MT_peak_5991_lociStitched	chr15	99334532	99352652	3	894	22026.672	2850.276
5_MyoD_2d_MT_peak_1762_lociStitched	chr10	79932811	79950882	5	1382	6247.1447	2363.6868
3_MyoD_2d_MT_peak_15296_lociStitched	chr9	71571182	71589202	3	613	2629.118	1610.988
3_MyoD_2d_MT_peak_10079_lociStitched	chr3	107823704	107841642	3	871	8613.8276	1948.0668
3_MyoD_2d_MT_peak_3594_lociStitched	chr12	79931639	79949520	3	691	5884.6371	1757.7023
3_MyoD_2d_MT_peak_3056_lociStitched	chr11	113469999	113487865	3	544	7183.9186	1749.0814
4_MyoD_2d_MT_peak_14233_lociStitched	chr8	78714979	78732787	4	1085	3930.2256	2685.4464
4_MyoD_2d_MT_peak_10045_lociStitched	chr3	103717122	103734906	4	1440	4451.3352	1822.86
4_MyoD_2d_MT_peak_2193_lociStitched	chr11	8539679	8557460	4	911	7576.4841	1938.129
3_MyoD_2d_MT_peak_6677_lociStitched	chr17	7187188	7204957	3	646	4778.0841	1728.9237
3_MyoD_2d_MT_peak_9416_lociStitched	chr2	166597811	166615493	3	442	878.7954	1416.3282
3_MyoD_2d_MT_peak_14843_lociStitched	chr9	21117174	21134753	3	469	4294.5497	1513.5519
4_MyoD_2d_MT_peak_9146_lociStitched	chr2	128753263	128770808	4	689	10269.0885	1629.9305
3_MyoD_2d_MT_peak_13727_lociStitched	chr7	130628636	130646176	3	491	7207.186	1461.082
6_MyoD_2d_MT_peak_12987_lociStitched	chr6	145993150	146010590	6	1498	25907.12	1744.0
3_MyoD_2d_MT_peak_8417_lociStitched	chr2	20939365	20956799	3	653	10111.72	2130.4348
4_MyoD_2d_MT_peak_1350_lociStitched	chr10	21618891	21636265	4	661	9272.5038	2263.8322
3_MyoD_2d_MT_peak_4348_lociStitched	chr13	60347894	60365238	3	802	11936.1408	1841.9328
3_MyoD_2d_MT_peak_14723_lociStitched	chr8	128383288	128400630	3	606	7616.6064	1454.9938
3_MyoD_2d_MT_peak_253_lociStitched	chr1	62821601	62838930	3	509	3136.549	1732.9
4_MyoD_2d_MT_peak_12413_lociStitched	chr6	52074990	52092286	4	939	7380.2032	1724.4112
4_MyoD_2d_MT_peak_9976_lociStitched	chr3	97925413	97942700	4	1013	11361.0164	2088.2696
4_MyoD_2d_MT_peak_9400_lociStitched	chr2	166173287	166190490	4	1163	5049.0805	1531.067
3_MyoD_2d_MT_peak_15040_lociStitched	chr9	50440794	50457970	3	1137	5843.2752	1411.8672
4_MyoD_2d_MT_peak_4356_lociStitched	chr13	60450883	60468019	4	888	18498.312	1694.7504
4_MyoD_2d_MT_peak_9802_lociStitched	chr3	68676897	68693968	4	827	15145.3912	1882.9313
4_MyoD_2d_MT_peak_15738_lociStitched	chrX	7276602	7293636	4	1322	24719.7408	1895.8842
3_MyoD_2d_MT_peak_1098_lociStitched	chr1	182489827	182506855	3	719	7757.9568	2002.4928
3_MyoD_2d_MT_peak_82_lociStitched	chr1	34111067	34128085	3	674	22734.3462	1938.3502
6_MyoD_2d_MT_peak_13937_lociStitched	chr8	14986792	15003807	6	1601	12226.979	1687.888
5_MyoD_2d_MT_peak_10137_lociStitched	chr3	121464970	121481972	5	1574	25773.3318	2050.4412
3_MyoD_2d_MT_peak_967_lociStitched	chr1	166043945	166060830	3	540	6088.731	1477.4375
5_MyoD_2d_MT_peak_6453_lociStitched	chr16	57415906	57432751	5	1097	21556.5465	1639.0185
3_MyoD_2d_MT_peak_1784_lociStitched	chr10	80757843	80774641	3	456	4105.4312	1972.0852
4_MyoD_2d_MT_peak_12661_lociStitched	chr6	91658271	91675066	4	1187	8209.396	1612.32
5_MyoD_2d_MT_peak_9412_lociStitched	chr2	166425224	166442015	5	1178	7577.7783	1776.4878
5_MyoD_2d_MT_peak_10628_lociStitched	chr4	59315270	59332032	5	1287	48509.228	1981.2684
3_MyoD_2d_MT_peak_8808_lociStitched	chr2	77110491	77127241	3	479	9294.575	1847.525
3_MyoD_2d_MT_peak_1185_lociStitched	chr1	191283110	191299836	3	762	7053.3542	1756.23
3_MyoD_2d_MT_peak_1601_lociStitched	chr10	61277870	61294588	3	691	18307.8818	2169.9964
5_MyoD_2d_MT_peak_5619_lociStitched	chr15	59054944	59071661	5	1030	11979.4022	2387.1876
5_MyoD_2d_MT_peak_12090_lociStitched	chr5	140194355	140211045	5	1418	5080.436	1757.457
4_MyoD_2d_MT_peak_477_lociStitched	chr1	89538547	89555212	4	899	11745.492	1589.841
6_MyoD_2d_MT_peak_9840_lociStitched	chr3	81909392	81926019	6	1313	18708.7004	2151.5338
5_MyoD_2d_MT_peak_7069_lociStitched	chr17	49472791	49489412	5	1214	5823.9984	1632.1822
3_MyoD_2d_MT_peak_4611_lociStitched	chr13	104494353	104510917	3	672	18101.1392	1669.6512
3_MyoD_2d_MT_peak_2489_lociStitched	chr11	62217834	62234325	3	682	9383.379	1871.7285
3_MyoD_2d_MT_peak_9439_lociStitched	chr2	167590505	167606972	3	466	6599.9736	1654.9335
5_MyoD_2d_MT_peak_13049_lociStitched	chr7	16940348	16956742	5	1304	8216.6728	1263.9774
5_MyoD_2d_MT_peak_12673_lociStitched	chr6	94597285	94613669	5	1026	6278.3488	1536.8192
3_MyoD_2d_MT_peak_6932_lociStitched	chr17	31541488	31557825	3	781	5530.0745	1625.5315
3_MyoD_2d_MT_peak_11589_lociStitched	chr5	63941618	63957944	3	678	6465.096	1720.7604
3_MyoD_2d_MT_peak_10962_lociStitched	chr4	123798084	123814401	3	671	11219.5692	1634.9634
3_MyoD_2d_MT_peak_12500_lociStitched	chr6	67459492	67475805	3	598	2672.0694	1608.4618
3_MyoD_2d_MT_peak_761_lociStitched	chr1	135552110	135568388	3	545	6670.7244	1668.495
7_MyoD_2d_MT_peak_11278_lociStitched	chr4	155162515	155178718	7	1553	12952.6782	1610.5782
4_MyoD_2d_MT_peak_3657_lociStitched	chr12	85192896	85209092	4	675	8682.6756	1598.5452
3_MyoD_2d_MT_peak_499_lociStitched	chr1	90497532	90513707	3	478	7343.45	1850.42
3_MyoD_2d_MT_peak_13876_lociStitched	chr8	10946202	10962331	3	653	5520.9567	1458.0616
3_MyoD_2d_MT_peak_6054_lociStitched	chr15	103302646	103318731	3	703	5636.184	1938.2425
3_MyoD_2d_MT_peak_3542_lociStitched	chr12	73774905	73790987	3	804	18923.6894	1926.6236
4_MyoD_2d_MT_peak_1517_lociStitched	chr10	45299115	45315147	4	1056	33907.68	2457.7056
3_MyoD_2d_MT_peak_9727_lociStitched	chr3	55191804	55207824	3	612	9706.518	1922.4
5_MyoD_2d_MT_peak_12442_lociStitched	chr6	54248759	54264749	5	1050	11707.878	1861.236
5_MyoD_2d_MT_peak_773_lociStitched	chr1	135763528	135779472	5	1071	11339.3728	1591.2112
3_MyoD_2d_MT_peak_15189_lociStitched	chr9	63726735	63742653	3	750	5517.1788	1211.3598
6_MyoD_2d_MT_peak_8483_lociStitched	chr2	28523644	28539554	6	1558	11961.138	1894.881
5_MyoD_2d_MT_peak_4929_lociStitched	chr14	45781373	45797277	5	1384	6134.1728	1630.16
3_MyoD_2d_MT_peak_2959_lociStitched	chr11	104561092	104576945	3	669	10359.9355	1813.5832
4_MyoD_2d_MT_peak_6299_lociStitched	chr16	31004091	31019944	4	784	3056.4584	1360.1874
3_MyoD_2d_MT_peak_13529_lociStitched	chr7	99291024	99306829	3	727	5533.3305	1035.2275
6_MyoD_2d_MT_peak_7510_lociStitched	chr18	35832226	35847869	6	1289	10042.806	1349.9909
3_MyoD_2d_MT_peak_686_lociStitched	chr1	131739603	131755196	3	808	4925.8287	1563.9779
3_MyoD_2d_MT_peak_1849_lociStitched	chr10	86085219	86100790	3	821	5059.0179	1792.2221
4_MyoD_2d_MT_peak_7367_lociStitched	chr18	5380771	5396308	4	947	8818.8012	1555.2537
3_MyoD_2d_MT_peak_7585_lociStitched	chr18	47154810	47170332	3	809	20369.5206	1547.5434
4_MyoD_2d_MT_peak_9067_lociStitched	chr2	120631653	120647039	4	602	3941.8932	1538.6
3_MyoD_2d_MT_peak_15201_lociStitched	chr9	65094363	65109733	3	625	2688.213	1221.915
3_MyoD_2d_MT_peak_8941_lociStitched	chr2	104136043	104151412	3	721	4913.4693	1599.9129
3_MyoD_2d_MT_peak_7661_lociStitched	chr18	61346377	61361721	3	755	4709.0736	1324.1872
3_MyoD_2d_MT_peak_13896_lociStitched	chr8	11372171	11387507	3	785	18961.4304	1594.944
5_MyoD_2d_MT_peak_15145_lociStitched	chr9	61428058	61443386	5	1026	7401.8912	1370.3232
4_MyoD_2d_MT_peak_9748_lociStitched	chr3	58312726	58328054	4	830	8189.7504	1742.7936
4_MyoD_2d_MT_peak_14866_lociStitched	chr9	23297824	23313148	4	803	6218.4792	1346.9796
5_MyoD_2d_MT_peak_10412_lociStitched	chr4	8939419	8954739	5	820	14731.712	1734.224
3_MyoD_2d_MT_peak_8203_lociStitched	chr19	47887435	47902647	3	735	11115.4084	1536.412
3_MyoD_2d_MT_peak_1947_lociStitched	chr10	96822438	96837649	3	888	8436.0206	1918.1071
