#Mef2Da2_5d_peaks Enhancers
#Created from DYSE_OUT_1906232025_2/ROSE_OUTPUT/Mef2Da2_5d_peaks/Mef2Da2_5d_peaks_12KB_STITCHED_TSS_DISTAL_ENHANCER_REGION_MAP.txt
#Ranked by X4d_myotH3K27ac.bam
#Using cutoff of 2089.2465 for Super-Enhancers
#Created on Jun 23 2019 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X4d_myotH3K27ac.bam	Input_MT_5d.bam	enhancerRank	isSuper
5_Mef2Da2_5d_peak_5537_lociStitched	chr2	114130208	114144130	5	1150	11924.193	1644.1882	68	1
4_Mef2Da2_5d_peak_4845_lociStitched	chr19	5013237	5018523	4	656	10977.4362	825.1446	69	1
3_Mef2Da2_5d_peak_3222_lociStitched	chr15	25767803	25774958	3	553	11362.8555	1290.762	70	1
3_Mef2Da2_5d_peak_6455_lociStitched	chr4	46085412	46095703	3	744	11291.2852	1245.211	71	1
3_Mef2Da2_5d_peak_4977_lociStitched	chr19	36682573	36698476	3	824	11796.8454	1949.7078	72	1
2_Mef2Da2_5d_peak_3752_lociStitched	chr16	14371392	14381264	2	370	11137.5904	1352.464	73	1
5_Mef2Da2_5d_peak_7313_lociStitched	chr5	125052261	125076502	5	1038	12372.6064	2610.7557	74	1
2_Mef2Da2_5d_peak_8765_lociStitched	chr8	110703722	110716267	2	459	11153.7595	1430.13	75	1
2_Mef2Da2_5d_peak_7126_lociStitched	chr5	73561046	73570508	2	319	10829.259	1123.1394	76	1
2_Mef2Da2_5d_peak_8325_lociStitched	chr7	132714259	132724349	2	346	10595.509	942.406	77	1
4_Mef2Da2_5d_peak_9294_lociStitched	chr9	108120144	108144631	4	645	11959.4508	2309.1241	78	1
3_Mef2Da2_5d_peak_9322_lociStitched	chr9	114016226	114022420	3	517	10317.9652	760.0038	79	1
3_Mef2Da2_5d_peak_8657_lociStitched	chr8	84753348	84769551	3	557	12058.2726	2516.3259	80	1
3_Mef2Da2_5d_peak_9062_lociStitched	chr9	56860482	56873431	3	593	10629.8341	1188.7182	81	1
3_Mef2Da2_5d_peak_4349_lociStitched	chr17	70737486	70746987	3	444	10685.7747	1248.4314	82	1
4_Mef2Da2_5d_peak_3706_lociStitched	chr16	4498090	4513002	4	721	11297.3312	1892.3328	83	1
2_Mef2Da2_5d_peak_5625_lociStitched	chr2	130488771	130497280	2	461	10704.322	1346.1238	84	1
4_Mef2Da2_5d_peak_1626_lociStitched	chr11	74438373	74448890	4	866	10867.2161	1539.6888	85	1
3_Mef2Da2_5d_peak_1700_lociStitched	chr11	88105570	88117952	3	677	10854.0612	1529.177	86	1
3_Mef2Da2_5d_peak_6003_lociStitched	chr3	68608940	68622196	3	539	11019.7128	1733.8848	87	1
3_Mef2Da2_5d_peak_2530_lociStitched	chr13	46510921	46526039	3	502	11252.3274	1969.8754	88	1
3_Mef2Da2_5d_peak_8645_lociStitched	chr8	84201494	84203666	3	740	9828.0828	565.3716	89	1
4_Mef2Da2_5d_peak_215_lociStitched	chr1	72937175	72951645	4	1114	11016.011	1774.022	90	1
3_Mef2Da2_5d_peak_5002_lociStitched	chr19	41606702	41621044	3	996	10732.1186	1706.698	91	1
4_Mef2Da2_5d_peak_6511_lociStitched	chr4	57549402	57561376	4	664	10647.2808	1627.2666	92	1
3_Mef2Da2_5d_peak_8873_lociStitched	chr8	126872578	126882088	3	571	10210.887	1211.574	93	1
2_Mef2Da2_5d_peak_1809_lociStitched	chr11	102998812	103007335	2	253	10106.5734	1161.6849	94	1
4_Mef2Da2_5d_peak_2977_lociStitched	chr14	54222279	54227803	4	982	9545.472	651.2796	95	1
3_Mef2Da2_5d_peak_3911_lociStitched	chr16	45796937	45811022	3	421	10489.0995	1677.5235	96	1
2_Mef2Da2_5d_peak_6093_lociStitched	chr3	95990869	96001500	2	220	9933.6064	1199.1768	97	1
2_Mef2Da2_5d_peak_8983_lociStitched	chr9	41105396	41118326	2	509	10062.126	1383.51	98	1
2_Mef2Da2_5d_peak_1762_lociStitched	chr11	97716330	97728563	2	276	10009.0406	1348.0766	99	1
2_Mef2Da2_5d_peak_8603_lociStitched	chr8	77481884	77492641	2	283	9942.6951	1389.8044	100	1
4_Mef2Da2_5d_peak_2472_lociStitched	chr13	37909242	37926666	4	570	10700.0784	2181.4848	101	1
4_Mef2Da2_5d_peak_6823_lociStitched	chr4	138065565	138078274	4	873	9881.2475	1366.2175	102	1
4_Mef2Da2_5d_peak_843_lociStitched	chr10	13990977	14018064	4	724	12124.1412	3640.4928	103	1
5_Mef2Da2_5d_peak_5286_lociStitched	chr2	52319053	52335939	5	937	10626.3598	2176.6054	104	1
2_Mef2Da2_5d_peak_3653_lociStitched	chr15	99249152	99254952	2	753	9392.52	981.36	105	1
4_Mef2Da2_5d_peak_2051_lociStitched	chr12	54242128	54265491	4	729	10922.2025	2562.9211	106	1
3_Mef2Da2_5d_peak_4452_lociStitched	chr18	4987557	5002704	3	896	9881.9028	1531.3617	107	1
2_Mef2Da2_5d_peak_1712_lociStitched	chr11	88580353	88586714	2	563	9042.1615	711.1598	108	1
4_Mef2Da2_5d_peak_8418_lociStitched	chr8	13665995	13673498	4	809	9309.7224	1099.9398	109	1
4_Mef2Da2_5d_peak_2007_lociStitched	chr12	32989948	33008562	4	763	10098.095	1898.628	110	1
3_Mef2Da2_5d_peak_4263_lociStitched	chr17	49472666	49489488	3	646	10172.2634	1990.0426	111	1
4_Mef2Da2_5d_peak_3243_lociStitched	chr15	28021847	28031509	4	804	9654.2704	1535.2918	112	1
4_Mef2Da2_5d_peak_3892_lociStitched	chr16	43578491	43592308	4	558	9645.6477	1570.9929	113	1
3_Mef2Da2_5d_peak_2863_lociStitched	chr14	20651713	20664858	3	793	9584.0195	1511.675	114	1
2_Mef2Da2_5d_peak_226_lociStitched	chr1	73951311	73962479	2	389	9371.0688	1298.8384	115	1
4_Mef2Da2_5d_peak_6124_lociStitched	chr3	99811311	99823509	4	794	9541.2756	1536.948	116	1
3_Mef2Da2_5d_peak_7240_lociStitched	chr5	113106667	113114695	3	589	8992.1628	1003.5	117	1
3_Mef2Da2_5d_peak_845_lociStitched	chr10	14041758	14055810	3	492	9940.3848	1953.228	118	1
5_Mef2Da2_5d_peak_3621_lociStitched	chr15	97089767	97105219	5	726	10192.1392	2238.9948	119	1
2_Mef2Da2_5d_peak_341_lociStitched	chr1	91347522	91356372	2	457	8987.175	1090.32	120	1
5_Mef2Da2_5d_peak_1585_lociStitched	chr11	67104820	67115234	5	978	9354.8962	1506.9058	121	1
3_Mef2Da2_5d_peak_7021_lociStitched	chr5	36367146	36378208	3	511	9163.7608	1348.4578	122	1
4_Mef2Da2_5d_peak_4197_lociStitched	chr17	32006958	32018775	4	703	9376.7895	1598.8401	123	1
3_Mef2Da2_5d_peak_9173_lociStitched	chr9	75422443	75428490	3	536	8574.646	839.9283	124	1
3_Mef2Da2_5d_peak_2253_lociStitched	chr12	100392577	100402720	3	613	9064.7991	1358.1477	125	1
2_Mef2Da2_5d_peak_3879_lociStitched	chr16	38389380	38396551	2	341	8633.1669	963.7824	126	1
2_Mef2Da2_5d_peak_1913_lociStitched	chr11	119793147	119796766	2	678	8319.3572	669.8769	127	1
3_Mef2Da2_5d_peak_2564_lociStitched	chr13	51878910	51886989	3	529	8865.8946	1253.0529	128	1
3_Mef2Da2_5d_peak_2184_lociStitched	chr12	85570123	85575777	3	396	8474.7806	862.8004	129	1
2_Mef2Da2_5d_peak_4464_lociStitched	chr18	5810510	5820560	2	265	8918.37	1344.69	130	1
3_Mef2Da2_5d_peak_7789_lociStitched	chr6	128225517	128239568	3	509	9096.6174	1603.2191	131	1
3_Mef2Da2_5d_peak_8272_lociStitched	chr7	118919166	118932258	3	496	8644.6476	1193.9904	132	1
2_Mef2Da2_5d_peak_7939_lociStitched	chr7	28919963	28931239	2	377	8671.244	1230.2116	133	1
2_Mef2Da2_5d_peak_3553_lociStitched	chr15	81049615	81062441	2	420	9361.6974	1948.2694	134	1
2_Mef2Da2_5d_peak_4081_lociStitched	chr17	10378520	10390756	2	537	9104.8076	1720.3816	135	1
2_Mef2Da2_5d_peak_3257_lociStitched	chr15	31337541	31345095	2	342	8501.2716	1117.992	136	1
2_Mef2Da2_5d_peak_1490_lociStitched	chr11	46063430	46073253	2	489	8534.2224	1159.114	137	1
4_Mef2Da2_5d_peak_6836_lociStitched	chr4	140630702	140637196	4	681	8255.1728	910.4588	138	1
5_Mef2Da2_5d_peak_7776_lociStitched	chr6	127986456	127991835	5	1203	8027.0817	688.512	139	1
5_Mef2Da2_5d_peak_1737_lociStitched	chr11	94221434	94232054	5	725	8635.122	1344.492	140	1
3_Mef2Da2_5d_peak_1925_lociStitched	chr11	121407460	121416588	3	624	8369.4632	1092.6216	141	1
3_Mef2Da2_5d_peak_1033_lociStitched	chr10	59622660	59633851	3	499	9173.2627	1903.5891	142	1
3_Mef2Da2_5d_peak_8414_lociStitched	chr8	13208901	13213643	3	799	7861.7618	624.0472	143	1
2_Mef2Da2_5d_peak_3695_lociStitched	chr15	103355350	103359425	2	625	8043.235	842.3025	144	1
2_Mef2Da2_5d_peak_1860_lociStitched	chr11	109615458	109623039	2	387	8245.8537	1048.4523	145	1
4_Mef2Da2_5d_peak_4685_lociStitched	chr18	62032763	62047406	4	869	8728.6923	1613.6586	146	1
2_Mef2Da2_5d_peak_7663_lociStitched	chr6	97222977	97227339	2	738	7650.0756	574.9116	147	1
5_Mef2Da2_5d_peak_896_lociStitched	chr10	23596750	23620446	5	715	9964.168	2895.6512	148	1
4_Mef2Da2_5d_peak_6737_lociStitched	chr4	123617863	123625899	4	802	8113.1456	1065.5736	149	1
2_Mef2Da2_5d_peak_3234_lociStitched	chr15	27595157	27597036	2	317	7445.5375	415.6348	150	1
2_Mef2Da2_5d_peak_9348_lociStitched	chr9	119474200	119483700	2	219	8000.9	985.15	151	1
2_Mef2Da2_5d_peak_3226_lociStitched	chr15	25904522	25915363	2	446	8768.2008	1805.0265	152	1
3_Mef2Da2_5d_peak_5575_lociStitched	chr2	120518706	120540122	3	691	9300.9688	2383.6008	153	1
2_Mef2Da2_5d_peak_6896_lociStitched	chr4	155164678	155173687	2	232	7930.6227	1134.2331	154	1
3_Mef2Da2_5d_peak_3077_lociStitched	chr14	74868373	74883037	3	494	8703.084	1915.1184	155	1
3_Mef2Da2_5d_peak_4009_lociStitched	chr16	94535799	94545039	3	453	7926.996	1159.62	156	1
3_Mef2Da2_5d_peak_5954_lociStitched	chr3	54473605	54487776	3	953	8678.3204	1921.5876	157	1
2_Mef2Da2_5d_peak_2612_lociStitched	chr13	63134964	63141056	2	395	7610.1264	919.892	158	1
2_Mef2Da2_5d_peak_3388_lociStitched	chr15	58997842	59004457	2	376	7758.072	1119.258	159	1
2_Mef2Da2_5d_peak_7509_lociStitched	chr6	50394513	50405033	2	402	7896.312	1258.192	160	1
3_Mef2Da2_5d_peak_4036_lociStitched	chr17	5118384	5139170	3	383	8890.1722	2359.211	161	1
3_Mef2Da2_5d_peak_5639_lociStitched	chr2	132212083	132221745	3	617	7674.5266	1156.5414	162	1
3_Mef2Da2_5d_peak_6485_lociStitched	chr4	53755451	53760035	3	799	7228.968	777.4464	163	1
4_Mef2Da2_5d_peak_7682_lociStitched	chr6	100167511	100194086	4	685	9715.82	3292.6425	164	1
3_Mef2Da2_5d_peak_6277_lociStitched	chr3	132870196	132874228	3	735	7042.2912	621.3312	165	1
2_Mef2Da2_5d_peak_797_lociStitched	chr1	193332746	193345217	2	282	7874.1894	1460.3541	166	1
2_Mef2Da2_5d_peak_7795_lociStitched	chr6	129229183	129233036	2	350	6893.7876	502.8165	167	1
3_Mef2Da2_5d_peak_8504_lociStitched	chr8	45830177	45845203	3	848	8201.1908	1815.1408	168	1
3_Mef2Da2_5d_peak_2955_lociStitched	chr14	47022251	47028418	3	642	7232.6576	849.8126	169	1
2_Mef2Da2_5d_peak_3404_lociStitched	chr15	59587998	59599117	2	578	7994.561	1617.8145	170	1
2_Mef2Da2_5d_peak_2193_lociStitched	chr12	86036327	86039961	2	603	6845.0024	520.3888	171	1
3_Mef2Da2_5d_peak_1853_lociStitched	chr11	108148589	108166119	3	585	8416.153	2096.588	172	1
2_Mef2Da2_5d_peak_952_lociStitched	chr10	39311447	39321691	2	293	7952.4172	1682.0648	173	1
2_Mef2Da2_5d_peak_2351_lociStitched	chr13	12312154	12323337	2	283	7442.2865	1187.6346	174	1
2_Mef2Da2_5d_peak_2949_lociStitched	chr14	45773426	45784324	2	419	7582.8284	1329.556	175	1
2_Mef2Da2_5d_peak_5699_lociStitched	chr2	152811516	152818484	2	259	7232.0872	981.7912	176	1
3_Mef2Da2_5d_peak_154_lociStitched	chr1	59475736	59489277	3	700	7880.862	1633.0446	177	1
3_Mef2Da2_5d_peak_7694_lociStitched	chr6	108663285	108668672	3	625	6878.6603	662.0623	178	1
2_Mef2Da2_5d_peak_7819_lociStitched	chr6	140535854	140547864	2	279	7610.737	1453.21	179	1
2_Mef2Da2_5d_peak_149_lociStitched	chr1	59409770	59418349	2	344	7272.4183	1122.9911	180	1
2_Mef2Da2_5d_peak_8992_lociStitched	chr9	44076733	44088116	2	571	7155.3538	1006.2572	181	1
3_Mef2Da2_5d_peak_7349_lociStitched	chr5	136456436	136475419	3	548	8354.4183	2219.1127	182	1
4_Mef2Da2_5d_peak_5554_lociStitched	chr2	117666472	117679015	4	795	7845.6465	1710.8652	183	1
2_Mef2Da2_5d_peak_2768_lociStitched	chr13	103239799	103247372	2	392	7207.9814	1094.2985	184	1
5_Mef2Da2_5d_peak_6946_lociStitched	chr5	21139366	21145560	5	1000	6965.153	868.3988	185	1
3_Mef2Da2_5d_peak_6055_lociStitched	chr3	87982801	87986978	3	573	6684.8708	591.8809	186	1
2_Mef2Da2_5d_peak_8319_lociStitched	chr7	130671478	130681960	2	265	7115.1816	1035.6216	187	1
3_Mef2Da2_5d_peak_6006_lociStitched	chr3	68656984	68669820	3	700	7724.7048	1653.2768	188	1
2_Mef2Da2_5d_peak_8083_lociStitched	chr7	74451208	74458670	2	368	6891.157	827.5358	189	1
3_Mef2Da2_5d_peak_2797_lociStitched	chr13	110541386	110545714	3	616	6735.6664	696.3752	190	1
2_Mef2Da2_5d_peak_2092_lociStitched	chr12	73201657	73210826	2	425	7258.1804	1224.9784	191	1
2_Mef2Da2_5d_peak_8851_lociStitched	chr8	124860274	124869953	2	355	7171.1711	1144.0578	192	1
3_Mef2Da2_5d_peak_6504_lociStitched	chr4	57232616	57249310	3	663	7764.3794	1772.9028	193	1
2_Mef2Da2_5d_peak_2124_lociStitched	chr12	79044777	79055497	2	371	7344.272	1361.44	194	1
4_Mef2Da2_5d_peak_7303_lociStitched	chr5	124166370	124175389	4	616	7000.5478	1092.2009	195	1
2_Mef2Da2_5d_peak_4222_lociStitched	chr17	44026377	44031310	2	539	6800.1405	898.7926	196	1
4_Mef2Da2_5d_peak_7378_lociStitched	chr5	144283871	144290055	4	671	6770.8616	884.9304	197	1
2_Mef2Da2_5d_peak_2870_lociStitched	chr14	20805083	20810493	2	316	6751.68	869.387	198	1
2_Mef2Da2_5d_peak_1643_lociStitched	chr11	76493144	76497913	2	603	6487.2707	678.1518	199	1
3_Mef2Da2_5d_peak_3864_lociStitched	chr16	34066897	34082399	3	494	7558.7752	1770.3284	200	1
2_Mef2Da2_5d_peak_6215_lociStitched	chr3	122088342	122097189	2	323	6868.8108	1087.2963	201	1
3_Mef2Da2_5d_peak_2207_lociStitched	chr12	86896539	86898589	3	580	6083.58	306.475	202	1
4_Mef2Da2_5d_peak_4064_lociStitched	chr17	9751942	9758115	4	834	6643.9999	891.9985	203	1
2_Mef2Da2_5d_peak_8619_lociStitched	chr8	80811558	80815546	2	507	6472.524	741.3692	204	1
2_Mef2Da2_5d_peak_4353_lociStitched	chr17	70993638	70999485	2	353	6411.8202	685.2684	205	1
2_Mef2Da2_5d_peak_4796_lociStitched	chr18	75675961	75687634	2	266	6700.302	977.0301	206	1
3_Mef2Da2_5d_peak_5531_lociStitched	chr2	114087470	114091865	3	553	6541.518	836.808	207	1
4_Mef2Da2_5d_peak_1097_lociStitched	chr10	68156730	68168461	4	653	7107.8129	1407.72	208	1
2_Mef2Da2_5d_peak_3397_lociStitched	chr15	59168033	59174202	2	622	6660.6693	966.6823	209	1
4_Mef2Da2_5d_peak_5650_lociStitched	chr2	135853159	135868880	4	939	7764.6019	2106.614	210	1
3_Mef2Da2_5d_peak_556_lociStitched	chr1	155051296	155056399	3	584	6234.3351	588.3759	211	1
2_Mef2Da2_5d_peak_7643_lociStitched	chr6	91643172	91647661	2	278	6241.0567	603.7705	212	1
2_Mef2Da2_5d_peak_8831_lociStitched	chr8	122636934	122646651	2	457	6721.2489	1136.889	213	1
5_Mef2Da2_5d_peak_8925_lociStitched	chr9	22776353	22786712	5	890	6770.6424	1202.6799	214	1
3_Mef2Da2_5d_peak_5787_lociStitched	chr2	173046680	173065053	3	444	7395.1325	1829.9508	215	1
2_Mef2Da2_5d_peak_1157_lociStitched	chr10	80751436	80759030	2	739	6614.374	1076.8292	216	1
2_Mef2Da2_5d_peak_6623_lociStitched	chr4	95659748	95666511	2	346	6372.0986	850.7854	217	1
2_Mef2Da2_5d_peak_5205_lociStitched	chr2	32174198	32179628	2	317	6208.119	713.502	218	1
4_Mef2Da2_5d_peak_6932_lociStitched	chr5	15966931	15975072	4	758	6496.518	1029.8365	219	1
3_Mef2Da2_5d_peak_3974_lociStitched	chr16	87567594	87575979	3	761	6617.442	1176.4155	220	1
3_Mef2Da2_5d_peak_7622_lociStitched	chr6	89859911	89867761	3	1049	6491.95	1051.9	221	1
2_Mef2Da2_5d_peak_4856_lociStitched	chr19	5810187	5812324	2	320	5829.0949	417.5698	222	1
2_Mef2Da2_5d_peak_5744_lociStitched	chr2	163386971	163392741	2	390	6060.231	676.821	223	1
2_Mef2Da2_5d_peak_1594_lociStitched	chr11	68035490	68044727	2	462	6707.9094	1325.5095	224	1
2_Mef2Da2_5d_peak_4457_lociStitched	chr18	5380818	5391629	2	331	6591.4667	1217.3186	225	1
2_Mef2Da2_5d_peak_7170_lociStitched	chr5	93130155	93137456	2	975	6074.432	724.2592	226	1
2_Mef2Da2_5d_peak_456_lociStitched	chr1	134276883	134283426	2	427	6233.5161	891.8109	227	1
2_Mef2Da2_5d_peak_3237_lociStitched	chr15	27619223	27625321	2	508	6337.6514	1018.9758	228	1
3_Mef2Da2_5d_peak_9186_lociStitched	chr9	77615880	77629007	3	710	6589.754	1279.8825	229	1
3_Mef2Da2_5d_peak_6447_lociStitched	chr4	45489468	45492831	3	548	5766.8724	461.4036	230	1
3_Mef2Da2_5d_peak_8909_lociStitched	chr9	14585811	14596700	3	545	6302.5532	1000.6991	231	1
3_Mef2Da2_5d_peak_6074_lociStitched	chr3	89591430	89598586	3	551	6159.1692	876.61	232	1
2_Mef2Da2_5d_peak_2043_lociStitched	chr12	52847090	52854761	2	638	6120.6909	880.6308	233	1
2_Mef2Da2_5d_peak_7790_lociStitched	chr6	128259386	128265518	2	430	5993.4168	779.9904	234	1
2_Mef2Da2_5d_peak_792_lociStitched	chr1	192822551	192829230	2	333	6092.5838	879.6243	235	1
2_Mef2Da2_5d_peak_8498_lociStitched	chr8	45598042	45607419	2	651	6441.999	1235.8886	236	1
2_Mef2Da2_5d_peak_7573_lociStitched	chr6	82751908	82761100	2	398	6234.9336	1048.8072	237	1
5_Mef2Da2_5d_peak_7865_lociStitched	chr6	147490276	147506816	5	829	7105.584	1933.526	238	1
3_Mef2Da2_5d_peak_34_lociStitched	chr1	20624512	20635180	3	700	6289.8528	1147.8768	239	1
